Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Felix Hernandez,SEA,SEA vs HOU,10:10 PM,37.0,30500,x,
SP,Clayton Kershaw,LAD,LAD vs PHI,10:10 PM,32.0,30200,"",15-Day DL
SP,Chris Sale,CHW,CHW @ DET, 7:08 PM,30.3,29900,"",
SP,Yu Darvish,TEX,TEX @ OAK,10:05 PM,31.7,29200,x,
SP,Adam Wainwright,STL,STL @ NYM, 7:10 PM,33.5,28800,"",
SP,Ervin Santana,ATL,ATL vs MIA, 7:10 PM,34.0,28300,"",
SP,Max Scherzer,DET,DET vs CHW, 7:08 PM,28.8,27500,"",
SP,Andrew Cashner,SD,SD @ MIL, 8:10 PM,32.0,27200,x,
SP,Cliff Lee,PHI,PHI @ LAD,10:10 PM,20.8,27100,x,
SP,Johnny Cueto,CIN,CIN @ PIT, 7:05 PM,33.0,26900,"",
SP,Justin Verlander,DET,DET vs CHW, 7:08 PM,20.8,26600,"",
SP,Zack Greinke,LAD,LAD vs PHI,10:10 PM,27.0,26500,"",
SP,James Shields,KC,KC @ CLE, 7:05 PM,25.3,26300,"",
SP,Madison Bumgarner,SF,SF @ COL, 8:40 PM,18.3,25400,"",
SP,Jose Fernandez,MIA,MIA @ ATL, 7:10 PM,27.3,25300,"",
SP,Cole Hamels,PHI,PHI @ LAD,10:10 PM,0,24500,"",15-Day DL
SP,Stephen Strasburg,WAS,WAS vs LAA, 7:05 PM,20.0,24500,"",
SP,Anibal Sanchez,DET,DET vs CHW, 7:08 PM,16.0,24300,x,
SP,CJ Wilson,LAA,LAA @ WAS, 7:05 PM,21.8,24200,"",
SP,Gio Gonzalez,WAS,WAS vs LAA, 7:05 PM,24.5,24000,"",
SP,Jeff Samardzija,CHC,CHC vs ARI, 8:05 PM,22.5,23400,"",
SP,Francisco Liriano,PIT,PIT vs CIN, 7:05 PM,19.5,23100,x,
SP,Hisashi Iwakuma,SEA,SEA vs HOU,10:10 PM,0,23100,"",15-Day DL
