Position,PlayerName,Team,Opponent,Salary,PPG
1B,David Ortiz,Red Sox,White Sox,10300,14.3
P,John Lackey,Red Sox,White Sox,14400,26.1
2B,Dustin Pedroia,Red Sox,White Sox,9150,11.9
P,Jon Lester,Red Sox,White Sox,19500,31.6
P,Andrew Miller,Red Sox,White Sox,7500,5.7
P,Clay Buchholz,Red Sox,White Sox,11250,9.8
P,Junichi Tazawa,Red Sox,White Sox,7500,3.8
P,Felix Doubront,Red Sox,White Sox,8450,9.5
C,A.J. Pierzynski,Red Sox,White Sox,6500,7.9
P,Jake Peavy,Red Sox,White Sox,12100,14.5
P,Craig Breslow,Red Sox,White Sox,7500,2.0
OF,Mike Carp,Red Sox,White Sox,5150,4.7
1B,Mike Carp,Red Sox,White Sox,5150,4.7
1B,Mike Napoli,Red Sox,White Sox,9250,13.4
P,Koji Uehara,Red Sox,White Sox,7500,7.2
SS,Stephen Drew,Red Sox,White Sox,5150,3.7
3B,Ryan Roberts,Red Sox,White Sox,5000,1.6
2B,Ryan Roberts,Red Sox,White Sox,5000,1.6
C,David Ross,Red Sox,White Sox,6550,7.1
P,Ryan Dempster,Red Sox,White Sox,7500,0.0
3B,Jonathan Herrera,Red Sox,White Sox,6150,5.0
2B,Jonathan Herrera,Red Sox,White Sox,6150,5.0
P,Edward Mujica,Red Sox,White Sox,7500,2.6
P,Burke Badenhop,Red Sox,White Sox,7500,2.6
P,Rubby De La Rosa,Red Sox,White Sox,14350,26.0
OF,Shane Victorino,Red Sox,White Sox,8400,10.8
OF,Jonny Gomes,Red Sox,White Sox,6800,9.1
C,Ryan Lavarnway,Red Sox,White Sox,5000,-1.0
3B,Will Middlebrooks,Red Sox,White Sox,6400,8.8
OF,Daniel Nava,Red Sox,White Sox,6600,7.1
3B,Brock Holt,Red Sox,White Sox,8500,12.8
OF,Brock Holt,Red Sox,White Sox,8500,12.8
SS,Xander Bogaerts,Red Sox,White Sox,6300,9.4
3B,Xander Bogaerts,Red Sox,White Sox,6300,9.4
OF,Jackie Bradley Jr.,Red Sox,White Sox,6150,8.2
P,Alex Wilson,Red Sox,White Sox,5000,4.0
P,Steven Wright,Red Sox,White Sox,7500,0.0
P,Brandon Workman,Red Sox,White Sox,11600,14.1
3B,Garin Cecchini,Red Sox,White Sox,6450,14.0
SS,Mookie Betts,Red Sox,White Sox,5000,11.4
OF,Mookie Betts,Red Sox,White Sox,5000,11.4
OF,Alex Hassan,Red Sox,White Sox,5000,4.5
3B,Michael Almanzar,Red Sox,White Sox,5000,0.0
1B,Paul Konerko,White Sox,Red Sox,5700,6.4
1B,Adam Dunn,White Sox,Red Sox,8450,12.9
P,John Danks,White Sox,Red Sox,12800,18.8
OF,Alejandro De Aza,White Sox,Red Sox,6800,8.8
SS,Alexei Ramirez,White Sox,Red Sox,7850,11.3
OF,Dayan Viciedo,White Sox,Red Sox,8650,10.7
2B,Gordon Beckham,White Sox,Red Sox,7150,10.3
C,Tyler Flowers,White Sox,Red Sox,5400,7.1
P,Chris Sale,White Sox,Red Sox,21800,37.9
P,Felipe Paulino,White Sox,Red Sox,7500,-5.0
P,Hector Noesi,White Sox,Red Sox,9550,11.4
P,Matt Lindstrom,White Sox,Red Sox,7500,3.2
P,Daniel McCutchen,White Sox,Red Sox,7500,-5.0
P,Maikel Cleto,White Sox,Red Sox,7500,1.5
OF,Blake Tekotte,White Sox,Red Sox,5050,3.8
3B,Jeff Keppinger,White Sox,Red Sox,5000,0.0
3B,Conor Gillaspie,White Sox,Red Sox,8100,12.7
P,Zach Putnam,White Sox,Red Sox,7500,5.1
P,Donnie Veal,White Sox,Red Sox,7500,1.0
P,Ronald Belisario,White Sox,Red Sox,7500,3.4
P,Nate Jones,White Sox,Red Sox,7500,-8.5
P,Jose Quintana,White Sox,Red Sox,14900,23.8
OF,Jordan Danks,White Sox,Red Sox,5000,4.4
OF,Moises Sierra,White Sox,Red Sox,5000,3.4
OF,Avisail Garcia,White Sox,Red Sox,8650,14.8
OF,Adam Eaton,White Sox,Red Sox,7550,11.6
3B,Matt Davidson,White Sox,Red Sox,6300,8.3
2B,Leury Garcia,White Sox,Red Sox,5000,3.4
SS,Leury Garcia,White Sox,Red Sox,5000,3.4
P,Andre Rienzo,White Sox,Red Sox,8650,9.9
P,Jake Petricka,White Sox,Red Sox,7500,3.9
1B,Jose Abreu,White Sox,Red Sox,12050,18.6
P,Daniel Webb,White Sox,Red Sox,7500,5.2
P,Erik Johnson,White Sox,Red Sox,6950,8.0
3B,Marcus Semien,White Sox,Red Sox,6550,10.1
2B,Marcus Semien,White Sox,Red Sox,6550,10.1
C,Adrian Nieto,White Sox,Red Sox,5000,4.1
P,Scott Carroll,White Sox,Red Sox,8650,8.1
P,Jim Johnson,Athletics,Giants,7500,2.4
SS,Jed Lowrie,Athletics,Giants,7850,10.5
OF,Josh Reddick,Athletics,Giants,6900,9.2
P,Jeff Francis,Athletics,Giants,5450,4.1
P,Jesse Chavez,Athletics,Giants,13800,24.9
P,Scott Kazmir,Athletics,Giants,17450,29.2
3B,Alberto Callaspo,Athletics,Giants,5550,8.3
