Position,PlayerName,Team,Opponent,Salary,PPG
SG,Joe Johnson,Nets,Suns,12250,32.8
SF,Joe Johnson,Nets,Suns,12250,32.8
C,Josh Powell,Rockets,Timberwolves,5000,10.8
PF,Josh Powell,Rockets,Timberwolves,5000,10.8
PF,Josh Smith,Pistons,Wizards,14200,32.8
SF,Josh Smith,Pistons,Wizards,14200,32.8
C,Al Horford,Hawks,Jazz,13150,31.4
PF,Al Horford,Hawks,Jazz,13150,31.4
PG,Jeff Teague,Hawks,Jazz,12550,31.2
C,Kevin Garnett,Nets,Suns,8450,22.3
PF,Kevin Garnett,Nets,Suns,8450,22.3
SG,Ray Allen,Heat,Pacers,5250,17.7
PF,Paul Pierce,Wizards,Pistons,10150,24.0
SF,Paul Pierce,Wizards,Pistons,10150,24.0
PG,Rajon Rondo,Celtics,Thunder,15150,37.5
SG,Jeff Green,Celtics,Thunder,12400,33.1
SF,Jeff Green,Celtics,Thunder,12400,33.1
PG,Avery Bradley,Celtics,Thunder,8850,21.3
SG,Avery Bradley,Celtics,Thunder,8850,21.3
PG,D.J. Augustin,Pistons,Wizards,8200,18.9
PG,Garrett Temple,Wizards,Pistons,5800,23.0
SG,Garrett Temple,Wizards,Pistons,5800,23.0
C,Carlos Boozer,Lakers,Pelicans,10350,21.9
PF,Carlos Boozer,Lakers,Pelicans,10350,21.9
SG,Rasual Butler,Wizards,Pistons,5000,9.3
SF,Rasual Butler,Wizards,Pistons,5000,9.3
SG,Kyle Korver,Hawks,Jazz,11350,30.0
SF,Kyle Korver,Hawks,Jazz,11350,30.0
PF,Luol Deng,Heat,Pacers,11500,24.8
SF,Luol Deng,Heat,Pacers,11500,24.8
PG,C.J. Watson,Pacers,Heat,5000,0.0
C,Omer Asik,Pelicans,Lakers,10750,27.0
PF,Omer Asik,Pelicans,Lakers,10750,27.0
SG,Alonzo Gee,Nuggets,Trail Blazers,5000,9.4
SF,Alonzo Gee,Nuggets,Trail Blazers,5000,9.4
PG,Jason Terry,Rockets,Timberwolves,5450,14.1
SG,Jason Terry,Rockets,Timberwolves,5450,14.1
SF,Caron Butler,Pistons,Wizards,6750,16.6
C,Ian Mahinmi,Pacers,Heat,5000,10.7
SG,Corey Brewer,Timberwolves,Rockets,6600,13.1
SF,Corey Brewer,Timberwolves,Rockets,6600,13.1
PG,Andre Miller,Wizards,Pistons,5000,9.6
SG,Andre Miller,Wizards,Pistons,5000,9.6
C,Chris Andersen,Heat,Pacers,5850,12.5
PF,Chris Andersen,Heat,Pacers,5850,12.5
C,Nene Hilario,Wizards,Pistons,10300,25.5
PF,Nene Hilario,Wizards,Pistons,10300,25.5
SG,J.R. Smith,Knicks,Magic,9850,17.6
SF,J.R. Smith,Knicks,Magic,9850,17.6
SG,Wilson Chandler,Nuggets,Trail Blazers,8800,18.4
SF,Wilson Chandler,Nuggets,Trail Blazers,8800,18.4
SG,Arron Afflalo,Nuggets,Trail Blazers,8850,17.7
SF,Arron Afflalo,Nuggets,Trail Blazers,8850,17.7
SF,Danilo Gallinari,Nuggets,Trail Blazers,7500,12.4
PG,Ty Lawson,Nuggets,Trail Blazers,13250,27.6
C,Timofey Mozgov,Nuggets,Trail Blazers,8550,18.8
PF,Kenneth Faried,Nuggets,Trail Blazers,11200,26.1
SF,Jordan Hamilton,Jazz,Hawks,5000,0.0
SG,Ben Gordon,Magic,Knicks,5350,10.8
PG,Will Bynum,Celtics,Thunder,5000,16.6
PG,Rodney Stuckey,Pacers,Heat,7750,14.1
SG,Rodney Stuckey,Pacers,Heat,7750,14.1
PF,Jonas Jerebko,Pistons,Wizards,5000,9.9
SF,Jonas Jerebko,Pistons,Wizards,5000,9.9
C,Greg Monroe,Pistons,Wizards,13250,35.4
PF,Greg Monroe,Pistons,Wizards,13250,35.4
SG,Kyle Singler,Pistons,Wizards,5600,8.4
SF,Kyle Singler,Pistons,Wizards,5600,8.4
PF,Vernon Macklin,Pelicans,Lakers,5000,0.0
SG,Dorell Wright,Trail Blazers,Nuggets,5000,5.0
SF,Dorell Wright,Trail Blazers,Nuggets,5000,5.0
PG,Jeremy Lin,Lakers,Pelicans,10750,23.0
SG,Jeremy Lin,Lakers,Pelicans,10750,23.0
PF,Jeff Adrien,Rockets,Timberwolves,5000,16.3
SF,Jeff Adrien,Rockets,Timberwolves,5000,16.3
C,Jeremy Tyler,Lakers,Pelicans,5000,7.7
C,Luis Scola,Pacers,Heat,8150,18.8
PF,Luis Scola,Pacers,Heat,8150,18.8
SG,Kevin Martin,Timberwolves,Rockets,11550,28.9
SF,Kevin Martin,Timberwolves,Rockets,11550,28.9
PG,Goran Dragic,Suns,Nets,12000,22.9
SG,Goran Dragic,Suns,Nets,12000,22.9
C,Hasheem Thabeet,Pistons,Wizards,5000,3.8
C,Jordan Hill,Lakers,Pelicans,12250,32.0
PF,Jordan Hill,Lakers,Pelicans,12250,32.0
SG,Chase Budinger,Timberwolves,Rockets,5000,2.1
SF,Chase Budinger,Timberwolves,Rockets,5000,2.1
PF,Marcus Morris,Suns,Nets,8150,19.7
PF,Donatas Motiejunas,Rockets,Timberwolves,6000,12.1
SF,Donatas Motiejunas,Rockets,Timberwolves,6000,12.1
SG,Dahntay Jones,Jazz,Hawks,5000,0.0
SF,Dahntay Jones,Jazz,Hawks,5000,0.0
SF,Danny Granger,Heat,Pacers,5000,0.0
C,Josh McRoberts,Heat,Pacers,7200,6.9
PF,Josh McRoberts,Heat,Pacers,7200,6.9
C,Roy Hibbert,Pacers,Heat,12600,31.8
PG,George Hill,Pacers,Heat,5800,0.0
SG,George Hill,Pacers,Heat,5800,0.0
PG,A.J. Price,Pacers,Heat,6950,17.0
SG,Paul George,Pacers,Heat,5000,0.0
SF,Paul George,Pacers,Heat,5000,0.0
C,Chris Kaman,Trail Blazers,Nuggets,7750,20.1
PF,Chris Kaman,Trail Blazers,Nuggets,7750,20.1
PF,Brian Cook,Pistons,Wizards,5000,0.0
PG,Mo Williams,Timberwolves,Rockets,7550,16.3
SG,Mo Williams,Timberwolves,Rockets,7550,16.3
PG,Randy Foye,Nuggets,Trail Blazers,9000,19.8
SG,Randy Foye,Nuggets,Trail Blazers,9000,19.8
SG,Eric Gordon,Pelicans,Lakers,8200,14.9
PG,Eric Bledsoe,Suns,Nets,12850,27.7
SG,Eric Bledsoe,Suns,Nets,12850,27.7
PG,Kobe Bryant,Lakers,Pelicans,15250,38.6
SG,Kobe Bryant,Lakers,Pelicans,15250,38.6
PG,Steve Blake,Trail Blazers,Nuggets,5650,13.6
SG,Steve Blake,Trail Blazers,Nuggets,5650,13.6
C,Andrew Bynum,Pacers,Heat,5400,18.1
SG,Shannon Brown,Heat,Pacers,5000,0.8
PG,Darius Morris,Trail Blazers,Nuggets,5000,7.9
SG,Darius Morris,Trail Blazers,Nuggets,5000,7.9
C,Darrell Arthur,Nuggets,Trail Blazers,5000,11.3
PF,Darrell Arthur,Nuggets,Trail Blazers,5000,11.3
SG,Xavier Henry,Lakers,Pelicans,5000,1.8
SF,Xavier Henry,Lakers,Pelicans,5000,1.8
PG,Ish Smith,Thunder,Celtics,5000,6.4
C,Chris Bosh,Heat,Pacers,16800,42.4
PF,Chris Bosh,Heat,Pacers,16800,42.4
PG,Dwyane Wade,Heat,Pacers,15900,35.4
SG,Dwyane Wade,Heat,Pacers,15900,35.4
PF,Udonis Haslem,Heat,Pacers,5000,15.2
C,Joel Anthony,Pistons,Wizards,5000,5.8
PF,Joel Anthony,Pistons,Wizards,5000,5.8
PG,Mario Chalmers,Heat,Pacers,8950,21.5
C,Dexter Pittman,Hawks,Jazz,5000,1.5
PG,Norris Cole,Heat,Pacers,7350,15.5
C,Drew Gooden,Wizards,Pistons,5550,13.0
PF,Drew Gooden,Wizards,Pistons,5550,13.0
PG,Brandon Jennings,Pistons,Wizards,12350,25.3
PF,Tobias Harris,Magic,Knicks,11700,32.1
SF,Tobias Harris,Magic,Knicks,11700,32.1
PG,Luke Ridnour,Magic,Knicks,5000,12.4
SG,Luke Ridnour,Magic,Knicks,5000,12.4
