Position,PlayerName,Team,Opponent,Salary,PPG
PG,Jamal Crawford,Clippers,Bulls,9850,24.9
SG,Jamal Crawford,Clippers,Bulls,9850,24.9
SG,Joe Johnson,Nets,Heat,12500,32.6
SF,Joe Johnson,Nets,Heat,12500,32.6
PG,Kirk Hinrich,Bulls,Clippers,7600,16.8
SG,Kirk Hinrich,Bulls,Clippers,7600,16.8
C,Josh Powell,Rockets,Grizzlies,5000,10.8
PF,Josh Powell,Rockets,Grizzlies,5000,10.8
PF,Josh Smith,Pistons,Magic,13500,31.1
SF,Josh Smith,Pistons,Magic,13500,31.1
PF,Marvin Williams,Hornets,Mavericks,6350,13.8
SF,Marvin Williams,Hornets,Mavericks,6350,13.8
C,Kevin Garnett,Nets,Heat,8600,22.2
PF,Kevin Garnett,Nets,Heat,8600,22.2
SG,Ray Allen,Heat,Nets,5250,17.7
PG,Rajon Rondo,Celtics,Suns,15850,41.0
SG,Jeff Green,Celtics,Suns,11600,30.2
SF,Jeff Green,Celtics,Suns,11600,30.2
C,Glen Davis,Clippers,Bulls,5000,3.4
PF,Glen Davis,Clippers,Bulls,5000,3.4
PG,Avery Bradley,Celtics,Suns,9250,21.8
SG,Avery Bradley,Celtics,Suns,9250,21.8
PG,E'Twaun Moore,Bulls,Clippers,5000,0.2
SG,E'Twaun Moore,Bulls,Clippers,5000,0.2
C,Boris Diaw,Spurs,76ers,8700,20.3
PF,Boris Diaw,Spurs,76ers,8700,20.3
PG,D.J. Augustin,Pistons,Magic,7350,16.1
SG,Gerald Henderson,Hornets,Mavericks,5650,9.2
SF,Gerald Henderson,Hornets,Mavericks,5650,9.2
C,Bismack Biyombo,Hornets,Mavericks,5000,12.8
PG,Kemba Walker,Hornets,Mavericks,13000,29.3
PG,Jannero Pargo,Hornets,Mavericks,5000,5.0
PF,Luol Deng,Heat,Nets,11550,24.4
SF,Luol Deng,Heat,Nets,11550,24.4
C,Joakim Noah,Bulls,Clippers,13150,28.8
PF,Joakim Noah,Bulls,Clippers,13150,28.8
PG,Derrick Rose,Bulls,Clippers,13700,29.1
C,Omer Asik,Pelicans,Trail Blazers,10600,26.3
PF,Omer Asik,Pelicans,Trail Blazers,10600,26.3
C,Taj Gibson,Bulls,Clippers,9900,23.5
PF,Taj Gibson,Bulls,Clippers,9900,23.5
PF,Nikola Mirotic,Bulls,Clippers,5000,8.5
SF,Nikola Mirotic,Bulls,Clippers,5000,8.5
SG,Jimmy Butler,Bulls,Clippers,12950,36.8
SF,Jimmy Butler,Bulls,Clippers,12950,36.8
C,Anderson Varejao,Cavaliers,Nuggets,9550,21.9
PF,Anderson Varejao,Cavaliers,Nuggets,9550,21.9
SG,Alonzo Gee,Nuggets,Cavaliers,5000,8.5
SF,Alonzo Gee,Nuggets,Cavaliers,5000,8.5
PG,Kyrie Irving,Cavaliers,Nuggets,15400,36.0
SG,Kyrie Irving,Cavaliers,Nuggets,15400,36.0
C,Tristan Thompson,Cavaliers,Nuggets,8100,18.9
PF,Tristan Thompson,Cavaliers,Nuggets,8100,18.9
C,Dirk Nowitzki,Mavericks,Hornets,13550,32.0
PF,Dirk Nowitzki,Mavericks,Hornets,13550,32.0
PF,Shawn Marion,Cavaliers,Nuggets,6400,13.2
SF,Shawn Marion,Cavaliers,Nuggets,6400,13.2
PG,Jason Terry,Rockets,Grizzlies,5750,14.2
SG,Jason Terry,Rockets,Grizzlies,5750,14.2
C,Tyson Chandler,Mavericks,Hornets,12000,29.6
C,Brendan Haywood,Cavaliers,Nuggets,5000,3.9
SF,Caron Butler,Pistons,Magic,6050,14.6
PG,J.J. Barea,Mavericks,Hornets,5000,15.8
C,Chris Andersen,Heat,Nets,5000,7.7
PF,Chris Andersen,Heat,Nets,5000,7.7
SG,Wilson Chandler,Nuggets,Cavaliers,9250,20.4
SF,Wilson Chandler,Nuggets,Cavaliers,9250,20.4
SG,Arron Afflalo,Nuggets,Cavaliers,9200,18.6
SF,Arron Afflalo,Nuggets,Cavaliers,9200,18.6
SF,Danilo Gallinari,Nuggets,Cavaliers,7650,12.9
C,Kosta Koufos,Grizzlies,Rockets,5550,9.9
PF,Kosta Koufos,Grizzlies,Rockets,5550,9.9
PG,Ty Lawson,Nuggets,Cavaliers,14050,31.0
C,Timofey Mozgov,Nuggets,Cavaliers,8450,17.8
PF,Kenneth Faried,Nuggets,Cavaliers,11050,25.0
PF,Tayshaun Prince,Grizzlies,Rockets,5000,9.9
SF,Tayshaun Prince,Grizzlies,Rockets,5000,9.9
SG,Ben Gordon,Magic,Pistons,5000,9.5
PF,Charlie Villanueva,Mavericks,Hornets,5000,3.6
PF,Jason Maxiell,Hornets,Mavericks,5000,4.9
PG,Will Bynum,Celtics,Suns,5000,16.6
PF,Austin Daye,Spurs,76ers,5000,5.3
SF,Austin Daye,Spurs,76ers,5000,5.3
PF,Jonas Jerebko,Pistons,Magic,5000,11.6
SF,Jonas Jerebko,Pistons,Magic,5000,11.6
C,Greg Monroe,Pistons,Magic,13250,34.1
PF,Greg Monroe,Pistons,Magic,13250,34.1
SG,Kyle Singler,Pistons,Magic,6600,11.6
SF,Kyle Singler,Pistons,Magic,6600,11.6
PF,Vernon Macklin,Pelicans,Trail Blazers,5000,0.0
SG,Dorell Wright,Trail Blazers,Pelicans,5000,5.0
SF,Dorell Wright,Trail Blazers,Pelicans,5000,5.0
PG,Monta Ellis,Mavericks,Hornets,13100,29.0
SG,Monta Ellis,Mavericks,Hornets,13100,29.0
PF,Louis Amundson,Cavaliers,Nuggets,5000,5.5
C,Ekpe Udoh,Clippers,Bulls,5000,-0.1
PF,Ekpe Udoh,Clippers,Bulls,5000,-0.1
PF,Jeff Adrien,Rockets,Grizzlies,5000,16.3
SF,Jeff Adrien,Rockets,Grizzlies,5000,16.3
SG,Courtney Lee,Grizzlies,Rockets,8750,25.9
SF,Courtney Lee,Grizzlies,Rockets,8750,25.9
PG,Goran Dragic,Suns,Celtics,11950,23.3
SG,Goran Dragic,Suns,Celtics,11950,23.3
C,Hasheem Thabeet,Pistons,Magic,5000,3.8
PF,Marcus Morris,Suns,Celtics,8000,19.1
PF,Donatas Motiejunas,Rockets,Grizzlies,7150,14.9
SF,Donatas Motiejunas,Rockets,Grizzlies,7150,14.9
SG,Mike Dunleavy,Bulls,Clippers,8850,21.8
SF,Mike Dunleavy,Bulls,Clippers,8850,21.8
SF,Danny Granger,Heat,Nets,5000,0.0
C,Solomon Jones,Bulls,Clippers,5000,3.7
PF,Solomon Jones,Bulls,Clippers,5000,3.7
C,Josh McRoberts,Heat,Nets,7350,7.1
PF,Josh McRoberts,Heat,Nets,7350,7.1
SG,Lance Stephenson,Hornets,Mavericks,12500,28.9
SF,Lance Stephenson,Hornets,Mavericks,12500,28.9
C,Chris Kaman,Trail Blazers,Pelicans,8250,20.8
PF,Chris Kaman,Trail Blazers,Pelicans,8250,20.8
PF,Brian Cook,Pistons,Magic,5000,0.0
PG,Randy Foye,Nuggets,Cavaliers,8300,17.8
SG,Randy Foye,Nuggets,Cavaliers,8300,17.8
SG,Eric Gordon,Pelicans,Trail Blazers,8350,15.7
C,DeAndre Jordan,Clippers,Bulls,14700,33.2
C,Blake Griffin,Clippers,Bulls,16900,35.8
PF,Blake Griffin,Clippers,Bulls,16900,35.8
SF,Al-Farouq Aminu,Mavericks,Hornets,6000,13.3
PG,Eric Bledsoe,Suns,Celtics,13200,28.9
SG,Eric Bledsoe,Suns,Celtics,13200,28.9
C,Pau Gasol,Bulls,Clippers,14750,38.5
PF,Pau Gasol,Bulls,Clippers,14750,38.5
SF,Matt Barnes,Clippers,Bulls,7600,12.2
PG,Steve Blake,Trail Blazers,Pelicans,6550,15.3
SG,Steve Blake,Trail Blazers,Pelicans,6550,15.3
SG,Shannon Brown,Heat,Nets,5000,3.4
PG,Darius Morris,Trail Blazers,Pelicans,5000,7.9
SG,Darius Morris,Trail Blazers,Pelicans,5000,7.9
C,Zach Randolph,Grizzlies,Rockets,13850,34.3
PF,Zach Randolph,Grizzlies,Rockets,13850,34.3
SG,Tony Allen,Grizzlies,Rockets,7650,19.3
SF,Tony Allen,Grizzlies,Rockets,7650,19.3
PG,Mike Conley,Grizzlies,Rockets,13150,29.8
C,Marc Gasol,Grizzlies,Rockets,14250,35.4
C,Darrell Arthur,Nuggets,Cavaliers,5000,13.5
PF,Darrell Arthur,Nuggets,Cavaliers,5000,13.5
SG,Mike Miller,Cavaliers,Nuggets,5000,3.6
SF,Mike Miller,Cavaliers,Nuggets,5000,3.6
PF,LeBron James,Cavaliers,Nuggets,20850,47.2
SF,LeBron James,Cavaliers,Nuggets,20850,47.2
C,Chris Bosh,Heat,Nets,15900,38.3
PF,Chris Bosh,Heat,Nets,15900,38.3
PG,Dwyane Wade,Heat,Nets,15650,34.8
SG,Dwyane Wade,Heat,Nets,15650,34.8
SG,James Jones,Cavaliers,Nuggets,5000,2.5
SF,James Jones,Cavaliers,Nuggets,5000,2.5
PF,Udonis Haslem,Heat,Nets,5000,10.2
C,Joel Anthony,Pistons,Magic,5000,5.3
PF,Joel Anthony,Pistons,Magic,5000,5.3
