Position,PlayerName,Team,Opponent,Salary,PPG
SG,Joe Johnson,Nets,Spurs,12600,29.5
SF,Joe Johnson,Nets,Spurs,12600,29.5
C,Zaza Pachulia,Bucks,Wizards,7300,16.0
C,Josh Powell,Rockets,Mavericks,5000,10.8
PF,Josh Powell,Rockets,Mavericks,5000,10.8
C,Kevin Garnett,Nets,Spurs,9000,20.7
PF,Kevin Garnett,Nets,Spurs,9000,20.7
SG,Ray Allen,Heat,Magic,6350,17.7
PF,Paul Pierce,Wizards,Bucks,10250,23.7
SF,Paul Pierce,Wizards,Bucks,10250,23.7
C,Boris Diaw,Spurs,Nets,9550,22.4
PF,Boris Diaw,Spurs,Nets,9550,22.4
PF,Dante Cunningham,Timberwolves,Kings,5650,14.8
PG,Garrett Temple,Wizards,Bucks,6050,18.2
SG,Garrett Temple,Wizards,Bucks,6050,18.2
SG,Rasual Butler,Wizards,Bucks,5450,11.8
SF,Rasual Butler,Wizards,Bucks,5450,11.8
PF,Luol Deng,Heat,Magic,11050,23.8
SF,Luol Deng,Heat,Magic,11050,23.8
PG,C.J. Watson,Pacers,Suns,5000,0.0
C,Omer Asik,Pelicans,Jazz,10900,26.3
PF,Omer Asik,Pelicans,Jazz,10900,26.3
C,Anderson Varejao,Cavaliers,Raptors,9650,22.6
PF,Anderson Varejao,Cavaliers,Raptors,9650,22.6
C,Ryan Hollins,Kings,Timberwolves,5000,2.0
PG,Ramon Sessions,Kings,Timberwolves,5000,9.0
SG,Ramon Sessions,Kings,Timberwolves,5000,9.0
SF,Omri Casspi,Kings,Timberwolves,5800,13.8
PG,Kyrie Irving,Cavaliers,Raptors,16050,35.8
SG,Kyrie Irving,Cavaliers,Raptors,16050,35.8
C,Tristan Thompson,Cavaliers,Raptors,7850,18.1
PF,Tristan Thompson,Cavaliers,Raptors,7850,18.1
C,Dirk Nowitzki,Mavericks,Rockets,12950,30.6
PF,Dirk Nowitzki,Mavericks,Rockets,12950,30.6
SG,Shawn Marion,Cavaliers,Raptors,6350,13.9
