"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF","LeBron James",10500,"Cle@Chi 08:00PM ET",48.242
"PF","Blake Griffin",10000,"LAC@LAL 10:30PM ET",44.460
"C","DeMarcus Cousins",9900,"Por@Sac 10:00PM ET",46.722
"PG","Chris Paul",9500,"LAC@LAL 10:30PM ET",46.217
"PF","LaMarcus Aldridge",9200,"Por@Sac 10:00PM ET",45.000
"PF","Kevin Love",9100,"Cle@Chi 08:00PM ET",52.166
"PG","Michael Carter-Williams",8500,"Phi@Mil 08:30PM ET",37.925
"C","Marc Gasol",8300,"Mem@Ind 07:00PM ET",33.485
"PG","Damian Lillard",8100,"Por@Sac 10:00PM ET",36.446
"SG","Kobe Bryant",8000,"LAC@LAL 10:30PM ET",28.833
"PF","Tim Duncan",7800,"SA@Pho 10:00PM ET",35.621
"PF","Zach Randolph",7600,"Mem@Ind 07:00PM ET",35.368
"PG","Kyrie Irving",7600,"Cle@Chi 08:00PM ET",37.933
"C","DeAndre Jordan",7500,"LAC@LAL 10:30PM ET",35.334
"PG","Brandon Knight",7400,"Phi@Mil 08:30PM ET",31.188
"SF","Nicolas Batum",7300,"Por@Sac 10:00PM ET",33.497
"SG","Eric Bledsoe",7300,"SA@Pho 10:00PM ET",34.733
"PF","Pau Gasol",7100,"Cle@Chi 08:00PM ET",38.033
"SF","Rudy Gay",7100,"Por@Sac 10:00PM ET",35.010
"C","Roy Hibbert",7100,"Mem@Ind 07:00PM ET",24.348
"PG","Derrick Rose",7100,"Cle@Chi 08:00PM ET",26.650
"PG","Goran Dragic",7100,"SA@Pho 10:00PM ET",35.997
"PG","Tony Parker",7000,"SA@Pho 10:00PM ET",28.594
"C","Joakim Noah",7000,"Cle@Chi 08:00PM ET",39.876
"PG","Mike Conley",7000,"Mem@Ind 07:00PM ET",33.459
"PF","David West",6800,"Mem@Ind 07:00PM ET",29.788
"PG","Darren Collison",6500,"Por@Sac 10:00PM ET",21.277
"PF","Nerlens Noel",6500,"Phi@Mil 08:30PM ET",0
"PF","Carlos Boozer",6400,"LAC@LAL 10:30PM ET",27.435
"SG","Wesley Matthews",6400,"Por@Sac 10:00PM ET",26.876
"PG","Tony Wroten",6400,"Phi@Mil 08:30PM ET",23.056
"C","Robin Lopez",6300,"Por@Sac 10:00PM ET",27.094
"PF","Markieff Morris",6200,"SA@Pho 10:00PM ET",26.361
"PG","George Hill",6100,"Mem@Ind 07:00PM ET",23.026
"SF","Kawhi Leonard",6100,"SA@Pho 10:00PM ET",28.542
"PF","Taj Gibson",5800,"Cle@Chi 08:00PM ET",26.606
"PG","Donald Sloan",5800,"Mem@Ind 07:00PM ET",5.197
"PG","Isaiah Thomas",5800,"SA@Pho 10:00PM ET",35.847
"C","Larry Sanders",5700,"Phi@Mil 08:30PM ET",22.554
"SG","Manu Ginobili",5600,"SA@Pho 10:00PM ET",25.247
"SG","Rodney Stuckey",5500,"Mem@Ind 07:00PM ET",20.942
"PF","Jordan Hill",5500,"LAC@LAL 10:30PM ET",22.455
"SG","Jamal Crawford",5400,"LAC@LAL 10:30PM ET",27.692
"PF","Tristan Thompson",5400,"Cle@Chi 08:00PM ET",26.409
"SG","Giannis Antetokounmpo",5400,"Phi@Mil 08:30PM ET",17.899
"SF","Jabari Parker",5400,"Phi@Mil 08:30PM ET",0
"C","Miles Plumlee",5100,"SA@Pho 10:00PM ET",21.675
"C","Henry Sims",5100,"Phi@Mil 08:30PM ET",17.516
"C","Spencer Hawes",5000,"LAC@LAL 10:30PM ET",31.613
"C","Tiago Splitter",5000,"SA@Pho 10:00PM ET",20.316
"SG","Jimmy Butler",5000,"Cle@Chi 08:00PM ET",27.778
"SG","Dion Waiters",4900,"Cle@Chi 08:00PM ET",25.725
"SF","Matt Barnes",4800,"LAC@LAL 10:30PM ET",21.283
"PF","Luis Scola",4800,"Mem@Ind 07:00PM ET",14.593
"SG","J.J. Redick",4600,"LAC@LAL 10:30PM ET",22.427
"PF","Ersan Ilyasova",4600,"Phi@Mil 08:30PM ET",22.936
"PG","Jeremy Lin",4600,"LAC@LAL 10:30PM ET",24.075
"SG","Marco Belinelli",4600,"SA@Pho 10:00PM ET",18.335
"PG","Alexey Shved",4600,"Phi@Mil 08:30PM ET",8.385
"SF","K.J. McDaniels",4600,"Phi@Mil 08:30PM ET",0
"PF","Boris Diaw",4500,"SA@Pho 10:00PM ET",19.799
"SF","P.J. Tucker",4500,"SA@Pho 10:00PM ET",23.472
"SG","Danny Green",4500,"SA@Pho 10:00PM ET",19.518
"SG","O.J. Mayo",4500,"Phi@Mil 08:30PM ET",19.404
"PF","Ed Davis",4500,"LAC@LAL 10:30PM ET",12.289
"SG","Ben McLemore",4500,"Por@Sac 10:00PM ET",15.393
"SG","Courtney Lee",4400,"Mem@Ind 07:00PM ET",17.102
"SF","Khris Middleton",4400,"Phi@Mil 08:30PM ET",22.384
"C","Anderson Varejao",4300,"Cle@Chi 08:00PM ET",26.865
"PF","Marcus Morris",4200,"SA@Pho 10:00PM ET",18.399
"PF","John Henson",4200,"Phi@Mil 08:30PM ET",26.332
"SG","Vince Carter",4000,"Mem@Ind 07:00PM ET",22.861
"SF","Shawn Marion",4000,"Cle@Chi 08:00PM ET",23.922
"SG","Tony Allen",4000,"Mem@Ind 07:00PM ET",20.419
"SG","Gerald Green",4000,"SA@Pho 10:00PM ET",25.308
"SF","C.J. Miles",4000,"Mem@Ind 07:00PM ET",16.691
"PF","Jason Thompson",3900,"Por@Sac 10:00PM ET",17.863
"SF","Hollis Thompson",3900,"Phi@Mil 08:30PM ET",13.153
"SF","Wesley Johnson",3800,"LAC@LAL 10:30PM ET",21.177
"PG","Kirk Hinrich",3600,"Cle@Chi 08:00PM ET",21.099
"SG","Nick Young",3600,"LAC@LAL 10:30PM ET",25.469
"PG","Ronnie Price",3500,"LAC@LAL 10:30PM ET",8.782
"SF","Mike Dunleavy",3500,"Cle@Chi 08:00PM ET",22.813
"PG","Aaron Brooks",3500,"Cle@Chi 08:00PM ET",17.944
"SF","Solomon Hill",3500,"Mem@Ind 07:00PM ET",4.388
"C","Chris Kaman",3400,"Por@Sac 10:00PM ET",21.827
"PF","Chris Copeland",3400,"Mem@Ind 07:00PM ET",5.769
"SF","Doug McDermott",3400,"Cle@Chi 08:00PM ET",0
"SG","Nik Stauskas",3400,"Por@Sac 10:00PM ET",0
"SF","T.J. Warren",3300,"SA@Pho 10:00PM ET",0
"SF","Jared Dudley",3200,"Phi@Mil 08:30PM ET",12.401
"PF","Brandon Davies",3200,"Phi@Mil 08:30PM ET",7.250
"SF","Derrick Williams",3200,"Por@Sac 10:00PM ET",15.772
"SF","Chris Johnson",3100,"Phi@Mil 08:30PM ET",12.256
"C","Nazr Mohammed",3000,"Cle@Chi 08:00PM ET",5.424
"SF","Mike Miller",3000,"Cle@Chi 08:00PM ET",13.744
"SF","Hedo Turkoglu",3000,"LAC@LAL 10:30PM ET",8.570
"SG","Jason Richardson",3000,"Phi@Mil 08:30PM ET",0
"C","Brendan Haywood",3000,"Cle@Chi 08:00PM ET",0
"PF","Matt Bonner",3000,"SA@Pho 10:00PM ET",6.564
"PG","Steve Blake",3000,"Por@Sac 10:00PM ET",19.291
"SG","James Jones",3000,"Cle@Chi 08:00PM ET",7.806
"PF","Louis Amundson",3000,"Cle@Chi 08:00PM ET",7.438
"SF","Tayshaun Prince",3000,"Mem@Ind 07:00PM ET",12.952
"PF","Shavlik Randolph",3000,"SA@Pho 10:00PM ET",4.161
"PF","Reggie Evans",3000,"Por@Sac 10:00PM ET",13.278
"PG","C.J. Watson",3000,"Mem@Ind 07:00PM ET",12.832
"C","Ryan Hollins",3000,"Por@Sac 10:00PM ET",5.110
"C","Zaza Pachulia",3000,"Phi@Mil 08:30PM ET",20.873
"PF","Anthony Tolliver",3000,"SA@Pho 10:00PM ET",11.566
"SF","Dorell Wright",3000,"Por@Sac 10:00PM ET",11.155
"PG","Beno Udrih",3000,"Mem@Ind 07:00PM ET",12.099
"PF","Carl Landry",3000,"Por@Sac 10:00PM ET",8.792
"PG","Jordan Farmar",3000,"LAC@LAL 10:30PM ET",22.537
"PF","Glen Davis",3000,"LAC@LAL 10:30PM ET",17.997
"PG","Ramon Sessions",3000,"Por@Sac 10:00PM ET",22.274
"C","Ian Mahinmi",3000,"Mem@Ind 07:00PM ET",10.010
"PF","Jeff Ayres",3000,"SA@Pho 10:00PM ET",8.457
"SF","Luc Richard Mbah a Moute",3000,"Phi@Mil 08:30PM ET",8.289
"SF","Chris Douglas-Roberts",3000,"LAC@LAL 10:30PM ET",13.448
"C","Aron Baynes",3000,"SA@Pho 10:00PM ET",7.094
"C","Joel Freeland",3000,"Por@Sac 10:00PM ET",9.025
"PG","A.J. Price",3000,"Cle@Chi 08:00PM ET",2.768
"SG","Wayne Ellington",3000,"LAC@LAL 10:30PM ET",6.037
