"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PG","Stephen Curry",10100,"Bkn@GS 10:30PM ET",50.143
"C","DeMarcus Cousins",9500,"Sac@Mem 08:00PM ET",43.219
"PG","Kyle Lowry",8200,"Chi@Tor 08:00PM ET",35.844
"PF","Pau Gasol",8100,"Chi@Tor 08:00PM ET",40.531
"SF","Rudy Gay",7800,"Sac@Mem 08:00PM ET",39.625
"C","Marc Gasol",7700,"Sac@Mem 08:00PM ET",36.563
"PG","Tony Wroten",7700,"Phi@Dal 08:30PM ET",42.357
"PF","Dirk Nowitzki",7600,"Phi@Dal 08:30PM ET",34.438
"PG","Deron Williams",7600,"Bkn@GS 10:30PM ET",34.250
"SG","DeMar DeRozan",7500,"Chi@Tor 08:00PM ET",35.500
"C","Joakim Noah",7400,"Chi@Tor 08:00PM ET",30.167
"PF","Zach Randolph",7300,"Sac@Mem 08:00PM ET",34.813
"SG","Monta Ellis",7100,"Phi@Dal 08:30PM ET",29.500
"PG","Mike Conley",7000,"Sac@Mem 08:00PM ET",30.219
"C","Brook Lopez",6900,"Bkn@GS 10:30PM ET",28.700
"PG","Derrick Rose",6800,"Chi@Tor 08:00PM ET",31.313
"SG","Klay Thompson",6800,"Bkn@GS 10:30PM ET",36.833
"SG","Joe Johnson",6700,"Bkn@GS 10:30PM ET",34.286
"SF","Chandler Parsons",6600,"Phi@Dal 08:30PM ET",25.656
"SG","Jimmy Butler",6400,"Chi@Tor 08:00PM ET",35.875
"SF","Draymond Green",6300,"Bkn@GS 10:30PM ET",30.500
"C","Tyson Chandler",6200,"Phi@Dal 08:30PM ET",29.313
"C","Andrew Bogut",6000,"Bkn@GS 10:30PM ET",27.286
"PG","Michael Carter-Williams",6000,"Phi@Dal 08:30PM ET",0
"PF","David Lee",5500,"Bkn@GS 10:30PM ET",5.500
"PG","Darren Collison",5500,"Sac@Mem 08:00PM ET",33.357
"PF","Nerlens Noel",5500,"Phi@Dal 08:30PM ET",24.100
"C","Jonas Valanciunas",5000,"Chi@Tor 08:00PM ET",22.571
"PF","Kevin Garnett",4900,"Bkn@GS 10:30PM ET",24.071
"SG","Courtney Lee",4800,"Sac@Mem 08:00PM ET",26.833
"PF","Amir Johnson",4800,"Chi@Tor 08:00PM ET",22.150
"PF","Taj Gibson",4700,"Chi@Tor 08:00PM ET",26.536
"C","Henry Sims",4700,"Phi@Dal 08:30PM ET",20.143
"SF","Harrison Barnes",4700,"Bkn@GS 10:30PM ET",20.821
"PG","Devin Harris",4600,"Phi@Dal 08:30PM ET",22.688
"SF","Terrence Ross",4400,"Chi@Tor 08:00PM ET",20.375
"SF","K.J. McDaniels",4300,"Phi@Dal 08:30PM ET",18.464
"SF","Tony Allen",4200,"Sac@Mem 08:00PM ET",22.750
"SF","Andre Iguodala",4100,"Bkn@GS 10:30PM ET",16.000
"SF","Mike Dunleavy",4000,"Chi@Tor 08:00PM ET",22.781
"PF","Brandon Davies",4000,"Phi@Dal 08:30PM ET",19.214
"PG","Jameer Nelson",3800,"Phi@Dal 08:30PM ET",17.656
"PF","Patrick Patterson",3800,"Chi@Tor 08:00PM ET",19.000
"SF","Hollis Thompson",3800,"Phi@Dal 08:30PM ET",20.929
"PF","Mirza Teletovic",3700,"Bkn@GS 10:30PM ET",24.143
"PG","Jarrett Jack",3600,"Bkn@GS 10:30PM ET",16.500
"PF","Brandan Wright",3600,"Phi@Dal 08:30PM ET",17.281
"SG","Ben McLemore",3600,"Sac@Mem 08:00PM ET",16.813
"PG","Aaron Brooks",3500,"Chi@Tor 08:00PM ET",23.094
"SF","Luc Richard Mbah a Moute",3500,"Phi@Dal 08:30PM ET",20.250
"C","Mason Plumlee",3500,"Bkn@GS 10:30PM ET",17.000
"PG","Alexey Shved",3500,"Phi@Dal 08:30PM ET",16.893
"SF","Bojan Bogdanovic",3400,"Bkn@GS 10:30PM ET",17.500
"PG","Greivis Vasquez",3300,"Chi@Tor 08:00PM ET",16.469
"SF","James Johnson",3300,"Chi@Tor 08:00PM ET",17.781
"PG","Kirk Hinrich",3100,"Chi@Tor 08:00PM ET",17.094
"PF","Carl Landry",3100,"Sac@Mem 08:00PM ET",15.844
"SG","Vince Carter",3000,"Sac@Mem 08:00PM ET",10.393
"C","Nazr Mohammed",3000,"Chi@Tor 08:00PM ET",0
"SF","Andrei Kirilenko",3000,"Bkn@GS 10:30PM ET",2.667
"SG","Jason Richardson",3000,"Phi@Dal 08:30PM ET",0
"SF","Richard Jefferson",3000,"Phi@Dal 08:30PM ET",6.464
"PF","Chuck Hayes",3000,"Chi@Tor 08:00PM ET",3.938
"SG","Alan Anderson",3000,"Bkn@GS 10:30PM ET",10.786
"SF","Tayshaun Prince",3000,"Sac@Mem 08:00PM ET",13.188
"PF","Reggie Evans",3000,"Sac@Mem 08:00PM ET",12.500
"PG","J.J. Barea",3000,"Phi@Dal 08:30PM ET",13.821
"PG","Raymond Felton",3000,"Phi@Dal 08:30PM ET",0
"C","Ryan Hollins",3000,"Sac@Mem 08:00PM ET",2.375
"PG","Leandro Barbosa",3000,"Bkn@GS 10:30PM ET",14.036
"PF","Charlie Villanueva",3000,"Phi@Dal 08:30PM ET",2.188
"PG","Shaun Livingston",3000,"Bkn@GS 10:30PM ET",7.143
"PG","Beno Udrih",3000,"Sac@Mem 08:00PM ET",13.375
"C","Greg Stiemsma",3000,"Chi@Tor 08:00PM ET",5.833
"PF","Jason Thompson",3000,"Sac@Mem 08:00PM ET",11.688
"PG","Ramon Sessions",3000,"Sac@Mem 08:00PM ET",10.500
"PG","Lou Williams",3000,"Chi@Tor 08:00PM ET",14.813
"PF","Tyler Hansbrough",3000,"Chi@Tor 08:00PM ET",12.063
"SG","Brandon Rush",3000,"Bkn@GS 10:30PM ET",1.000
"C","Jerome Jordan",3000,"Bkn@GS 10:30PM ET",5.100
"SG","Quincy Pondexter",3000,"Sac@Mem 08:00PM ET",6.906
"SG","Landry Fields",3000,"Chi@Tor 08:00PM ET",1.167
"PF","Marreese Speights",3000,"Bkn@GS 10:30PM ET",10.958
"SF","Justin Holiday",3000,"Bkn@GS 10:30PM ET",1.750
"C","Kosta Koufos",3000,"Sac@Mem 08:00PM ET",9.313
"PF","Jon Leuer",3000,"Sac@Mem 08:00PM ET",6.156
"PG","E'Twaun Moore",3000,"Chi@Tor 08:00PM ET",0.000
"PG","Nick Calathes",3000,"Sac@Mem 08:00PM ET",0
"C","Festus Ezeli",3000,"Bkn@GS 10:30PM ET",8.250
