Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PG,Chris Paul,LAC,LAC @ DAL, 8:30 PM,45.1,18700,"",
PG,Stephen Curry,GSW,GSW @ ATL, 7:30 PM,43.7,17200,"",
PF-C,Anthony Davis,NOP,NOP @ BOS, 7:30 PM,41.8,16700,"",
SF,Carmelo Anthony,NYK,NYK @ HOU, 8:00 PM,42.9,16200,"",OUT
PG,John Wall,WAS,WAS vs TOR, 7:00 PM,40.0,16200,"",
PF,Blake Griffin,LAC,LAC @ DAL, 8:30 PM,40.1,15500,"",
PG,Kyle Lowry,TOR,TOR @ WAS, 7:00 PM,33.4,15200,"",
PG,Ty Lawson,DEN,DEN vs MEM, 9:00 PM,34.1,14100,"",
C,Dwight Howard,HOU,HOU vs NYK, 8:00 PM,38.8,14000,"",
PG,Jrue Holiday,NOP,NOP @ BOS, 7:30 PM,34.0,13800,"",
PG,Mike Conley,MEM,MEM @ DEN, 9:00 PM,31.0,13700,"",
PF,Paul Millsap,ATL,ATL vs GSW, 7:30 PM,35.9,13700,"",
PF,Pau Gasol,LAL,LAL vs UTA,10:30 PM,32.2,13700,"",
SG,James Harden,HOU,HOU vs NYK, 8:00 PM,37.6,13500,"",
PF,Zach Randolph,MEM,MEM @ DEN, 9:00 PM,32.1,13300,"",
PG,Jeff Teague,ATL,ATL vs GSW, 7:30 PM,32.4,13200,"",
SF,Trevor Ariza,WAS,WAS vs TOR, 7:00 PM,29.3,13200,"",
C,DeAndre Jordan,LAC,LAC @ DAL, 8:30 PM,31.8,12900,"",
SG,Monta Ellis,DAL,DAL vs LAC, 8:30 PM,34.0,12800,"",
PF,David Lee,GSW,GSW @ ATL, 7:30 PM,33.8,12700,"",
SG,DeMar DeRozan,TOR,TOR @ WAS, 7:00 PM,32.0,12600,"",
SG,Bradley Beal,WAS,WAS vs TOR, 7:00 PM,27.5,12600,"",
SG-SF,Gordon Hayward,UTA,UTA @ LAL,10:30 PM,31.6,12400,"",
PF,Dirk Nowitzki,DAL,DAL vs LAC, 8:30 PM,34.7,12200,"",
SG,Tyreke Evans,NOP,NOP @ BOS, 7:30 PM,27.5,11900,"",
PF,Ryan Anderson,NOP,NOP @ BOS, 7:30 PM,30.0,11900,"",
SG,JR Smith,NYK,NYK @ HOU, 8:00 PM,23.3,11300,"",
C,Marcin Gortat,WAS,WAS vs TOR, 7:00 PM,28.1,11300,"",
SF,James Johnson,MEM,MEM @ DEN, 9:00 PM,23.2,11200,"",
PF,Derrick Favors,UTA,UTA @ LAL,10:30 PM,30.1,11100,"",
SF,Chandler Parsons,HOU,HOU vs NYK, 8:00 PM,30.4,11100,"",
C,JJ Hickson,DEN,DEN vs MEM, 9:00 PM,25.4,11100,"",
PF-C,Nene Hilario,WAS,WAS vs TOR, 7:00 PM,27.6,11000,"",
SF,Shawn Marion,DAL,DAL vs LAC, 8:30 PM,26.1,10900,"",
PF-C,Andrea Bargnani,NYK,NYK @ HOU, 8:00 PM,24.4,10800,"",
PG,Raymond Felton,NYK,NYK @ HOU, 8:00 PM,22.0,10800,"",OUT
SG,Klay Thompson,GSW,GSW @ ATL, 7:30 PM,28.4,10800,"",
SF,Wilson Chandler,DEN,DEN vs MEM, 9:00 PM,23.9,10400,"",
SF-PF,Terrence Jones,HOU,HOU vs NYK, 8:00 PM,23.4,10400,"",
SG,Nick Young,LAL,LAL vs UTA,10:30 PM,22.5,10200,"",
SG,JJ Redick,LAC,LAC @ DAL, 8:30 PM,22.8,10200,"",OUT
C,Jonas Valanciunas,TOR,TOR @ WAS, 7:00 PM,23.5,10100,"",
SG,Jordan Crawford,BOS,BOS vs NOP, 7:30 PM,25.8,10100,"",
C,Enes Kanter,UTA,UTA @ LAL,10:30 PM,19.9,10100,"",
SF,DeMarre Carroll,ATL,ATL vs GSW, 7:30 PM,20.4,10000,"",OUT
PG,Jeremy Lin,HOU,HOU vs NYK, 8:00 PM,23.8,10000,"",
SG-SF,Kyle Korver,ATL,ATL vs GSW, 7:30 PM,23.2,9900,"",
PG,Trey Burke,UTA,UTA @ LAL,10:30 PM,24.9,9800,"",
SF-PF,Jeff Green,BOS,BOS vs NOP, 7:30 PM,23.9,9800,"",
PG-SG,Avery Bradley,BOS,BOS vs NOP, 7:30 PM,21.9,9800,"",
SF,Marvin Williams,UTA,UTA @ LAL,10:30 PM,20.8,9800,"",
PG,Jose Calderon,DAL,DAL vs LAC, 8:30 PM,23.1,9700,"",
C,Tyson Chandler,NYK,NYK @ HOU, 8:00 PM,24.5,9400,"",
C,DeJuan Blair,DAL,DAL vs LAC, 8:30 PM,20.3,9300,"",
SG,Eric Gordon,NOP,NOP @ BOS, 7:30 PM,24.6,9300,"",
PF,Jordan Hill,LAL,LAL vs UTA,10:30 PM,22.3,9200,"",
C,Andrew Bogut,GSW,GSW @ ATL, 7:30 PM,25.9,9000,"",
SG-SF,Vince Carter,DAL,DAL vs LAC, 8:30 PM,20.9,9000,"",
SF,Andre Iguodala,GSW,GSW @ ATL, 7:30 PM,24.8,8900,"",
SG,Jamal Crawford,LAC,LAC @ DAL, 8:30 PM,23.2,8800,"",
PF,Trevor Booker,WAS,WAS vs TOR, 7:00 PM,18.2,8700,"",
