Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
C,DeMarcus Cousins,SAC,SAC vs LAL,10:00 PM,43.4,19000,"",
PG,Chris Paul,LAC,LAC @ PHO,10:00 PM,43.7,18600,"",
PF-C,Kevin Love,MIN,MIN vs MEM, 8:00 PM,48.4,18500,"",
SF,LeBron James,MIA,MIA vs MIL, 7:30 PM,45.4,18200,"",
SG,James Harden,HOU,HOU @ TOR, 7:00 PM,39.7,17400,"",
C,Al Jefferson,CHA,CHA @ PHI, 7:00 PM,40.2,17200,"",
SF,Carmelo Anthony,NYK,NYK vs BKN, 7:00 PM,44.0,17200,"",
PG,Stephen Curry,GSW,GSW @ SAS, 8:30 PM,41.6,16300,"",
C,Joakim Noah,CHI,CHI @ ATL, 7:30 PM,37.4,15300,"",
PG,John Wall,WAS,WAS vs BOS, 7:00 PM,39.2,15300,"",
PF,Paul Millsap,ATL,ATL vs CHI, 7:30 PM,35.9,15000,"",
C,Nikola Vucevic,ORL,ORL vs CLE, 7:00 PM,32.7,14900,"",
C,Dwight Howard,HOU,HOU @ TOR, 7:00 PM,38.7,14800,"",OUT
PG,Kemba Walker,CHA,CHA @ PHI, 7:00 PM,33.1,14700,"",
C,DeAndre Jordan,LAC,LAC @ PHO,10:00 PM,34.4,14400,"",
PF,Tim Duncan,SAS,SAS vs GSW, 8:30 PM,35.1,14200,"",
PF-C,Pau Gasol,LAL,LAL @ SAC,10:00 PM,36.1,14200,"",OUT
SG-SF,Paul George,IND,IND vs DET, 7:00 PM,36.7,14100,"",
PF,Zach Randolph,MEM,MEM @ MIN, 8:00 PM,33.2,14000,"",
PF-C,Anthony Davis,NOP,NOP @ DEN, 9:00 PM,43.4,14000,"",
PF,Blake Griffin,LAC,LAC @ PHO,10:00 PM,42.3,14000,"",OUT
PG,Kyrie Irving,CLE,CLE @ ORL, 7:00 PM,35.7,14000,"",OUT
PF-C,Greg Monroe,DET,DET @ IND, 7:00 PM,31.0,13800,"",
PG,Michael Carter-Williams,PHI,PHI vs CHA, 7:00 PM,35.0,13800,"",
PF,Thaddeus Young,PHI,PHI vs CHA, 7:00 PM,32.3,13700,"",
SG,DeMar DeRozan,TOR,TOR vs HOU, 7:00 PM,34.9,13700,"",
PG,Goran Dragic,PHO,PHO vs LAC,10:00 PM,33.9,13400,"",
PG,Isaiah Thomas,SAC,SAC vs LAL,10:00 PM,33.8,13200,"",OUT
SG,Dwyane Wade,MIA,MIA vs MIL, 7:30 PM,33.3,13000,"",OUT
PF,Kenneth Faried,DEN,DEN vs NOP, 9:00 PM,26.8,13000,"",
SG-SF,Tyreke Evans,NOP,NOP @ DEN, 9:00 PM,27.8,12900,"",
PG,Ty Lawson,DEN,DEN vs NOP, 9:00 PM,35.6,12900,"",
PG,Rajon Rondo,BOS,BOS @ WAS, 7:00 PM,31.8,12900,"",OUT
SG,Brandon Knight,MIL,MIL @ MIA, 7:30 PM,29.1,12800,"",
C,Andre Drummond,DET,DET @ IND, 7:00 PM,34.1,12800,"",
SF,Chandler Parsons,HOU,HOU @ TOR, 7:00 PM,30.2,12800,"",
C,Marc Gasol,MEM,MEM @ MIN, 8:00 PM,30.8,12800,"",
SF,Rudy Gay,SAC,SAC vs LAL,10:00 PM,33.0,12700,"",
C,Brook Lopez,BKN,BKN @ NYK, 7:00 PM,32.6,12700,"",OUT
PG,Brandon Jennings,DET,DET @ IND, 7:00 PM,31.6,12600,"",
PG,Kyle Lowry,TOR,TOR vs HOU, 7:00 PM,35.8,12500,"",OUT
PG,Mike Conley,MEM,MEM @ MIN, 8:00 PM,31.2,12400,"",
C,Marcin Gortat,WAS,WAS vs BOS, 7:00 PM,29.4,12400,"",
PG,Eric Bledsoe,PHO,PHO vs LAC,10:00 PM,32.1,12400,"",
SF-PF,Josh Smith,DET,DET @ IND, 7:00 PM,33.1,12000,"",
PF,David Lee,GSW,GSW @ SAS, 8:30 PM,33.2,12000,"",OUT
PF-C,Chris Bosh,MIA,MIA vs MIL, 7:30 PM,29.0,11600,"",
SG-SF,Kawhi Leonard,SAS,SAS vs GSW, 8:30 PM,26.8,11300,"",
PG,Deron Williams,BKN,BKN @ NYK, 7:00 PM,28.3,11300,"",
SF,Luol Deng,CLE,CLE @ ORL, 7:00 PM,28.8,11100,"",
PG,Ramon Sessions,MIL,MIL @ MIA, 7:30 PM,20.4,11000,"",
C,Nikola Pekovic,MIN,MIN vs MEM, 8:00 PM,30.1,11000,"",OUT
PF-C,Nene Hilario,WAS,WAS vs BOS, 7:00 PM,28.1,11000,"",OUT
SG,Lance Stephenson,IND,IND vs DET, 7:00 PM,29.1,10900,"",
SG,Victor Oladipo,ORL,ORL vs CLE, 7:00 PM,26.7,10800,"",
SF-PF,Tobias Harris,ORL,ORL vs CLE, 7:00 PM,26.8,10800,"",
PG,Ricky Rubio,MIN,MIN vs MEM, 8:00 PM,29.8,10700,"",
PG,Jeff Teague,ATL,ATL vs CHI, 7:30 PM,29.3,10700,"",
PF,Markieff Morris,PHO,PHO vs LAC,10:00 PM,25.0,10700,"",
PF,Carlos Boozer,CHI,CHI @ ATL, 7:30 PM,26.6,10600,"",
PF,David West,IND,IND vs DET, 7:00 PM,28.0,10400,"",
SF-PF,Terrence Jones,HOU,HOU @ TOR, 7:00 PM,25.2,10400,"",OUT
SF,Trevor Ariza,WAS,WAS vs BOS, 7:00 PM,28.7,10400,"",
SG-SF,Jimmy Butler,CHI,CHI @ ATL, 7:30 PM,26.3,10400,"",
SG,Dion Waiters,CLE,CLE @ ORL, 7:00 PM,23.4,10400,"",
PF-C,Taj Gibson,CHI,CHI @ ATL, 7:30 PM,25.4,10300,"",
SG,Eric Gordon,NOP,NOP @ DEN, 9:00 PM,24.1,10300,"",OUT
SG,Klay Thompson,GSW,GSW @ SAS, 8:30 PM,26.8,10300,"",
C,JJ Hickson,DEN,DEN vs NOP, 9:00 PM,26.3,10300,"",OUT
C,Jonas Valanciunas,TOR,TOR vs HOU, 7:00 PM,23.0,10200,"",
SG,Kevin Martin,MIN,MIN vs MEM, 8:00 PM,26.3,10200,"",
SG,Jamal Crawford,LAC,LAC @ PHO,10:00 PM,26.4,10100,"",OUT
SG,Kobe Bryant,LAL,LAL @ SAC,10:00 PM,25.8,10100,"",OUT
SG,Bradley Beal,WAS,WAS vs BOS, 7:00 PM,27.1,10100,"",
C,Anderson Varejao,CLE,CLE @ ORL, 7:00 PM,26.8,10000,"",OUT
SF,Matt Barnes,LAC,LAC @ PHO,10:00 PM,19.5,9900,"",
C,Spencer Hawes,CLE,CLE @ ORL, 7:00 PM,29.2,9900,"",
PG,Jameer Nelson,ORL,ORL vs CLE, 7:00 PM,26.1,9800,"",
SG,Jodie Meeks,LAL,LAL @ SAC,10:00 PM,22.7,9800,"",
SF,Paul Pierce,BKN,BKN @ NYK, 7:00 PM,24.1,9800,"",
PF,Josh McRoberts,CHA,CHA @ PHI, 7:00 PM,22.7,9700,"",
PF-C,Jared Sullinger,BOS,BOS @ WAS, 7:00 PM,26.2,9700,"",
PF-C,John Henson,MIL,MIL @ MIA, 7:30 PM,25.4,9600,"",
PG,DJ Augustin,CHI,CHI @ ATL, 7:30 PM,21.1,9600,"",
C,Tyson Chandler,NYK,NYK vs BKN, 7:00 PM,25.8,9500,"",
SF-PF,Jeff Green,BOS,BOS @ WAS, 7:00 PM,25.4,9500,"",
PG,Darren Collison,LAC,LAC @ PHO,10:00 PM,20.5,9500,"",
SG,JR Smith,NYK,NYK vs BKN, 7:00 PM,23.7,9500,"",
PF,Tristan Thompson,CLE,CLE @ ORL, 7:00 PM,25.0,9500,"",
C,Chris Kaman,LAL,LAL @ SAC,10:00 PM,20.6,9400,"",
