Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs UTA, 8:00 PM,48.4,20000,"",
C,DeMarcus Cousins,SAC,SAC vs PHO,10:30 PM,43.8,19300,"",OUT
PG,Stephen Curry,GSW,GSW @ DEN,10:30 PM,42.1,19100,"",
SF,Kevin Durant,OKC,OKC vs DET, 8:00 PM,49.9,18700,"",
SF,LeBron James,MIA,MIA vs PHI, 8:00 PM,45.6,18500,"",OUT
SG,James Harden,HOU,HOU @ NOP, 8:00 PM,40.7,18400,"",
C,Al Jefferson,CHA,CHA vs CHI, 7:00 PM,40.9,17600,"",
PF,Blake Griffin,LAC,LAC @ POR,10:30 PM,42.5,17400,"",
PF,LaMarcus Aldridge,POR,POR vs LAC,10:30 PM,43.1,17200,"",
PG,Chris Paul,LAC,LAC @ POR,10:30 PM,43.3,17100,"",
PG,Russell Westbrook,OKC,OKC vs DET, 8:00 PM,39.4,16500,"",OUT
C,Joakim Noah,CHI,CHI @ CHA, 7:00 PM,37.8,16300,"",
SF,Carmelo Anthony,NYK,NYK vs TOR, 8:00 PM,43.4,15600,"",OUT
C,Andre Drummond,DET,DET @ OKC, 8:00 PM,35.0,15400,"",
PG,Michael Carter-Williams,PHI,PHI @ MIA, 8:00 PM,35.5,14700,"",
PG,Eric Bledsoe,PHO,PHO @ SAC,10:30 PM,32.9,14500,"",
PG,Rajon Rondo,BOS,BOS vs WAS, 8:00 PM,32.7,14500,"",
PF,Kenneth Faried,DEN,DEN vs GSW,10:30 PM,28.0,14500,"",
C,DeAndre Jordan,LAC,LAC @ POR,10:30 PM,34.6,14400,"",
SG-SF,Paul George,IND,IND @ ORL, 7:00 PM,37.0,14400,"",
C,Dwight Howard,HOU,HOU @ NOP, 8:00 PM,38.6,14400,"",
PF,Zach Randolph,MEM,MEM vs DAL, 8:00 PM,33.2,14000,"",
PG,John Wall,WAS,WAS @ BOS, 8:00 PM,38.6,14000,"",
PF-C,Pau Gasol,LAL,LAL @ SAS, 8:00 PM,36.1,14000,"",OUT
PF,Paul Millsap,ATL,ATL @ MIL, 8:00 PM,36.3,14000,"",OUT
PG,Kyle Lowry,TOR,TOR @ NYK, 8:00 PM,35.9,13900,"",
PG,Ty Lawson,DEN,DEN vs GSW,10:30 PM,35.4,13800,"",OUT
PF-C,Serge Ibaka,OKC,OKC vs DET, 8:00 PM,32.5,13800,"",
SG,DeMar DeRozan,TOR,TOR @ NYK, 8:00 PM,34.9,13800,"",OUT
SG,Monta Ellis,DAL,DAL @ MEM, 8:00 PM,32.9,13700,"",
SG-SF,Tyreke Evans,NOP,NOP vs HOU, 8:00 PM,28.2,13600,"",
PF,Dirk Nowitzki,DAL,DAL @ MEM, 8:00 PM,34.8,13500,"",OUT
SF,Chandler Parsons,HOU,HOU @ NOP, 8:00 PM,30.7,13300,"",
C,Marc Gasol,MEM,MEM vs DAL, 8:00 PM,31.4,13200,"",
PF,David Lee,GSW,GSW @ DEN,10:30 PM,33.0,13000,"",
PF,Tim Duncan,SAS,SAS vs LAL, 8:00 PM,34.5,13000,"",
SF,Nicolas Batum,POR,POR vs LAC,10:30 PM,30.9,12900,"",
SG-SF,Kawhi Leonard,SAS,SAS vs LAL, 8:00 PM,27.3,12800,"",OUT
C,Marcin Gortat,WAS,WAS @ BOS, 8:00 PM,29.9,12800,"",
C,Brook Lopez,BKN,BKN @ CLE, 8:00 PM,32.6,12700,"",OUT
PG,Damian Lillard,POR,POR vs LAC,10:30 PM,33.4,12700,"",
C,Nikola Vucevic,ORL,ORL vs IND, 7:00 PM,32.5,12700,"",OUT
C,Enes Kanter,UTA,UTA @ MIN, 8:00 PM,23.0,12600,"",
PF,Thaddeus Young,PHI,PHI @ MIA, 8:00 PM,32.0,12500,"",
PG,Goran Dragic,PHO,PHO @ SAC,10:30 PM,33.7,12500,"",
SG,Dwyane Wade,MIA,MIA vs PHI, 8:00 PM,32.9,12400,"",
SG,Randy Foye,DEN,DEN vs GSW,10:30 PM,22.6,12400,"",
PG,Isaiah Thomas,SAC,SAC vs PHO,10:30 PM,33.6,12300,"",
PG,Jeff Teague,ATL,ATL @ MIL, 8:00 PM,29.7,12200,"",
SF,Rudy Gay,SAC,SAC vs PHO,10:30 PM,33.0,12200,"",OUT
PF-C,Greg Monroe,DET,DET @ OKC, 8:00 PM,31.1,12200,"",
SG-SF,Gordon Hayward,UTA,UTA @ MIN, 8:00 PM,31.3,12100,"",
