Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ POR,10:00 PM,50.1,20000,"",
SF,LeBron James,MIA,MIA @ PHO, 9:00 PM,44.4,17800,"",
C,DeMarcus Cousins,SAC,SAC @ CLE, 7:00 PM,44.2,17500,"",
PF,LaMarcus Aldridge,POR,POR vs OKC,10:00 PM,44.9,17000,"",
PG,John Wall,WAS,WAS @ MEM, 8:00 PM,39.8,16200,"",
C,Al Jefferson,CHA,CHA vs DAL, 7:00 PM,39.5,15900,"",
PF,Paul Millsap,ATL,ATL @ CHI, 8:00 PM,36.4,14800,"",
PG,Goran Dragic,PHO,PHO vs MIA, 9:00 PM,34.2,14700,"",
C,Joakim Noah,CHI,CHI vs ATL, 8:00 PM,34.9,14300,"",
PG,Kyrie Irving,CLE,CLE vs SAC, 7:00 PM,35.5,14300,"",
PG,Isaiah Thomas,SAC,SAC @ CLE, 7:00 PM,33.1,14000,"",OUT
PF,Dirk Nowitzki,DAL,DAL @ CHA, 7:00 PM,35.4,13400,"",
PG,Damian Lillard,POR,POR vs OKC,10:00 PM,33.7,13400,"",
PF,Zach Randolph,MEM,MEM vs WAS, 8:00 PM,33.8,13200,"",
PG,Russell Westbrook,OKC,OKC @ POR,10:00 PM,39.0,13000,"",OUT
PF-C,Serge Ibaka,OKC,OKC @ POR,10:00 PM,32.0,12900,"",
SG,Dwyane Wade,MIA,MIA @ PHO, 9:00 PM,33.0,12900,"",
PG,Kemba Walker,CHA,CHA vs DAL, 7:00 PM,32.7,12800,"",
SF,Rudy Gay,SAC,SAC @ CLE, 7:00 PM,33.4,12700,"",
PG,Eric Bledsoe,PHO,PHO vs MIA, 9:00 PM,32.5,12700,"",OUT
PG,Mike Conley,MEM,MEM vs WAS, 8:00 PM,32.5,12700,"",OUT
C,Marc Gasol,MEM,MEM vs WAS, 8:00 PM,29.1,12500,"",
SG-SF,Gordon Hayward,UTA,UTA @ LAL,10:30 PM,32.0,12500,"",
SG,Monta Ellis,DAL,DAL @ CHA, 7:00 PM,32.9,12300,"",
PF-C,Taj Gibson,CHI,CHI vs ATL, 8:00 PM,24.6,12200,"",
PF-C,Nene Hilario,WAS,WAS @ MEM, 8:00 PM,28.2,12100,"",
PF-C,Pau Gasol,LAL,LAL vs UTA,10:30 PM,36.1,11500,"",OUT
PG,Steve Blake,LAL,LAL vs UTA,10:30 PM,25.7,11300,"",
PF-C,Chris Bosh,MIA,MIA @ PHO, 9:00 PM,28.9,11300,"",
SF,Nicolas Batum,POR,POR vs OKC,10:00 PM,29.8,11300,"",
SF,Trevor Ariza,WAS,WAS @ MEM, 8:00 PM,28.6,11100,"",
PF,Carlos Boozer,CHI,CHI vs ATL, 8:00 PM,28.0,11000,"",OUT
C,Anderson Varejao,CLE,CLE vs SAC, 7:00 PM,28.2,11000,"",
C,Marcin Gortat,WAS,WAS @ MEM, 8:00 PM,28.0,10800,"",
SF,Marvin Williams,UTA,UTA @ LAL,10:30 PM,20.9,10600,"",
SG,Wesley Matthews,POR,POR vs OKC,10:00 PM,26.4,10600,"",
PG,Reggie Jackson,OKC,OKC @ POR,10:00 PM,24.5,10600,"",
C,Chris Kaman,LAL,LAL vs UTA,10:30 PM,18.6,10500,"",
PG,Kendall Marshall,LAL,LAL vs UTA,10:30 PM,26.3,10400,"",
C,Robin Lopez,POR,POR vs OKC,10:00 PM,24.9,10400,"",
SG,Bradley Beal,WAS,WAS @ MEM, 8:00 PM,26.7,10400,"",
SG-SF,Jimmy Butler,CHI,CHI vs ATL, 8:00 PM,25.0,10300,"",
PG,Jordan Farmar,LAL,LAL vs UTA,10:30 PM,20.2,10300,"",OUT
PG,Jeff Teague,ATL,ATL @ CHI, 8:00 PM,29.7,10300,"",
SG,Gerald Henderson,CHA,CHA vs DAL, 7:00 PM,25.4,10200,"",
SG,Kobe Bryant,LAL,LAL vs UTA,10:30 PM,25.8,10100,"",OUT
SG,Nick Calathes,MEM,MEM vs WAS, 8:00 PM,10.4,10000,"",
SG,Dion Waiters,CLE,CLE vs SAC, 7:00 PM,21.8,9800,"",
PF,Derrick Favors,UTA,UTA @ LAL,10:30 PM,29.1,9700,"",
SG-SF,PJ Tucker,PHO,PHO vs MIA, 9:00 PM,21.5,9700,"",
SF,DeMarre Carroll,ATL,ATL @ CHI, 8:00 PM,22.7,9600,"",
PF-C,Jordan Hill,LAL,LAL vs UTA,10:30 PM,19.8,9600,"",
