Position,PlayerName,Team,Opponent,Salary,PPG
C,Kevin Garnett,Nets,Pistons,6250,18.9
PF,Kevin Garnett,Nets,Pistons,6250,18.9
SG,Ray Allen,Heat,Timberwolves,7050,17.9
PG,Steve Nash,Lakers,Mavericks,7350,18.2
C,Jermaine O'Neal,Warriors,Kings,6150,16.4
PG,Derek Fisher,Thunder,Rockets,5000,11.2
PF,Antawn Jamison,Hawks,Cavaliers,5000,7.9
SG,Vince Carter,Mavericks,Lakers,8700,22.6
SF,Vince Carter,Mavericks,Lakers,8700,22.6
C,Dirk Nowitzki,Mavericks,Lakers,14950,35.3
PF,Dirk Nowitzki,Mavericks,Lakers,14950,35.3
PF,Paul Pierce,Nets,Pistons,10100,25.0
SF,Paul Pierce,Nets,Pistons,10100,25.0
C,Al Harrington,Wizards,Knicks,5400,10.9
PF,Al Harrington,Wizards,Knicks,5400,10.9
C,Nazr Mohammed,Bulls,Bucks,5000,5.4
PF,Rashard Lewis,Heat,Timberwolves,5000,9.8
SF,Rashard Lewis,Heat,Timberwolves,5000,9.8
C,Elton Brand,Hawks,Cavaliers,7300,15.5
PF,Elton Brand,Hawks,Cavaliers,7300,15.5
PG,Andre Miller,Wizards,Knicks,6200,13.9
SG,Andre Miller,Wizards,Knicks,6200,13.9
PF,Shawn Marion,Mavericks,Lakers,9200,23.6
SF,Shawn Marion,Mavericks,Lakers,9200,23.6
PG,Jason Terry,Kings,Warriors,5000,9.0
SG,Jason Terry,Kings,Warriors,5000,9.0
PF,Metta World Peace,Knicks,Wizards,5000,9.9
SF,Metta World Peace,Knicks,Wizards,5000,9.9
PF,Andrei Kirilenko,Nets,Pistons,5000,12.6
SF,Andrei Kirilenko,Nets,Pistons,5000,12.6
C,Kenyon Martin,Knicks,Wizards,5000,14.2
PF,Kenyon Martin,Knicks,Wizards,5000,14.2
SG,Mike Miller,Grizzlies,Nuggets,5750,13.4
SF,Mike Miller,Grizzlies,Nuggets,5750,13.4
C,Tyson Chandler,Knicks,Wizards,8950,25.9
C,Pau Gasol,Lakers,Mavericks,12500,36.1
PF,Pau Gasol,Lakers,Mavericks,12500,36.1
SG,Shane Battier,Heat,Timberwolves,5000,10.6
SF,Shane Battier,Heat,Timberwolves,5000,10.6
SG,Joe Johnson,Nets,Pistons,10350,25.1
SF,Joe Johnson,Nets,Pistons,10350,25.1
SF,Richard Jefferson,Jazz,Pelicans,7150,17.7
PG,Jamaal Tinsley,Jazz,Pelicans,5000,6.7
C,Jason Collins,Nets,Pistons,5000,2.1
PF,Jason Collins,Nets,Pistons,5000,2.1
C,Zach Randolph,Grizzlies,Nuggets,12150,33.1
PF,Zach Randolph,Grizzlies,Nuggets,12150,33.1
PF,Gerald Wallace,Celtics,76ers,6400,15.2
SF,Gerald Wallace,Celtics,76ers,6400,15.2
C,Samuel Dalembert,Mavericks,Lakers,6750,17.9
C,Nick Collison,Thunder,Rockets,5300,11.4
PF,Nick Collison,Thunder,Rockets,5300,11.4
PG,Kirk Hinrich,Bulls,Bucks,7000,19.9
SG,Kirk Hinrich,Bulls,Bucks,7000,19.9
PF,David West,Pacers,Raptors,10400,27.5
PG,Steve Blake,Warriors,Kings,5600,21.1
SG,Steve Blake,Warriors,Kings,5600,21.1
SG,Kyle Korver,Hawks,Cavaliers,8400,25.1
SF,Kyle Korver,Hawks,Cavaliers,8400,25.1
SG,James Jones,Heat,Timberwolves,5250,7.9
SF,James Jones,Heat,Timberwolves,5250,7.9
PG,Dwyane Wade,Heat,Timberwolves,11550,33.2
SG,Dwyane Wade,Heat,Timberwolves,11550,33.2
PG,Jameer Nelson,Magic,Bobcats,9750,27.7
C,Chris Kaman,Lakers,Mavericks,13500,20.7
PF,Chris Kaman,Lakers,Mavericks,13500,20.7
PG,Luke Ridnour,Bobcats,Magic,6250,11.7
SG,Luke Ridnour,Bobcats,Magic,6250,11.7
PG,John Lucas III,Jazz,Pelicans,5000,6.7
PG,Devin Harris,Mavericks,Lakers,6000,17.0
SG,Devin Harris,Mavericks,Lakers,6000,17.0
PG,Mo Williams,Trail Blazers,Suns,7600,19.6
SG,Mo Williams,Trail Blazers,Suns,7600,19.6
C,David Lee,Warriors,Kings,12450,33.5
PF,David Lee,Warriors,Kings,12450,33.5
C,Chuck Hayes,Raptors,Pacers,5000,8.4
PF,Chuck Hayes,Raptors,Pacers,5000,8.4
PG,Will Bynum,Pistons,Nets,7150,16.6
C,Channing Frye,Suns,Trail Blazers,8300,22.7
PF,Channing Frye,Suns,Trail Blazers,8300,22.7
SG,Ben Gordon,Bobcats,Magic,5000,8.8
PF,Jason Maxiell,Magic,Bobcats,5000,7.8
SG,Alan Anderson,Nets,Pistons,5800,13.0
SF,Alan Anderson,Nets,Pistons,5800,13.0
SG,Kevin Martin,Timberwolves,Heat,9800,26.5
SF,Kevin Martin,Timberwolves,Heat,9800,26.5
C,Chris Andersen,Heat,Timberwolves,7300,16.8
PF,Chris Andersen,Heat,Timberwolves,7300,16.8
PG,Ronnie Price,Magic,Bobcats,5000,7.2
SG,Ronnie Price,Magic,Bobcats,5000,7.2
C,Ronny Turiaf,Timberwolves,Heat,9000,16.0
PF,Ronny Turiaf,Timberwolves,Heat,9000,16.0
C,Drew Gooden,Wizards,Knicks,8050,19.1
PF,Drew Gooden,Wizards,Knicks,8050,19.1
C,Nene Hilario,Wizards,Knicks,10050,27.3
PF,Nene Hilario,Wizards,Knicks,10050,27.3
C,Amar'e Stoudemire,Knicks,Wizards,11550,18.5
PF,Amar'e Stoudemire,Knicks,Wizards,11550,18.5
SF,Caron Butler,Thunder,Rockets,6000,20.0
PF,Tayshaun Prince,Grizzlies,Nuggets,5000,12.5
SF,Tayshaun Prince,Grizzlies,Nuggets,5000,12.5
SG,John Salmons,Raptors,Pacers,5300,12.1
SF,John Salmons,Raptors,Pacers,5300,12.1
C,Carlos Boozer,Bulls,Bucks,9250,26.1
PF,Carlos Boozer,Bulls,Bucks,9250,26.1
C,Luis Scola,Pacers,Raptors,5800,14.1
PF,Luis Scola,Pacers,Raptors,5800,14.1
SG,Mike Dunleavy,Bulls,Bucks,9050,21.8
SF,Mike Dunleavy,Bulls,Bucks,9050,21.8
PG,Jannero Pargo,Bobcats,Magic,5000,8.6
PG,Deron Williams,Nets,Pistons,11200,29.1
PF,Steve Novak,Raptors,Pacers,5000,6.4
SF,Steve Novak,Raptors,Pacers,5000,6.4
C,Chris Bosh,Heat,Timberwolves,10800,29.1
PF,Chris Bosh,Heat,Timberwolves,10800,29.1
PF,Shavlik Randolph,Suns,Trail Blazers,5000,3.9
PG,Randy Foye,Nuggets,Grizzlies,11450,23.0
SG,Randy Foye,Nuggets,Grizzlies,11450,23.0
PF,Carmelo Anthony,Knicks,Wizards,17650,45.0
SF,Carmelo Anthony,Knicks,Wizards,17650,45.0
SG,Tony Allen,Grizzlies,Nuggets,5100,18.7
SF,Tony Allen,Grizzlies,Nuggets,5100,18.7
SG,Andre Iguodala,Warriors,Kings,10000,24.4
SF,Andre Iguodala,Warriors,Kings,10000,24.4
C,Reggie Evans,Kings,Warriors,7050,12.2
PF,Reggie Evans,Kings,Warriors,7050,12.2
PG,Gary Neal,Bobcats,Magic,7100,14.9
SG,Gary Neal,Bobcats,Magic,7100,14.9
PG,J.J. Barea,Timberwolves,Heat,6350,16.1
PG,C.J. Watson,Pacers,Raptors,5300,12.4
SG,Francisco Garcia,Rockets,Thunder,5000,12.7
SF,Francisco Garcia,Rockets,Thunder,5000,12.7
PG,Raymond Felton,Knicks,Wizards,7550,23.5
SG,Raymond Felton,Knicks,Wizards,7550,23.5
PF,Chris Copeland,Pacers,Raptors,5000,4.8
SF,Chris Copeland,Pacers,Raptors,5000,4.8
PG,Jarrett Jack,Cavaliers,Hawks,12450,19.6
SG,Jarrett Jack,Cavaliers,Hawks,12450,19.6
PF,LeBron James,Heat,Timberwolves,17250,46.5
SF,LeBron James,Heat,Timberwolves,17250,46.5
