Position,PlayerName,Team,Opponent,Salary,PPG
PF,Luol Deng,Cavaliers,Knicks,11450,28.8
SF,Luol Deng,Cavaliers,Knicks,11450,28.8
C,Anderson Varejao,Cavaliers,Knicks,9800,27.3
PF,Anderson Varejao,Cavaliers,Knicks,9800,27.3
SG,Alonzo Gee,Cavaliers,Knicks,5000,8.4
SF,Alonzo Gee,Cavaliers,Knicks,5000,8.4
PG,Kyrie Irving,Cavaliers,Knicks,13800,36.4
SG,Kyrie Irving,Cavaliers,Knicks,13800,36.4
C,Tristan Thompson,Cavaliers,Knicks,7800,25.0
PF,Tristan Thompson,Cavaliers,Knicks,7800,25.0
PG,Jarrett Jack,Cavaliers,Knicks,10250,18.5
SG,Jarrett Jack,Cavaliers,Knicks,10250,18.5
C,Spencer Hawes,Cavaliers,Knicks,10250,31.6
PF,Spencer Hawes,Cavaliers,Knicks,10250,31.6
SG,C.J. Miles,Cavaliers,Knicks,6850,16.3
SF,C.J. Miles,Cavaliers,Knicks,6850,16.3
SG,Dion Waiters,Cavaliers,Knicks,11950,22.9
C,Tyler Zeller,Cavaliers,Knicks,5000,11.8
PF,Tyler Zeller,Cavaliers,Knicks,5000,11.8
PF,Anthony Bennett,Cavaliers,Knicks,5000,8.4
SF,Anthony Bennett,Cavaliers,Knicks,5000,8.4
PG,Matthew Dellavedova,Cavaliers,Knicks,7100,10.4
C,Dirk Nowitzki,Mavericks,Nets,12750,34.5
PF,Dirk Nowitzki,Mavericks,Nets,12750,34.5
PF,Shawn Marion,Mavericks,Nets,10200,23.7
SF,Shawn Marion,Mavericks,Nets,10200,23.7
PG,Monta Ellis,Mavericks,Nets,13300,33.0
SG,Monta Ellis,Mavericks,Nets,13300,33.0
C,Brandan Wright,Mavericks,Nets,6500,17.3
PF,Brandan Wright,Mavericks,Nets,6500,17.3
SG,Vince Carter,Mavericks,Nets,8450,22.2
SF,Vince Carter,Mavericks,Nets,8450,22.2
C,Samuel Dalembert,Mavericks,Nets,7100,17.3
C,DeJuan Blair,Mavericks,Nets,5000,15.3
PF,DeJuan Blair,Mavericks,Nets,5000,15.3
PG,Jose Calderon,Mavericks,Nets,9300,24.5
PG,Devin Harris,Mavericks,Nets,7100,17.1
SG,Devin Harris,Mavericks,Nets,7100,17.1
PF,Jae Crowder,Mavericks,Nets,5000,11.0
SF,Jae Crowder,Mavericks,Nets,5000,11.0
PG,Shane Larkin,Mavericks,Nets,5000,6.8
SG,Wilson Chandler,Nuggets,Wizards,8750,24.7
SF,Wilson Chandler,Nuggets,Wizards,8750,24.7
PG,Ty Lawson,Nuggets,Wizards,14600,37.8
C,Timofey Mozgov,Nuggets,Wizards,7650,18.4
PF,Kenneth Faried,Nuggets,Wizards,11450,26.0
PG,Randy Foye,Nuggets,Wizards,11600,22.8
SG,Randy Foye,Nuggets,Wizards,11600,22.8
C,Darrell Arthur,Nuggets,Wizards,5350,12.1
PF,Darrell Arthur,Nuggets,Wizards,5350,12.1
C,Anthony Randolph,Nuggets,Wizards,5350,10.7
PF,Anthony Randolph,Nuggets,Wizards,5350,10.7
PG,Aaron Brooks,Nuggets,Wizards,7800,15.2
C,J.J. Hickson,Nuggets,Wizards,9850,26.3
PF,J.J. Hickson,Nuggets,Wizards,9850,26.3
PF,Jan Vesely,Nuggets,Wizards,5000,9.6
SG,Evan Fournier,Nuggets,Wizards,6700,13.4
SF,Quincy Miller,Nuggets,Wizards,5000,8.7
C,Jordan Hill,Lakers,Magic,5850,19.0
PF,Jordan Hill,Lakers,Magic,5850,19.0
C,Chris Kaman,Lakers,Magic,5850,19.8
PF,Chris Kaman,Lakers,Magic,5850,19.8
C,Pau Gasol,Lakers,Magic,14900,36.7
PF,Pau Gasol,Lakers,Magic,14900,36.7
SG,Xavier Henry,Lakers,Magic,6150,16.2
SF,Xavier Henry,Lakers,Magic,6150,16.2
SG,Wesley Johnson,Lakers,Magic,7050,20.3
SF,Wesley Johnson,Lakers,Magic,7050,20.3
PG,Jordan Farmar,Lakers,Magic,8400,21.9
SG,MarShon Brooks,Lakers,Magic,5000,8.6
SF,MarShon Brooks,Lakers,Magic,5000,8.6
PF,Shawne Williams,Lakers,Magic,6850,15.4
SF,Shawne Williams,Lakers,Magic,6850,15.4
SG,Jodie Meeks,Lakers,Magic,9450,23.8
PG,Steve Nash,Lakers,Magic,6000,17.3
SG,Nick Young,Lakers,Magic,8500,22.8
SF,Nick Young,Lakers,Magic,8500,22.8
PG,Kendall Marshall,Lakers,Magic,10200,27.0
C,Robert Sacre,Lakers,Magic,6600,11.2
SG,Kent Bazemore,Lakers,Magic,6550,9.0
SF,Kent Bazemore,Lakers,Magic,6550,9.0
PF,Ryan Kelly,Lakers,Magic,6500,15.8
C,Zaza Pachulia,Bucks,Kings,9550,19.0
PG,Ramon Sessions,Bucks,Kings,8150,19.1
SG,Ramon Sessions,Bucks,Kings,8150,19.1
PG,Brandon Knight,Bucks,Kings,12650,29.7
SG,Brandon Knight,Bucks,Kings,12650,29.7
C,Ekpe Udoh,Bucks,Kings,5000,11.1
PF,Ekpe Udoh,Bucks,Kings,5000,11.1
PF,Jeff Adrien,Bucks,Kings,5850,13.1
SF,Jeff Adrien,Bucks,Kings,5850,13.1
PG,O.J. Mayo,Bucks,Kings,5000,18.5
SG,O.J. Mayo,Bucks,Kings,5000,18.5
PF,Ersan Ilyasova,Bucks,Kings,8950,21.8
SF,Ersan Ilyasova,Bucks,Kings,8950,21.8
C,John Henson,Bucks,Kings,8700,25.4
PF,John Henson,Bucks,Kings,8700,25.4
PF,Khris Middleton,Bucks,Kings,8900,21.8
SF,Khris Middleton,Bucks,Kings,8900,21.8
C,Miroslav Raduljica,Bucks,Kings,5000,8.0
SG,Giannis Antetokounmpo,Bucks,Kings,6350,17.2
SF,Giannis Antetokounmpo,Bucks,Kings,6350,17.2
PG,Nate Wolters,Bucks,Kings,6250,15.7
SG,Joe Johnson,Nets,Mavericks,10900,24.7
