Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ DAL, 8:00 PM,50.7,20000,"",
SF,Carmelo Anthony,NYK,NYK @ LAL,10:30 PM,44.2,17400,"",
PF,LaMarcus Aldridge,POR,POR @ ORL, 7:00 PM,43.2,15500,"",OUT
PG,Kyle Lowry,TOR,TOR @ CLE, 7:00 PM,36.3,14900,"",
SG,DeMar DeRozan,TOR,TOR @ CLE, 7:00 PM,35.0,14300,"",
PG,Kyrie Irving,CLE,CLE vs TOR, 7:00 PM,35.7,14000,"",OUT
PF-C,Pau Gasol,LAL,LAL vs NYK,10:30 PM,36.2,13900,"",OUT
PG,Russell Westbrook,OKC,OKC @ DAL, 8:00 PM,39.0,13800,"",OUT
SG,Monta Ellis,DAL,DAL vs OKC, 8:00 PM,32.9,13700,"",
SF,Nicolas Batum,POR,POR @ ORL, 7:00 PM,30.8,13400,"",
PG,Damian Lillard,POR,POR @ ORL, 7:00 PM,33.7,13000,"",
PF,Dirk Nowitzki,DAL,DAL vs OKC, 8:00 PM,34.1,12400,"",
PF,Amir Johnson,TOR,TOR @ CLE, 7:00 PM,24.1,11800,"",OUT
PF-C,Serge Ibaka,OKC,OKC @ DAL, 8:00 PM,32.1,11600,"",
SG,Victor Oladipo,ORL,ORL vs POR, 7:00 PM,26.7,11500,"",
C,Nikola Vucevic,ORL,ORL vs POR, 7:00 PM,31.9,11400,"",
SG,Dion Waiters,CLE,CLE vs TOR, 7:00 PM,22.9,11300,"",
PF-C,Jordan Hill,LAL,LAL vs NYK,10:30 PM,19.6,11000,"",
SG-SF,Arron Afflalo,ORL,ORL vs POR, 7:00 PM,28.5,10800,"",
SF-PF,Tobias Harris,ORL,ORL vs POR, 7:00 PM,26.7,10800,"",
PG,Reggie Jackson,OKC,OKC @ DAL, 8:00 PM,24.5,10600,"",
SG,Wesley Matthews,POR,POR @ ORL, 7:00 PM,25.8,10600,"",
PG,Jameer Nelson,ORL,ORL vs POR, 7:00 PM,26.2,10300,"",OUT
SF,Shawn Marion,DAL,DAL vs OKC, 8:00 PM,23.3,10200,"",
C,Tyson Chandler,NYK,NYK @ LAL,10:30 PM,26.3,10100,"",
PG,Raymond Felton,NYK,NYK @ LAL,10:30 PM,23.5,10100,"",OUT
SG,Kobe Bryant,LAL,LAL vs NYK,10:30 PM,25.8,10100,"",OUT
C,Anderson Varejao,CLE,CLE vs TOR, 7:00 PM,27.0,10000,"",
SF,Luol Deng,CLE,CLE vs TOR, 7:00 PM,28.7,10000,"",
C,Spencer Hawes,CLE,CLE vs TOR, 7:00 PM,29.7,9600,"",
SG,Jodie Meeks,LAL,LAL vs NYK,10:30 PM,22.6,9500,"",
C,Robin Lopez,POR,POR @ ORL, 7:00 PM,25.6,9500,"",
SG-SF,Nick Young,LAL,LAL vs NYK,10:30 PM,22.6,9500,"",
C,Jonas Valanciunas,TOR,TOR @ CLE, 7:00 PM,22.8,9500,"",
C,Samuel Dalembert,DAL,DAL vs OKC, 8:00 PM,17.7,9300,"",
PF,Tristan Thompson,CLE,CLE vs TOR, 7:00 PM,25.0,9300,"",
SG-SF,Vince Carter,DAL,DAL vs OKC, 8:00 PM,21.5,9300,"",
PG-SG,Jarrett Jack,CLE,CLE vs TOR, 7:00 PM,18.7,9200,"",
PF-C,Amar'e Stoudemire,NYK,NYK @ LAL,10:30 PM,18.3,9200,"",
PF-C,Andrea Bargnani,NYK,NYK @ LAL,10:30 PM,23.2,9100,"",OUT
PG,Steve Nash,LAL,LAL vs NYK,10:30 PM,16.8,8400,"",OUT
SG,JR Smith,NYK,NYK @ LAL,10:30 PM,23.5,8300,"",
PG,Derek Fisher,OKC,OKC @ DAL, 8:00 PM,10.5,8200,"",
PF-C,Tyler Zeller,CLE,CLE vs TOR, 7:00 PM,11.6,8200,"",
