Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PG,Stephen Curry,GSW,GSW @ DEN, 9:00 PM,43.7,18700,"",
SF,LeBron James,MIA,MIA vs ATL, 7:30 PM,43.3,17800,"",
C,Dwight Howard,HOU,HOU vs DAL, 8:00 PM,39.8,17700,"",
C,DeMarcus Cousins,SAC,SAC vs NOP,10:00 PM,42.8,16300,"",
PF-C,Anthony Davis,NOP,NOP @ SAC,10:00 PM,42.5,16000,"",
SF,Carmelo Anthony,NYK,NYK @ ORL, 7:00 PM,43.3,15900,"",
SG,Paul George,IND,IND @ BKN, 7:30 PM,38.6,15900,"",
C,Al Jefferson,CHA,CHA vs MIL, 7:00 PM,35.0,15300,"",
PF,David Lee,GSW,GSW @ DEN, 9:00 PM,32.9,15000,"",
PF,Pau Gasol,LAL,LAL @ PHO, 9:00 PM,32.2,14900,"",OUT
PG,Kyrie Irving,CLE,CLE vs DET, 7:00 PM,34.0,14700,"",
C,Al Horford,ATL,ATL @ MIA, 7:30 PM,35.1,14700,"",
SG,Dwyane Wade,MIA,MIA vs ATL, 7:30 PM,35.1,14300,"",
PG,Brandon Jennings,DET,DET @ CLE, 7:00 PM,33.7,14200,"",
SG,Monta Ellis,DAL,DAL @ HOU, 8:00 PM,34.2,14200,"",
SG-SF,Joe Johnson,BKN,BKN vs IND, 7:30 PM,25.3,14100,"",OUT
PF,Dirk Nowitzki,DAL,DAL @ HOU, 8:00 PM,34.9,14100,"",
PG,Kemba Walker,CHA,CHA vs MIL, 7:00 PM,31.9,14000,"",
PF,Josh Smith,DET,DET @ CLE, 7:00 PM,32.3,13900,"",
PG,Tony Parker,SAS,SAS vs TOR, 8:30 PM,28.9,13800,"",
PF,Tim Duncan,SAS,SAS vs TOR, 8:30 PM,32.6,13800,"",
C,Andre Drummond,DET,DET @ CLE, 7:00 PM,34.5,13700,"",
PF,Paul Millsap,ATL,ATL @ MIA, 7:30 PM,34.0,13700,"",
PF,Zach Randolph,MEM,MEM vs UTA, 8:00 PM,30.8,13600,"",
SG,DeMar DeRozan,TOR,TOR @ SAS, 8:30 PM,32.2,13500,"",
PG,Brandon Knight,MIL,MIL @ CHA, 7:00 PM,23.5,13400,"",
PF,John Henson,MIL,MIL @ CHA, 7:00 PM,29.5,13400,"",
SG,Victor Oladipo,ORL,ORL vs NYK, 7:00 PM,25.3,13200,"",
PG,Jeff Teague,ATL,ATL @ MIA, 7:30 PM,30.7,13000,"",
C,Nikola Vucevic,ORL,ORL vs NYK, 7:00 PM,32.9,13000,"",
PG,Isaiah Thomas,SAC,SAC vs NOP,10:00 PM,30.5,13000,"",
PG,Eric Bledsoe,PHO,PHO vs LAL, 9:00 PM,34.0,13000,"",
PG,Ty Lawson,DEN,DEN vs GSW, 9:00 PM,34.0,12900,"",
SF,Rudy Gay,SAC,SAC vs NOP,10:00 PM,33.3,12900,"",
SG,Tyreke Evans,NOP,NOP @ SAC,10:00 PM,24.8,12800,"",
SG-SF,Arron Afflalo,ORL,ORL vs NYK, 7:00 PM,32.7,12700,"",
C,Brook Lopez,BKN,BKN vs IND, 7:30 PM,32.6,12600,"",OUT
PG,Deron Williams,BKN,BKN vs IND, 7:30 PM,25.8,12600,"",
SF,Caron Butler,MIL,MIL @ CHA, 7:00 PM,23.9,12500,"",
SG,James Harden,HOU,HOU vs DAL, 8:00 PM,37.9,12500,"",OUT
PG,Kyle Lowry,TOR,TOR @ SAS, 8:30 PM,31.6,12400,"",
PG,Jrue Holiday,NOP,NOP @ SAC,10:00 PM,33.2,12200,"",
C,Andrew Bogut,GSW,GSW @ DEN, 9:00 PM,27.0,12200,"",
SF,Chandler Parsons,HOU,HOU vs DAL, 8:00 PM,30.5,12100,"",
C,Roy Hibbert,IND,IND @ BKN, 7:30 PM,29.7,12000,"",
PF,Ryan Anderson,NOP,NOP @ SAC,10:00 PM,30.9,11800,"",
SG,Dion Waiters,CLE,CLE vs DET, 7:00 PM,22.7,11700,"",OUT
PG,Goran Dragic,PHO,PHO vs LAL, 9:00 PM,31.6,11600,"",
SG,Tony Allen,MEM,MEM vs UTA, 8:00 PM,23.1,11600,"",
SF,Kawhi Leonard,SAS,SAS vs TOR, 8:30 PM,25.8,11500,"",OUT
PF,Derrick Favors,UTA,UTA @ MEM, 8:00 PM,29.9,11500,"",
SG,Kobe Bryant,LAL,LAL @ PHO, 9:00 PM,25.8,11500,"",OUT
SG-SF,Gordon Hayward,UTA,UTA @ MEM, 8:00 PM,30.7,11500,"",
SG,JR Smith,NYK,NYK @ ORL, 7:00 PM,21.5,11300,"",
SF,Paul Pierce,BKN,BKN vs IND, 7:30 PM,23.8,11300,"",
PF-C,Greg Monroe,DET,DET @ CLE, 7:00 PM,30.0,11000,"",
PF,David West,IND,IND @ BKN, 7:30 PM,28.4,11000,"",
PF,Amir Johnson,TOR,TOR @ SAS, 8:30 PM,25.0,11000,"",
SF,Shawn Marion,DAL,DAL @ HOU, 8:00 PM,25.5,10900,"",
PG,Trey Burke,UTA,UTA @ MEM, 8:00 PM,25.1,10800,"",
C,Miles Plumlee,PHO,PHO vs LAL, 9:00 PM,24.7,10800,"",
PF-C,Andrea Bargnani,NYK,NYK @ ORL, 7:00 PM,25.1,10800,"",
PG,Raymond Felton,NYK,NYK @ ORL, 7:00 PM,22.3,10800,"",OUT
C,JJ Hickson,DEN,DEN vs GSW, 9:00 PM,24.8,10700,"",
SG,Lance Stephenson,IND,IND @ BKN, 7:30 PM,28.1,10700,"",
SF,Khris Middleton,MIL,MIL @ CHA, 7:00 PM,20.4,10700,"",
SG,Manu Ginobili,SAS,SAS vs TOR, 8:30 PM,23.3,10500,"",
SG,Gerald Henderson,CHA,CHA vs MIL, 7:00 PM,25.8,10500,"",
C,Jonas Valanciunas,TOR,TOR @ SAS, 8:30 PM,22.2,10300,"",
PG,Jose Calderon,DAL,DAL @ HOU, 8:00 PM,22.4,10100,"",
C,Enes Kanter,UTA,UTA @ MEM, 8:00 PM,20.3,10100,"",
PF,Chris Bosh,MIA,MIA vs ATL, 7:30 PM,26.7,10100,"",
SG,Klay Thompson,GSW,GSW @ DEN, 9:00 PM,28.4,10100,"",
SF,DeMarre Carroll,ATL,ATL @ MIA, 7:30 PM,21.3,10000,"",
PG,Mike Conley,MEM,MEM vs UTA, 8:00 PM,30.7,10000,"",
PG,Jameer Nelson,ORL,ORL vs NYK, 7:00 PM,25.8,10000,"",
C,Tyson Chandler,NYK,NYK @ ORL, 7:00 PM,25.6,10000,"",
PG,Jeremy Lin,HOU,HOU vs DAL, 8:00 PM,24.0,10000,"",OUT
SF,Wilson Chandler,DEN,DEN vs GSW, 9:00 PM,23.1,9900,"",
SG-SF,Kyle Korver,ATL,ATL @ MIA, 7:30 PM,22.7,9900,"",
PF-C,Glen Davis,ORL,ORL vs NYK, 7:00 PM,25.8,9800,"",
PF,Tristan Thompson,CLE,CLE vs DET, 7:00 PM,25.8,9700,"",
PF,Brandan Wright,DAL,DAL @ HOU, 8:00 PM,24.8,9500,"",
SG,Nick Young,LAL,LAL @ PHO, 9:00 PM,21.7,9400,"",
C,DeJuan Blair,DAL,DAL @ HOU, 8:00 PM,20.6,9300,"",
PF,Markieff Morris,PHO,PHO vs LAL, 9:00 PM,24.0,9300,"",
C,Andrew Bynum,CLE,CLE vs DET, 7:00 PM,19.0,9200,"",
PG,Mario Chalmers,MIA,MIA vs ATL, 7:30 PM,21.5,9100,"",
PF-C,Channing Frye,PHO,PHO vs LAL, 9:00 PM,21.4,9000,"",
C,Anderson Varejao,CLE,CLE vs DET, 7:00 PM,24.8,8900,"",
SG,OJ Mayo,MIL,MIL @ CHA, 7:00 PM,21.0,8900,"",
PG-SG,Jarrett Jack,CLE,CLE vs DET, 7:00 PM,19.8,8900,"",
PF,Josh McRoberts,CHA,CHA vs MIL, 7:00 PM,23.1,8700,"",
PF,Andray Blatche,BKN,BKN vs IND, 7:30 PM,22.3,8700,"",
SF,Omri Casspi,HOU,HOU vs DAL, 8:00 PM,17.2,8700,"",
SG-SF,Gerald Green,PHO,PHO vs LAL, 9:00 PM,19.2,8600,"",
SG-SF,Iman Shumpert,NYK,NYK @ ORL, 7:00 PM,16.8,8500,"",
C,Chris Kaman,LAL,LAL @ PHO, 9:00 PM,17.7,8400,"",
SG,Alec Burks,UTA,UTA @ MEM, 8:00 PM,20.9,8400,"",
SF-PF,Tobias Harris,ORL,ORL vs NYK, 7:00 PM,18.7,8300,"",
SG,Jodie Meeks,LAL,LAL @ PHO, 9:00 PM,18.3,8200,"",
PG,Pablo Prigioni,NYK,NYK @ ORL, 7:00 PM,12.8,8200,"",OUT
SG,Eric Gordon,NOP,NOP @ SAC,10:00 PM,25.0,8200,"",
C,Omer Asik,HOU,HOU vs DAL, 8:00 PM,13.6,8100,"",OUT
PF,Kevin Garnett,BKN,BKN vs IND, 7:30 PM,20.3,8100,"",OUT
PF,Andrew Nicholson,ORL,ORL vs NYK, 7:00 PM,16.6,8100,"",
PG,Patrick Beverley,HOU,HOU vs DAL, 8:00 PM,20.1,8000,"",OUT
SG-SF,Wesley Johnson,LAL,LAL @ PHO, 9:00 PM,19.0,8000,"",
SF,Kyle Singler,DET,DET @ CLE, 7:00 PM,14.0,8000,"",
SF,Alonzo Gee,CLE,CLE vs DET, 7:00 PM,9.4,8000,"",
PG,Aaron Brooks,HOU,HOU vs DAL, 8:00 PM,12.7,8000,"",
SG-SF,Alan Anderson,BKN,BKN vs IND, 7:30 PM,15.3,8000,"",
PG,Patty Mills,SAS,SAS vs TOR, 8:30 PM,13.8,8000,"",
SG,John Salmons,TOR,TOR @ SAS, 8:30 PM,14.4,8000,"",
SG-SF,Giannis Antetokounmpo,MIL,MIL @ CHA, 7:00 PM,14.6,8000,"",
PF,Ersan Ilyasova,MIL,MIL @ CHA, 7:00 PM,17.4,8000,"",OUT
SG,Tim Hardaway Jr,NYK,NYK @ ORL, 7:00 PM,12.3,8000,"",
PG,Ramon Sessions,CHA,CHA vs MIL, 7:00 PM,17.6,8000,"",
PG,Beno Udrih,NYK,NYK @ ORL, 7:00 PM,11.8,8000,"",
SG-SF,Danny Green,SAS,SAS vs TOR, 8:30 PM,16.1,8000,"",
SG,Marco Belinelli,SAS,SAS vs TOR, 8:30 PM,17.1,8000,"",
PF,Boris Diaw,SAS,SAS vs TOR, 8:30 PM,17.9,8000,"",
SF,Andre Iguodala,GSW,GSW @ DEN, 9:00 PM,25.8,8000,"",
SG,Randy Foye,DEN,DEN vs GSW, 9:00 PM,15.9,8000,"",
PG,Jerryd Bayless,MEM,MEM vs UTA, 8:00 PM,14.1,8000,"",
SG,Ben McLemore,SAC,SAC vs NOP,10:00 PM,15.5,8000,"",
PF-C,Jason Thompson,SAC,SAC vs NOP,10:00 PM,16.1,8000,"",
SF,James Johnson,MEM,MEM vs UTA, 8:00 PM,13.7,8000,"",
PG,George Hill,IND,IND @ BKN, 7:30 PM,22.3,8000,"",
SF,Shawne Williams,LAL,LAL @ PHO, 9:00 PM,13.3,8000,"",
PF,Mirza Teletovic,BKN,BKN vs IND, 7:30 PM,12.4,8000,"",
SG-SF,Francisco Garcia,HOU,HOU vs DAL, 8:00 PM,14.4,8000,"",
SF,Xavier Henry,LAL,LAL @ PHO, 9:00 PM,16.4,8000,"",
PF,Kenneth Faried,DEN,DEN vs GSW, 9:00 PM,22.9,7900,"",OUT
SG,Louis Williams,ATL,ATL @ MIA, 7:30 PM,18.0,7800,"",
SF-PF,Terrence Jones,HOU,HOU vs DAL, 8:00 PM,21.6,7700,"",
SG-SF,Vince Carter,DAL,DAL @ HOU, 8:00 PM,20.1,7600,"",
PF,Anthony Tolliver,CHA,CHA vs MIL, 7:00 PM,8.1,7500,"",
PF,Jason Smith,NOP,NOP @ SAC,10:00 PM,21.5,7500,"",OUT
SF,Al-Farouq Aminu,NOP,NOP @ SAC,10:00 PM,20.1,7500,"",
SF,Derrick Williams,SAC,SAC vs NOP,10:00 PM,14.6,7500,"",
SG,Austin Rivers,NOP,NOP @ SAC,10:00 PM,7.4,7500,"",
PG,Greivis Vasquez,TOR,TOR @ SAS, 8:30 PM,19.0,7500,"",
C,Tiago Splitter,SAS,SAS vs TOR, 8:30 PM,18.0,7500,"",
SG,Terrence Ross,TOR,TOR @ SAS, 8:30 PM,13.1,7500,"",
SF,PJ Tucker,PHO,PHO vs LAL, 9:00 PM,20.3,7500,"",
PF,Marcus Morris,PHO,PHO vs LAL, 9:00 PM,19.0,7500,"",
PG,Shaun Livingston,BKN,BKN vs IND, 7:30 PM,15.4,7500,"",
C,Ekpe Udoh,MIL,MIL @ CHA, 7:00 PM,13.4,7500,"",
SG,CJ Miles,CLE,CLE vs DET, 7:00 PM,14.2,7500,"",
SG,Kentavious Caldwell-Pope,DET,DET @ CLE, 7:00 PM,13.0,7500,"",
PG,Matthew Dellavedova,CLE,CLE vs DET, 7:00 PM,8.7,7500,"",
SG,Ray Allen,MIA,MIA vs ATL, 7:30 PM,17.8,7500,"",
PG,Norris Cole,MIA,MIA vs ATL, 7:30 PM,15.8,7500,"",
PF-C,Chris Andersen,MIA,MIA vs ATL, 7:30 PM,15.0,7500,"",OUT
SF,Rashard Lewis,MIA,MIA vs ATL, 7:30 PM,11.2,7500,"",
SF,Harrison Barnes,GSW,GSW @ DEN, 9:00 PM,21.3,7500,"",
C,Timofey Mozgov,DEN,DEN vs GSW, 9:00 PM,17.8,7500,"",
SF,Jordan Hamilton,DEN,DEN vs GSW, 9:00 PM,16.5,7500,"",
SF,Draymond Green,GSW,GSW @ DEN, 9:00 PM,14.9,7500,"",
SF,Marvin Williams,UTA,UTA @ MEM, 8:00 PM,20.4,7500,"",
PF,Jon Leuer,MEM,MEM vs UTA, 8:00 PM,17.4,7500,"",
PF,Ed Davis,MEM,MEM vs UTA, 8:00 PM,13.6,7500,"",
SF,Mike Miller,MEM,MEM vs UTA, 8:00 PM,13.2,7500,"",
PF,Kenyon Martin,NYK,NYK @ ORL, 7:00 PM,14.9,7300,"",OUT
C,Kosta Koufos,MEM,MEM vs UTA, 8:00 PM,19.3,7200,"",
C,Alexis Ajinca,NOP,NOP @ SAC,10:00 PM,18.3,7100,"",
SF,Metta World Peace,NYK,NYK @ ORL, 7:00 PM,11.5,7100,"",OUT
PF,Luis Scola,IND,IND @ BKN, 7:30 PM,15.3,7000,"",
PF,Jordan Hill,LAL,LAL @ PHO, 9:00 PM,21.9,6600,"",
PG,Nate Robinson,DEN,DEN vs GSW, 9:00 PM,18.8,6600,"",
C,Marc Gasol,MEM,MEM vs UTA, 8:00 PM,33.6,6600,"",OUT
PG-SG,Rodney Stuckey,DET,DET @ CLE, 7:00 PM,21.3,6400,"",
PF,Patrick Patterson,TOR,TOR @ SAS, 8:30 PM,15.8,6000,"",
SF,Shane Battier,MIA,MIA vs ATL, 7:30 PM,9.5,6000,"",
SF,Danny Granger,IND,IND @ BKN, 7:30 PM,14.9,6000,"",
PF,Mike Scott,ATL,ATL @ MIA, 7:30 PM,11.8,6000,"",
PG,Will Bynum,DET,DET @ CLE, 7:00 PM,14.3,6000,"",
PF-C,Mason Plumlee,BKN,BKN vs IND, 7:30 PM,11.8,6000,"",
C,Ian Mahinmi,IND,IND @ BKN, 7:30 PM,9.0,6000,"",
SF-PF,Jeremy Evans,UTA,UTA @ MEM, 8:00 PM,18.4,6000,"",
SF,Travis Outlaw,SAC,SAC vs NOP,10:00 PM,11.2,6000,"",
PG,Brian Roberts,NOP,NOP @ SAC,10:00 PM,10.4,6000,"",
PF,Quincy Acy,SAC,SAC vs NOP,10:00 PM,8.7,6000,"",
PF,Darrell Arthur,DEN,DEN vs GSW, 9:00 PM,12.4,6000,"",
SF,Darius Miller,NOP,NOP @ SAC,10:00 PM,2.6,6000,"",
SG-SF,Jeff Taylor,CHA,CHA vs MIL, 7:00 PM,12.6,6000,"",OUT
PF,Cody Zeller,CHA,CHA vs MIL, 7:00 PM,12.5,6000,"",
