"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",11500,"OKC@Phi 07:30PM ET",52.983
"PF/C","Kevin Love",10700,"Min@Por 10:00PM ET",51.500
"PF/C","LaMarcus Aldridge",10300,"Min@Por 10:00PM ET",47.424
"SG/SF","James Harden",9700,"Hou@Mem 08:00PM ET",41.423
"PG","John Wall",9500,"Was@Uta 09:00PM ET",42.554
"PF/C","Blake Griffin",9400,"LAC@Tor 07:00PM ET",43.678
"PF/C","Dwight Howard",9400,"Hou@Mem 08:00PM ET",41.283
"SG/SF","Paul George",8900,"Ind@Den 09:00PM ET",40.810
"PF/C","Al Jefferson",8900,"Chi@Cha 07:00PM ET",39.042
"PF/C","Paul Millsap",8500,"Atl@Mil 08:30PM ET",38.024
"PG","Ty Lawson",8400,"Ind@Den 09:00PM ET",38.654
"PF/C","Joakim Noah",8300,"Chi@Cha 07:00PM ET",36.555
"PG","Michael Carter-Williams",8200,"OKC@Phi 07:30PM ET",40.102
"PG","Damian Lillard",8000,"Min@Por 10:00PM ET",36.866
"SG/SF","DeMar DeRozan",7800,"LAC@Tor 07:00PM ET",36.030
"PG","Kyle Lowry",7600,"LAC@Tor 07:00PM ET",36.690
"PG","Mike Conley",7600,"Hou@Mem 08:00PM ET",34.167
"PF/C","Zach Randolph",7600,"Hou@Mem 08:00PM ET",35.276
"PG","Kemba Walker",7500,"Chi@Cha 07:00PM ET",34.970
"C","Nikola Pekovic",7400,"Min@Por 10:00PM ET",33.655
"SF/PF","Chandler Parsons",7300,"Hou@Mem 08:00PM ET",33.519
"C","DeAndre Jordan",7200,"LAC@Tor 07:00PM ET",35.133
"PF/C","Serge Ibaka",7200,"OKC@Phi 07:30PM ET",32.640
"SG/SF","Evan Turner",7100,"OKC@Phi 07:30PM ET",32.952
"PF/C","Spencer Hawes",7100,"OKC@Phi 07:30PM ET",34.274
"PG","Ricky Rubio",7000,"Min@Por 10:00PM ET",31.708
"SF/PF","Thaddeus Young",6900,"OKC@Phi 07:30PM ET",32.644
"SG/SF","Nicolas Batum",6900,"Min@Por 10:00PM ET",32.983
"PF","David West",6900,"Ind@Den 09:00PM ET",28.327
"SG/SF","Lance Stephenson",6800,"Ind@Den 09:00PM ET",31.829
"PG","Jeff Teague",6800,"Atl@Mil 08:30PM ET",32.506
"PF/C","Derrick Favors",6700,"Was@Uta 09:00PM ET",30.900
"C","Roy Hibbert",6700,"Ind@Den 09:00PM ET",29.619
"C","Marc Gasol",6700,"Hou@Mem 08:00PM ET",31.097
"PG/SG","Brandon Knight",6500,"Atl@Mil 08:30PM ET",28.846
"PG/SG","Reggie Jackson",6300,"OKC@Phi 07:30PM ET",26.006
"SG/SF","Gordon Hayward",6300,"Was@Uta 09:00PM ET",35.112
"SG","Bradley Beal",6300,"Was@Uta 09:00PM ET",28.705
"PG","Trey Burke",6300,"Was@Uta 09:00PM ET",27.685
"C","Marcin Gortat",6200,"Was@Uta 09:00PM ET",29.149
"PF/C","John Henson",6200,"Atl@Mil 08:30PM ET",30.147
"SG/SF","Jimmy Butler",6100,"Chi@Cha 07:00PM ET",25.836
"SF/PF","Terrence Jones",6100,"Hou@Mem 08:00PM ET",27.244
"SG/SF","Trevor Ariza",6100,"Was@Uta 09:00PM ET",30.608
"PF/C","J.J. Hickson",6100,"Ind@Den 09:00PM ET",27.293
"PG","D.J. Augustin",6000,"Chi@Cha 07:00PM ET",20.016
"PF/C","Carlos Boozer",6000,"Chi@Cha 07:00PM ET",29.519
"PF/C","Nene Hilario",6000,"Was@Uta 09:00PM ET",28.557
"SG/SF","Wilson Chandler",6000,"Ind@Den 09:00PM ET",25.939
"SG/SF","Wesley Matthews",6000,"Min@Por 10:00PM ET",28.610
"PG/SG","Jamal Crawford",6000,"LAC@Tor 07:00PM ET",26.839
"SG/SF","Kevin Martin",6000,"Min@Por 10:00PM ET",28.963
"SF","Danilo Gallinari",5900,"Ind@Den 09:00PM ET",0
"PG/SG","Alec Burks",5800,"Was@Uta 09:00PM ET",22.581
"PF/C","Taj Gibson",5800,"Chi@Cha 07:00PM ET",24.786
"SG/SF","Gerald Henderson",5800,"Chi@Cha 07:00PM ET",26.056
"PG","Darren Collison",5700,"LAC@Tor 07:00PM ET",19.244
"PG/SG","Jeremy Lin",5700,"Hou@Mem 08:00PM ET",24.893
"PF/C","Larry Sanders",5600,"Atl@Mil 08:30PM ET",21.266
"SG","J.J. Redick",5600,"LAC@Tor 07:00PM ET",25.135
"PF/C","Cody Zeller",5500,"Chi@Cha 07:00PM ET",12.589
"SG/SF","Kyle Korver",5500,"Atl@Mil 08:30PM ET",25.243
"PF/C","Amir Johnson",5400,"LAC@Tor 07:00PM ET",24.089
"PG","Nate Wolters",5400,"Atl@Mil 08:30PM ET",14.774
"PG/SG","Ramon Sessions",5400,"Chi@Cha 07:00PM ET",18.822
"C","Robin Lopez",5400,"Min@Por 10:00PM ET",25.541
"PF","Kenneth Faried",5400,"Ind@Den 09:00PM ET",23.814
"PG/SG","George Hill",5400,"Ind@Den 09:00PM ET",22.981
"PG/SG","Greivis Vasquez",5300,"LAC@Tor 07:00PM ET",18.213
"C","Jonas Valanciunas",5200,"LAC@Tor 07:00PM ET",23.690
"C","Enes Kanter",5200,"Was@Uta 09:00PM ET",21.696
"C","JaVale McGee",5200,"Ind@Den 09:00PM ET",14.250
"SF","Otto Porter Jr.",4900,"Was@Uta 09:00PM ET",5.113
"SF/PF","Ersan Ilyasova",4900,"Atl@Mil 08:30PM ET",19.477
"PG/SG","O.J. Mayo",4700,"Atl@Mil 08:30PM ET",21.056
"SG/SF","Tony Allen",4700,"Hou@Mem 08:00PM ET",22.093
"PF/C","Josh McRoberts",4600,"Chi@Cha 07:00PM ET",23.858
"PG/SG","Mo Williams",4500,"Min@Por 10:00PM ET",20.940
"SG/SF","Mike Dunleavy",4400,"Chi@Cha 07:00PM ET",21.476
"SF","Michael Kidd-Gilchrist",4400,"Chi@Cha 07:00PM ET",17.740
"SG/SF","Corey Brewer",4400,"Min@Por 10:00PM ET",20.792
"PF/C","Nerlens Noel",4300,"OKC@Phi 07:30PM ET",0
"C","Zaza Pachulia",4300,"Atl@Mil 08:30PM ET",19.456
"SG/SF","Martell Webster",4300,"Was@Uta 09:00PM ET",20.925
"PG/SG","Randy Foye",4200,"Ind@Den 09:00PM ET",19.781
"SG/SF","Carlos Delfino",4200,"Atl@Mil 08:30PM ET",0
"SG/SF","Courtney Lee",4200,"Hou@Mem 08:00PM ET",15.164
"SF","Caron Butler",4200,"Atl@Mil 08:30PM ET",21.231
"PG/SG","Nate Robinson",4200,"Ind@Den 09:00PM ET",18.402
"SG/SF","Giannis Antetokounmpo",4100,"Atl@Mil 08:30PM ET",17.993
"SF/PF","DeMarre Carroll",4100,"Atl@Mil 08:30PM ET",22.553
