"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",11200,"OKC@NO 08:00PM ET",53.611
"SF/PF","LeBron James",11200,"Mia@Was 07:00PM ET",48.399
"SG/SF","James Harden",10600,"SA@Hou 08:00PM ET",44.250
"PG/SG","Stephen Curry",10400,"Min@GS 10:30PM ET",45.971
"PF/C","Kevin Love",10200,"Min@GS 10:30PM ET",52.010
"PF/C","Al Jefferson",9900,"Cha@Atl 07:30PM ET",42.504
"PF/C","Dwight Howard",9700,"SA@Hou 08:00PM ET",41.228
"PF/C","Anthony Davis",9000,"OKC@NO 08:00PM ET",44.019
"PF/C","Joakim Noah",9000,"Orl@Chi 08:00PM ET",39.849
"PG","Russell Westbrook",8800,"OKC@NO 08:00PM ET",42.572
"PF/C","Paul Millsap",8600,"Cha@Atl 07:30PM ET",38.747
"PG","John Wall",8600,"Mia@Was 07:00PM ET",41.947
"PG","Kemba Walker",8100,"Cha@Atl 07:30PM ET",35.243
"PG","Michael Carter-Williams",8100,"Bos@Phi 07:00PM ET",37.761
"SG/SF","DeMar DeRozan",8000,"Mil@Tor 07:00PM ET",36.500
"PG","Rajon Rondo",7900,"Bos@Phi 07:00PM ET",35.164
"PF/C","Tim Duncan",7800,"SA@Hou 08:00PM ET",36.363
"PF/C","David Lee",7800,"Min@GS 10:30PM ET",34.750
"PG","Kyle Lowry",7700,"Mil@Tor 07:00PM ET",38.782
"PG/SG","Eric Bledsoe",7700,"Mem@Pho 10:00PM ET",35.457
"PG/SG","Goran Dragic",7700,"Mem@Pho 10:00PM ET",36.003
"PF/C","Zach Randolph",7700,"Mem@Pho 10:00PM ET",35.117
"C","Marc Gasol",7500,"Mem@Pho 10:00PM ET",32.654
"PG/SG","Dwyane Wade",7500,"Mia@Was 07:00PM ET",34.899
"PF/C","Serge Ibaka",7500,"OKC@NO 08:00PM ET",33.595
"SF/PF","Chandler Parsons",7400,"SA@Hou 08:00PM ET",32.671
