"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Kevin Love",10700,"Min@SA 07:00PM ET",52.414
"PF/C","DeMarcus Cousins",10200,"Cle@Sac 06:00PM ET",47.826
"PF/C","Al Horford",8500,"Atl@Mem 06:00PM ET",37.328
"PF","Paul Millsap",8100,"Atl@Mem 06:00PM ET",37.597
"SF/PF","Rudy Gay",8000,"Cle@Sac 06:00PM ET",36.094
"PG","Isaiah Thomas",8000,"Cle@Sac 06:00PM ET",34.728
"C","Marc Gasol",8000,"Atl@Mem 06:00PM ET",34.692
"PF/C","Zach Randolph",8000,"Atl@Mem 06:00PM ET",35.311
"C","Nikola Pekovic",7800,"Min@SA 07:00PM ET",33.299
"PF/C","Tim Duncan",7800,"Min@SA 07:00PM ET",35.750
"PG","Mike Conley",7700,"Atl@Mem 06:00PM ET",33.826
"PG/SG","Kyrie Irving",7500,"Cle@Sac 06:00PM ET",38.083
"PG","Ricky Rubio",7200,"Min@SA 07:00PM ET",31.910
"PG","Jeff Teague",7100,"Atl@Mem 06:00PM ET",33.953
"PG","Tony Parker",7000,"Min@SA 07:00PM ET",30.250
"PF/C","Anderson Varejao",6500,"Cle@Sac 06:00PM ET",27.278
"SG/SF","Kevin Martin",6500,"Min@SA 07:00PM ET",29.801
"PF/C","Tristan Thompson",6300,"Cle@Sac 06:00PM ET",27.451
"SF/PF","Luol Deng",6300,"Cle@Sac 06:00PM ET",34.031
"SG/SF","Kawhi Leonard",5700,"Min@SA 07:00PM ET",25.886
"SG","Dion Waiters",5700,"Cle@Sac 06:00PM ET",24.637
"SG/SF","Kyle Korver",5400,"Atl@Mem 06:00PM ET",25.515
"SG/SF","Manu Ginobili",5100,"Min@SA 07:00PM ET",26.154
"SF/PF","Anthony Bennett",4900,"Cle@Sac 06:00PM ET",6.133
"SG","Ben McLemore",4800,"Cle@Sac 06:00PM ET",14.750
"SG/SF","Corey Brewer",4800,"Min@SA 07:00PM ET",21.410
"SF/PF","Carl Landry",4600,"Cle@Sac 06:00PM ET",0
"PF/C","Ed Davis",4600,"Atl@Mem 06:00PM ET",16.914
"C","Tiago Splitter",4500,"Min@SA 07:00PM ET",19.217
"SG/SF","C.J. Miles",4500,"Cle@Sac 06:00PM ET",17.703
"PF/C","Jason Thompson",4400,"Cle@Sac 06:00PM ET",17.500
"SG","Marco Belinelli",4400,"Min@SA 07:00PM ET",18.938
"SF/PF","DeMarre Carroll",4300,"Atl@Mem 06:00PM ET",22.093
"PG/SG","Jarrett Jack",4300,"Cle@Sac 06:00PM ET",20.904
"PF/C","Kosta Koufos",4300,"Atl@Mem 06:00PM ET",20.350
"SG/SF","Danny Green",4100,"Min@SA 07:00PM ET",17.722
"SF/PF","Derrick Williams",4000,"Cle@Sac 06:00PM ET",14.758
"PF/C","Jon Leuer",4000,"Atl@Mem 06:00PM ET",17.019
"SF/PF","James Johnson",4000,"Atl@Mem 06:00PM ET",22.708
"SG/SF","Tony Allen",3800,"Atl@Mem 06:00PM ET",22.093
"PF","Mike Scott",3800,"Atl@Mem 06:00PM ET",13.986
"PG","Shelvin Mack",3700,"Atl@Mem 06:00PM ET",16.008
"SF","Shabazz Muhammad",3700,"Min@SA 07:00PM ET",1.909
"SF/PF","Tayshaun Prince",3600,"Atl@Mem 06:00PM ET",13.977
"SG","Marcus Thornton",3600,"Cle@Sac 06:00PM ET",16.018
