Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs NYK, 8:00 PM,49.5,20000,"",
PG,John Wall,WAS,WAS vs UTA, 7:00 PM,39.9,16600,"",
C,Al Jefferson,CHA,CHA vs IND, 7:00 PM,39.8,16600,"",
C,DeMarcus Cousins,SAC,SAC @ MIL, 8:00 PM,43.1,16500,"",
C,Andre Drummond,DET,DET vs CHI, 7:30 PM,35.4,16100,"",
SG,James Harden,HOU,HOU @ ORL, 7:00 PM,38.9,15900,"",
SF,Carmelo Anthony,NYK,NYK @ MIN, 8:00 PM,44.0,15900,"",
PG,Stephen Curry,GSW,GSW @ BOS, 7:30 PM,42.5,15800,"",
C,Dwight Howard,HOU,HOU @ ORL, 7:00 PM,39.4,15600,"",OUT
SG-SF,Paul George,IND,IND @ CHA, 7:00 PM,37.6,15100,"",
PF,LaMarcus Aldridge,POR,POR vs ATL,10:30 PM,43.8,14900,"",
C,Nikola Vucevic,ORL,ORL vs HOU, 7:00 PM,32.4,14400,"",
PG,Ty Lawson,DEN,DEN vs DAL, 8:00 PM,36.2,14400,"",
C,Joakim Noah,CHI,CHI @ DET, 7:30 PM,36.0,14000,"",
SG,Monta Ellis,DAL,DAL @ DEN, 8:00 PM,32.9,13800,"",
C,Marc Gasol,MEM,MEM @ BKN, 7:30 PM,30.1,13800,"",
PG,Isaiah Thomas,SAC,SAC @ MIL, 8:00 PM,33.5,13800,"",
SF,Nicolas Batum,POR,POR vs ATL,10:30 PM,30.0,13600,"",
SF-PF,Josh Smith,DET,DET vs CHI, 7:30 PM,33.9,13500,"",
PF,Paul Millsap,ATL,ATL @ POR,10:30 PM,35.9,13500,"",OUT
PF,Zach Randolph,MEM,MEM @ BKN, 7:30 PM,33.2,13500,"",
SF,Rudy Gay,SAC,SAC @ MIL, 8:00 PM,34.0,13400,"",
PG,Jeff Teague,ATL,ATL @ POR,10:30 PM,29.8,13300,"",
PG,Rajon Rondo,BOS,BOS vs GSW, 7:30 PM,29.6,13200,"",
SF,Trevor Ariza,WAS,WAS vs UTA, 7:00 PM,29.6,13000,"",
C,Marcin Gortat,WAS,WAS vs UTA, 7:00 PM,28.8,12900,"",
PF,David Lee,GSW,GSW @ BOS, 7:30 PM,33.8,12900,"",
SG-SF,Gordon Hayward,UTA,UTA @ WAS, 7:00 PM,31.9,12800,"",
C,Brook Lopez,BKN,BKN vs MEM, 7:30 PM,32.6,12700,"",OUT
PF,Dirk Nowitzki,DAL,DAL @ DEN, 8:00 PM,34.8,12700,"",
C,Nikola Pekovic,MIN,MIN vs NYK, 8:00 PM,31.5,12600,"",
PG,Damian Lillard,POR,POR vs ATL,10:30 PM,33.8,12500,"",
PG,Mike Conley,MEM,MEM @ BKN, 7:30 PM,31.7,12300,"",
C,Tyson Chandler,NYK,NYK @ MIN, 8:00 PM,26.6,12100,"",
PG,Brandon Jennings,DET,DET vs CHI, 7:30 PM,32.8,12000,"",
C,Robin Lopez,POR,POR vs ATL,10:30 PM,26.1,12000,"",
SG,Lance Stephenson,IND,IND @ CHA, 7:00 PM,30.0,11900,"",
PF,David West,IND,IND @ CHA, 7:00 PM,28.5,11600,"",
SG-SF,Arron Afflalo,ORL,ORL vs HOU, 7:00 PM,29.3,11500,"",OUT
PF-C,Greg Monroe,DET,DET vs CHI, 7:30 PM,29.6,11500,"",
SF-PF,Tobias Harris,ORL,ORL vs HOU, 7:00 PM,26.7,11400,"",
PG,Jameer Nelson,ORL,ORL vs HOU, 7:00 PM,26.2,11200,"",OUT
SG,Kevin Martin,MIN,MIN vs NYK, 8:00 PM,27.1,11200,"",
SG-SF,Jimmy Butler,CHI,CHI @ DET, 7:30 PM,26.0,11100,"",
PF-C,Nene Hilario,WAS,WAS vs UTA, 7:00 PM,28.1,11000,"",OUT
PF,Kenneth Faried,DEN,DEN vs DAL, 8:00 PM,24.2,10900,"",
PF-C,Andray Blatche,BKN,BKN vs MEM, 7:30 PM,23.0,10800,"",
SF,Paul Pierce,BKN,BKN vs MEM, 7:30 PM,24.7,10800,"",
SG,Bradley Beal,WAS,WAS vs UTA, 7:00 PM,27.3,10700,"",
SF,Chandler Parsons,HOU,HOU @ ORL, 7:00 PM,30.3,10600,"",OUT
SG,Brandon Knight,MIL,MIL vs SAC, 8:00 PM,28.2,10600,"",
PG,Ricky Rubio,MIN,MIN vs NYK, 8:00 PM,29.5,10600,"",
SF-PF,Jeff Green,BOS,BOS vs GSW, 7:30 PM,25.9,10600,"",
SF,Wilson Chandler,DEN,DEN vs DAL, 8:00 PM,24.3,10500,"",
PG,Deron Williams,BKN,BKN vs MEM, 7:30 PM,27.3,10500,"",
PG,Kemba Walker,CHA,CHA vs IND, 7:00 PM,32.5,10500,"",
PF-C,Derrick Favors,UTA,UTA @ WAS, 7:00 PM,28.3,10300,"",
PF-C,Taj Gibson,CHI,CHI @ DET, 7:30 PM,25.3,10200,"",
C,Roy Hibbert,IND,IND @ CHA, 7:00 PM,26.6,10000,"",
PF,Carlos Boozer,CHI,CHI @ DET, 7:30 PM,27.7,9900,"",
SG,Victor Oladipo,ORL,ORL vs HOU, 7:00 PM,26.6,9900,"",
PF-C,Kelly Olynyk,BOS,BOS vs GSW, 7:30 PM,16.0,9900,"",OUT
SG-SF,Kyle Korver,ATL,ATL @ POR,10:30 PM,22.9,9800,"",
PF-C,Jared Sullinger,BOS,BOS vs GSW, 7:30 PM,26.5,9800,"",
SG-SF,Evan Turner,IND,IND @ CHA, 7:00 PM,28.6,9800,"",
SF-PF,Terrence Jones,HOU,HOU @ ORL, 7:00 PM,25.3,9800,"",
PF,Ersan Ilyasova,MIL,MIL vs SAC, 8:00 PM,21.4,9700,"",
SG-SF,Vince Carter,DAL,DAL @ DEN, 8:00 PM,21.6,9700,"",
SF,DeMarre Carroll,ATL,ATL @ POR,10:30 PM,22.8,9600,"",
SG,Klay Thompson,GSW,GSW @ BOS, 7:30 PM,26.7,9500,"",
PF-C,Elton Brand,ATL,ATL @ POR,10:30 PM,15.3,9500,"",
C,Enes Kanter,UTA,UTA @ WAS, 7:00 PM,21.5,9400,"",
SG,Wesley Matthews,POR,POR vs ATL,10:30 PM,25.9,9400,"",
SG-SF,Mike Dunleavy,CHI,CHI @ DET, 7:30 PM,21.1,9200,"",
C,Andrew Bogut,GSW,GSW @ BOS, 7:30 PM,26.8,9200,"",
PG,Patrick Beverley,HOU,HOU @ ORL, 7:00 PM,21.3,9200,"",
SG,Randy Foye,DEN,DEN vs DAL, 8:00 PM,21.2,9100,"",
PF,Brandon Bass,BOS,BOS vs GSW, 7:30 PM,22.0,9100,"",
PF-C,Andrea Bargnani,NYK,NYK @ MIN, 8:00 PM,23.2,9100,"",OUT
C,JJ Hickson,DEN,DEN vs DAL, 8:00 PM,26.2,9100,"",
SG-SF,Andre Iguodala,GSW,GSW @ BOS, 7:30 PM,23.9,9000,"",
PG,Jose Calderon,DAL,DAL @ DEN, 8:00 PM,22.8,9000,"",
SG,Alec Burks,UTA,UTA @ WAS, 7:00 PM,21.9,8900,"",
