Position,PlayerName,Team,Opponent,Salary,PPG
C,Jermaine O'Neal,Warriors,Timberwolves,5000,13.5
C,Bismack Biyombo,Bobcats,Knicks,5000,11.8
C,Ryan Hollins,Clippers,Bulls,5000,5.3
C,Tyson Chandler,Knicks,Bobcats,9500,23.7
C,Ian Mahinmi,Pacers,Kings,5000,9.4
C,Roy Hibbert,Pacers,Kings,11050,27.9
C,DeAndre Jordan,Clippers,Bulls,13950,34.3
C,Andrew Bynum,Bulls,Clippers,5000,17.7
C,Marc Gasol,Grizzlies,Rockets,10700,29.9
C,Andrew Bogut,Warriors,Timberwolves,10800,27.2
C,Nikola Pekovic,Timberwolves,Warriors,11600,31.8
C,Nazr Mohammed,Bulls,Clippers,5000,5.4
C,Kendrick Perkins,Thunder,Celtics,5000,12.0
C,Marcin Gortat,Wizards,Suns,11200,28.1
C,Samuel Dalembert,Mavericks,Nets,5850,17.0
C,Tiago Splitter,Spurs,Hawks,6900,18.3
C,Jonas Valanciunas,Raptors,76ers,8400,22.9
C,Greg Stiemsma,Pelicans,Pistons,5000,8.7
C,Ognjen Kuzmic,Warriors,Timberwolves,5000,1.8
C,Robert Sacre,Lakers,Magic,5000,10.8
C,Aron Baynes,Spurs,Hawks,5000,6.3
C,Miroslav Raduljica,Bucks,Cavaliers,5000,8.6
C,Alex Len,Suns,Wizards,5000,5.8
C,Steven Adams,Thunder,Celtics,5000,12.5
C,Kelly Olynyk,Celtics,Thunder,7500,15.0
C,Jeff Withey,Pelicans,Pistons,5000,5.7
C,Vitor Faverani,Celtics,Thunder,5000,11.1
C,Pero Antic,Hawks,Spurs,6800,13.2
C,Dewayne Dedmon,76ers,Raptors,5000,6.9
PF,Josh Smith,Pistons,Pelicans,11100,32.1
SF,Josh Smith,Pistons,Pelicans,11100,32.1
PF,Luol Deng,Cavaliers,Bucks,11800,31.6
SF,Luol Deng,Cavaliers,Bucks,11800,31.6
PF,Shawn Marion,Mavericks,Nets,9300,25.2
SF,Shawn Marion,Mavericks,Nets,9300,25.2
PF,Tayshaun Prince,Grizzlies,Rockets,5000,13.0
SF,Tayshaun Prince,Grizzlies,Rockets,5000,13.0
PF,Jonas Jerebko,Pistons,Pelicans,5000,6.5
SF,Jonas Jerebko,Pistons,Pelicans,5000,6.5
PF,Donatas Motiejunas,Rockets,Grizzlies,5000,8.9
SF,Donatas Motiejunas,Rockets,Grizzlies,5000,8.9
PF,Metta World Peace,Knicks,Bobcats,5000,11.2
SF,Metta World Peace,Knicks,Bobcats,5000,11.2
PF,Rudy Gay,Kings,Pacers,12500,33.4
SF,Rudy Gay,Kings,Pacers,12500,33.4
PF,Ersan Ilyasova,Bucks,Cavaliers,7350,18.5
SF,Ersan Ilyasova,Bucks,Cavaliers,7350,18.5
PF,Luc Richard Mbah a Moute,Timberwolves,Warriors,5000,9.4
SF,Luc Richard Mbah a Moute,Timberwolves,Warriors,5000,9.4
PF,Tobias Harris,Magic,Lakers,8950,24.2
SF,Tobias Harris,Magic,Lakers,8950,24.2
PF,Anthony Tolliver,Bobcats,Knicks,5000,11.6
SF,Anthony Tolliver,Bobcats,Knicks,5000,11.6
PF,Derrick Williams,Kings,Pacers,6800,15.0
SF,Derrick Williams,Kings,Pacers,6800,15.0
PF,Chandler Parsons,Rockets,Grizzlies,12050,32.4
SF,Chandler Parsons,Rockets,Grizzlies,12050,32.4
PF,Travis Outlaw,Kings,Pacers,5000,9.6
SF,Travis Outlaw,Kings,Pacers,5000,9.6
PF,Carl Landry,Kings,Pacers,5000,10.8
SF,Carl Landry,Kings,Pacers,5000,10.8
PF,Carmelo Anthony,Knicks,Bobcats,17500,44.0
SF,Carmelo Anthony,Knicks,Bobcats,17500,44.0
PF,Kevin Durant,Thunder,Celtics,22150,51.4
SF,Kevin Durant,Thunder,Celtics,22150,51.4
PF,Earl Clark,Cavaliers,Bucks,5000,11.0
SF,Earl Clark,Cavaliers,Bucks,5000,11.0
PF,Thaddeus Young,76ers,Raptors,10350,31.1
SF,Thaddeus Young,76ers,Raptors,10350,31.1
PF,Gerald Wallace,Celtics,Thunder,5000,13.8
SF,Gerald Wallace,Celtics,Thunder,5000,13.8
PF,Steve Novak,Raptors,76ers,5000,6.3
SF,Steve Novak,Raptors,76ers,5000,6.3
PF,James Johnson,Grizzlies,Rockets,8750,22.8
SF,James Johnson,Grizzlies,Rockets,8750,22.8
PF,Andrei Kirilenko,Nets,Mavericks,5000,11.7
SF,Andrei Kirilenko,Nets,Mavericks,5000,11.7
