Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
C,DeMarcus Cousins,SAC,SAC vs CLE, 6:00 PM,45.1,19100,"",
PF-C,Kevin Love,MIN,MIN @ SAS, 7:00 PM,48.6,17700,"",
PG,Kyrie Irving,CLE,CLE @ SAC, 6:00 PM,35.5,15100,"",
PF,Tim Duncan,SAS,SAS vs MIN, 7:00 PM,34.2,14700,"",
SF,Rudy Gay,SAC,SAC vs CLE, 6:00 PM,33.6,14000,"",
PF,Paul Millsap,ATL,ATL @ MEM, 6:00 PM,35.2,13900,"",
PF,Zach Randolph,MEM,MEM vs ATL, 6:00 PM,33.0,13800,"",
C,Nikola Pekovic,MIN,MIN @ SAS, 7:00 PM,31.8,13400,"",
PG,Mike Conley,MEM,MEM vs ATL, 6:00 PM,31.9,13400,"",
PG,Isaiah Thomas,SAC,SAC vs CLE, 6:00 PM,32.3,13300,"",
C,Marc Gasol,MEM,MEM vs ATL, 6:00 PM,33.6,13200,"",OUT
PG,Ricky Rubio,MIN,MIN @ SAS, 7:00 PM,29.9,12000,"",
SG,Kevin Martin,MIN,MIN @ SAS, 7:00 PM,27.9,11500,"",
C,Anderson Varejao,CLE,CLE @ SAC, 6:00 PM,26.4,11500,"",
PG,Tony Parker,SAS,SAS vs MIN, 7:00 PM,28.8,11200,"",
PG,Jeff Teague,ATL,ATL @ MEM, 6:00 PM,31.5,11000,"",
PF,Tristan Thompson,CLE,CLE @ SAC, 6:00 PM,26.0,10800,"",
SG,Manu Ginobili,SAS,SAS vs MIN, 7:00 PM,24.4,10000,"",OUT
SF,DeMarre Carroll,ATL,ATL @ MEM, 6:00 PM,21.1,10000,"",
SF,Corey Brewer,MIN,MIN @ SAS, 7:00 PM,20.0,9900,"",
SG-SF,Kyle Korver,ATL,ATL @ MEM, 6:00 PM,23.4,9900,"",
SG,CJ Miles,CLE,CLE @ SAC, 6:00 PM,16.4,9200,"",
SG,Dion Waiters,CLE,CLE @ SAC, 6:00 PM,22.8,9100,"",
SG-SF,Kawhi Leonard,SAS,SAS vs MIN, 7:00 PM,24.7,9100,"",
SF,Luol Deng,CLE,CLE @ SAC, 6:00 PM,32.1,9000,"",
C,Tiago Splitter,SAS,SAS vs MIN, 7:00 PM,18.5,8500,"",OUT
SG,Tony Allen,MEM,MEM vs ATL, 6:00 PM,21.0,8200,"",OUT
