"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",11400,"OKC@LAL 10:30PM ET",53.524
"PG","Russell Westbrook",8900,"OKC@LAL 10:30PM ET",42.310
"PF/C","Joakim Noah",8600,"Bkn@Chi 08:00PM ET",37.378
"PF/C","Pau Gasol",7900,"OKC@LAL 10:30PM ET",38.108
"PF/C","Serge Ibaka",7700,"OKC@LAL 10:30PM ET",33.349
"PG","Deron Williams",7100,"Bkn@Chi 08:00PM ET",28.644
"PF/C","Taj Gibson",6800,"Bkn@Chi 08:00PM ET",26.230
"PG/SG","Kobe Bryant",6600,"OKC@LAL 10:30PM ET",28.833
"PG/SG","Steve Blake",6600,"OKC@LAL 10:30PM ET",28.279
"PG/SG","Reggie Jackson",6300,"OKC@LAL 10:30PM ET",26.310
"PF/C","Chris Kaman",6200,"OKC@LAL 10:30PM ET",21.071
"PF/C","Carlos Boozer",6200,"Bkn@Chi 08:00PM ET",29.578
"SG/SF","Jimmy Butler",6000,"Bkn@Chi 08:00PM ET",26.592
"SF/PF","Paul Pierce",6000,"Bkn@Chi 08:00PM ET",26.210
"PG","Kendall Marshall",5800,"OKC@LAL 10:30PM ET",29.104
"SG/SF","Wesley Johnson",5700,"OKC@LAL 10:30PM ET",20.289
"PG","D.J. Augustin",5700,"Bkn@Chi 08:00PM ET",21.707
"PF/C","Mason Plumlee",5700,"Bkn@Chi 08:00PM ET",13.840
"PG/SG","Shaun Livingston",5100,"Bkn@Chi 08:00PM ET",18.847
"PG/SG","Kirk Hinrich",5000,"Bkn@Chi 08:00PM ET",20.851
"SG/SF","Joe Johnson",4900,"Bkn@Chi 08:00PM ET",24.973
"PF/C","Andray Blatche",4800,"Bkn@Chi 08:00PM ET",23.500
"SF/PF","Shawne Williams",4700,"OKC@LAL 10:30PM ET",15.214
"PF/C","Kevin Garnett",4600,"Bkn@Chi 08:00PM ET",20.360
"SG/SF","Nick Young",4600,"OKC@LAL 10:30PM ET",24.245
"SG/SF","Mike Dunleavy",4400,"Bkn@Chi 08:00PM ET",21.466
"PG","Jordan Farmar",4400,"OKC@LAL 10:30PM ET",21.967
"SG","Jodie Meeks",4200,"OKC@LAL 10:30PM ET",23.510
"SG/SF","Jeremy Lamb",4200,"OKC@LAL 10:30PM ET",18.324
"SG/SF","Thabo Sefolosha",4200,"OKC@LAL 10:30PM ET",16.980
"PF/C","Jordan Hill",4100,"OKC@LAL 10:30PM ET",20.216
"PG","Steve Nash",3800,"OKC@LAL 10:30PM ET",16.925
"SF/PF","Mirza Teletovic",3800,"Bkn@Chi 08:00PM ET",16.536
"PF","Ryan Kelly",3700,"OKC@LAL 10:30PM ET",14.342
"SG/SF","Alan Anderson",3500,"Bkn@Chi 08:00PM ET",15.571
"C","Robert Sacre",3400,"OKC@LAL 10:30PM ET",11.250
"SG/SF","Tony Snell",3300,"Bkn@Chi 08:00PM ET",10.967
"SF/PF","Andre Roberson",3300,"OKC@LAL 10:30PM ET",5.643
"C","Kendrick Perkins",3200,"OKC@LAL 10:30PM ET",12.803
"SF/PF","Perry Jones",3000,"OKC@LAL 10:30PM ET",7.669
"SF/PF","Tornike Shengelia",3000,"Bkn@Chi 08:00PM ET",3.250
"C","Steven Adams",3000,"OKC@LAL 10:30PM ET",11.713
"PG","Marquis Teague",3000,"Bkn@Chi 08:00PM ET",6.458
"PG","Derek Fisher",3000,"OKC@LAL 10:30PM ET",10.264
"SG/SF","Xavier Henry",3000,"OKC@LAL 10:30PM ET",17.387
"PG","Derrick Rose",3000,"Bkn@Chi 08:00PM ET",26.650
"PF/C","Nick Collison",3000,"OKC@LAL 10:30PM ET",11.991
"PF/C","Reggie Evans",3000,"Bkn@Chi 08:00PM ET",9.692
"C","Brook Lopez",3000,"Bkn@Chi 08:00PM ET",33.382
"SF/PF","Andrei Kirilenko",3000,"Bkn@Chi 08:00PM ET",13.200
"C","Nazr Mohammed",3000,"Bkn@Chi 08:00PM ET",5.685
"PF/C","Erik Murphy",3000,"Bkn@Chi 08:00PM ET",0.847
"PG/SG","Jason Terry",3000,"Bkn@Chi 08:00PM ET",9.402
"C","Hasheem Thabeet",3000,"OKC@LAL 10:30PM ET",3.469
