Position,PlayerName,Team,Opponent,Salary,PPG
PG,Jeff Teague,Hawks,Suns,12950,30.5
SG,Kyle Korver,Hawks,Suns,9750,25.3
SF,Kyle Korver,Hawks,Suns,9750,25.3
PF,Antawn Jamison,Hawks,Suns,5000,7.9
C,Elton Brand,Hawks,Suns,5950,15.3
PF,Elton Brand,Hawks,Suns,5950,15.3
PG,Lou Williams,Hawks,Suns,5650,18.3
SG,Lou Williams,Hawks,Suns,5650,18.3
C,Paul Millsap,Hawks,Suns,14300,36.9
PF,Paul Millsap,Hawks,Suns,14300,36.9
PG,Shelvin Mack,Hawks,Suns,6700,16.4
PF,DeMarre Carroll,Hawks,Suns,8900,23.8
SF,DeMarre Carroll,Hawks,Suns,8900,23.8
C,Gustavo Ayon,Hawks,Suns,6950,13.6
PF,Gustavo Ayon,Hawks,Suns,6950,13.6
SG,Cartier Martin,Hawks,Suns,5000,9.5
SF,Cartier Martin,Hawks,Suns,5000,9.5
PF,Mike Scott,Hawks,Suns,6750,15.6
PG,Dennis Schroder,Hawks,Suns,5000,8.2
C,Mike Muscala,Hawks,Suns,5000,5.9
C,Pero Antic,Hawks,Suns,7550,15.2
SG,Gerald Henderson,Bobcats,Rockets,9900,23.6
SF,Gerald Henderson,Bobcats,Rockets,9900,23.6
C,Bismack Biyombo,Bobcats,Rockets,5000,11.2
PG,Kemba Walker,Bobcats,Rockets,12850,33.0
PG,Jannero Pargo,Bobcats,Rockets,5000,8.4
SG,Ben Gordon,Bobcats,Rockets,5000,8.8
C,Josh McRoberts,Bobcats,Rockets,8300,23.3
PF,Josh McRoberts,Bobcats,Rockets,8300,23.3
SG,Chris Douglas-Roberts,Bobcats,Rockets,5950,11.9
SF,Chris Douglas-Roberts,Bobcats,Rockets,5950,11.9
PG,Luke Ridnour,Bobcats,Rockets,6550,12.0
SG,Luke Ridnour,Bobcats,Rockets,6550,12.0
PF,Anthony Tolliver,Bobcats,Rockets,5000,11.9
SF,Anthony Tolliver,Bobcats,Rockets,5000,11.9
PG,Gary Neal,Bobcats,Rockets,7050,15.1
SG,Gary Neal,Bobcats,Rockets,7050,15.1
C,Al Jefferson,Bobcats,Rockets,16050,39.4
PF,Al Jefferson,Bobcats,Rockets,16050,39.4
SF,Michael Kidd-Gilchrist,Bobcats,Rockets,6000,16.1
SG,Jeffery Taylor,Bobcats,Rockets,5000,12.2
SF,Jeffery Taylor,Bobcats,Rockets,5000,12.2
C,Cody Zeller,Bobcats,Rockets,5500,13.2
PF,Cody Zeller,Bobcats,Rockets,5500,13.2
PG,Kirk Hinrich,Bulls,Pacers,6100,19.9
SG,Kirk Hinrich,Bulls,Pacers,6100,19.9
PG,D.J. Augustin,Bulls,Pacers,9600,22.1
C,Carlos Boozer,Bulls,Pacers,9250,26.2
PF,Carlos Boozer,Bulls,Pacers,9250,26.2
C,Joakim Noah,Bulls,Pacers,15900,37.9
PF,Joakim Noah,Bulls,Pacers,15900,37.9
C,Taj Gibson,Bulls,Pacers,11650,24.9
PF,Taj Gibson,Bulls,Pacers,11650,24.9
SG,Jimmy Butler,Bulls,Pacers,11400,26.6
SF,Jimmy Butler,Bulls,Pacers,11400,26.6
SG,Mike Dunleavy,Bulls,Pacers,8650,21.8
SF,Mike Dunleavy,Bulls,Pacers,8650,21.8
C,Nazr Mohammed,Bulls,Pacers,5000,5.5
PG,Jimmer Fredette,Bulls,Pacers,5000,9.5
SG,Jimmer Fredette,Bulls,Pacers,5000,9.5
SG,Tony Snell,Bulls,Pacers,5000,9.6
SF,Tony Snell,Bulls,Pacers,5000,9.6
SG,Wilson Chandler,Nuggets,Thunder,8750,24.7
SF,Wilson Chandler,Nuggets,Thunder,8750,24.7
PG,Ty Lawson,Nuggets,Thunder,14600,37.6
C,Timofey Mozgov,Nuggets,Thunder,7650,18.4
PF,Kenneth Faried,Nuggets,Thunder,11450,26.1
PG,Randy Foye,Nuggets,Thunder,11600,23.0
SG,Randy Foye,Nuggets,Thunder,11600,23.0
C,Darrell Arthur,Nuggets,Thunder,5350,12.4
PF,Darrell Arthur,Nuggets,Thunder,5350,12.4
C,Anthony Randolph,Nuggets,Thunder,5350,10.6
PF,Anthony Randolph,Nuggets,Thunder,5350,10.6
PG,Aaron Brooks,Nuggets,Thunder,7800,15.4
C,J.J. Hickson,Nuggets,Thunder,9850,26.3
PF,J.J. Hickson,Nuggets,Thunder,9850,26.3
