"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","LeBron James",11200,"Cha@Mia 07:00PM ET",48.276
"SG/SF","James Harden",10400,"Por@Hou 09:30PM ET",44.078
"PF/C","LaMarcus Aldridge",9900,"Por@Hou 09:30PM ET",45.229
"PF/C","Dwight Howard",9600,"Por@Hou 09:30PM ET",41.205
"PF/C","Al Jefferson",9600,"Cha@Mia 07:00PM ET",42.574
"PF/C","Dirk Nowitzki",8400,"Dal@SA 08:00PM ET",36.537
"PF/C","Tim Duncan",8200,"Dal@SA 08:00PM ET",36.200
"PG","Damian Lillard",7900,"Por@Hou 09:30PM ET",35.961
"PG","Kemba Walker",7600,"Cha@Mia 07:00PM ET",35.166
"PG/SG","Dwyane Wade",7500,"Cha@Mia 07:00PM ET",34.309
"SG/SF","Nicolas Batum",7400,"Por@Hou 09:30PM ET",33.283
"SF/PF","Chandler Parsons",7400,"Por@Hou 09:30PM ET",32.770
"PG/SG","Monta Ellis",7400,"Dal@SA 08:00PM ET",34.858
"SG/SF","Kawhi Leonard",6800,"Dal@SA 08:00PM ET",28.597
"PG","Tony Parker",6800,"Dal@SA 08:00PM ET",28.670
"PF/C","Chris Bosh",6400,"Cha@Mia 07:00PM ET",29.850
"SF/PF","Terrence Jones",6200,"Por@Hou 09:30PM ET",26.769
"C","Robin Lopez",6000,"Por@Hou 09:30PM ET",26.985
"SG/SF","Wesley Matthews",5700,"Por@Hou 09:30PM ET",27.133
"SG/SF","Manu Ginobili",5300,"Dal@SA 08:00PM ET",24.804
"PF/C","Omer Asik",5300,"Por@Hou 09:30PM ET",17.959
"PG","Mario Chalmers",5200,"Cha@Mia 07:00PM ET",23.909
"SG/SF","Gerald Henderson",5100,"Cha@Mia 07:00PM ET",24.571
"PF/C","Josh McRoberts",5100,"Cha@Mia 07:00PM ET",23.842
"PG/SG","Jeremy Lin",5000,"Por@Hou 09:30PM ET",24.198
"PG","Jose Calderon",5000,"Dal@SA 08:00PM ET",23.732
"SG/SF","Vince Carter",5000,"Dal@SA 08:00PM ET",22.808
"SF/PF","Shawn Marion",5000,"Dal@SA 08:00PM ET",24.247
"PG/SG","Patrick Beverley",4900,"Por@Hou 09:30PM ET",22.474
"PG/SG","Devin Harris",4600,"Dal@SA 08:00PM ET",18.683
"C","Tiago Splitter",4500,"Dal@SA 08:00PM ET",19.825
"SG/SF","Danny Green",4400,"Dal@SA 08:00PM ET",19.674
"PF/C","Boris Diaw",4400,"Dal@SA 08:00PM ET",19.800
"C","Samuel Dalembert",4300,"Dal@SA 08:00PM ET",18.627
"PG/SG","Mo Williams",4200,"Por@Hou 09:30PM ET",20.060
"PG/SG","Gary Neal",4200,"Cha@Mia 07:00PM ET",15.920
"PF/C","Chris Andersen",4000,"Cha@Mia 07:00PM ET",16.955
"PG","Patty Mills",4000,"Dal@SA 08:00PM ET",17.726
"SF","Michael Kidd-Gilchrist",4000,"Cha@Mia 07:00PM ET",17.194
"PF/C","Brandan Wright",4000,"Dal@SA 08:00PM ET",17.970
"SG","Ray Allen",3900,"Cha@Mia 07:00PM ET",17.828
"PG/SG","Luke Ridnour",3800,"Cha@Mia 07:00PM ET",12.278
"SG/SF","Marco Belinelli",3700,"Dal@SA 08:00PM ET",19.698
"PF","Thomas Robinson",3600,"Por@Hou 09:30PM ET",11.905
"PF/C","Cody Zeller",3600,"Cha@Mia 07:00PM ET",14.392
"PF","Udonis Haslem",3500,"Cha@Mia 07:00PM ET",9.766
"SG/SF","James Jones",3500,"Cha@Mia 07:00PM ET",8.738
"SG/SF","Chris Douglas-Roberts",3400,"Cha@Mia 07:00PM ET",13.270
"SF/PF","Rashard Lewis",3400,"Cha@Mia 07:00PM ET",10.180
"PG","Norris Cole",3300,"Cha@Mia 07:00PM ET",14.943
"SF","Omri Casspi",3300,"Por@Hou 09:30PM ET",14.915
"SG/SF","Shane Battier",3300,"Cha@Mia 07:00PM ET",10.534
"PG/SG","Toney Douglas",3300,"Cha@Mia 07:00PM ET",9.005
"PG","Cory Joseph",3200,"Dal@SA 08:00PM ET",10.739
"PF/C","DeJuan Blair",3200,"Dal@SA 08:00PM ET",15.044
"SF/PF","Donatas Motiejunas",3200,"Por@Hou 09:30PM ET",12.028
"SF/PF","Jae Crowder",3200,"Dal@SA 08:00PM ET",11.000
"PG","Shane Larkin",3000,"Dal@SA 08:00PM ET",6.906
"PG","Isaiah Canaan",3000,"Por@Hou 09:30PM ET",8.109
"SG","Will Barton",3000,"Por@Hou 09:30PM ET",7.884
"SG","Ricky Ledo",3000,"Dal@SA 08:00PM ET",2.455
"SG","Allen Crabbe",3000,"Por@Hou 09:30PM ET",4.050
"PF","Robert Covington",3000,"Por@Hou 09:30PM ET",3.964
"PF/C","Bernard James",3000,"Dal@SA 08:00PM ET",3.400
"PF/C","Meyers Leonard",3000,"Por@Hou 09:30PM ET",7.006
"C","Bismack Biyombo",3000,"Cha@Mia 07:00PM ET",11.045
"PG","Troy Daniels",3000,"Por@Hou 09:30PM ET",11.800
"PG/SG","C.J. McCollum",3000,"Por@Hou 09:30PM ET",8.711
"SF","Jordan Hamilton",3000,"Por@Hou 09:30PM ET",14.408
"SF/PF","Anthony Tolliver",3000,"Cha@Mia 07:00PM ET",11.900
"SG/SF","Francisco Garcia",3000,"Por@Hou 09:30PM ET",12.661
"SG/SF","Dorell Wright",3000,"Por@Hou 09:30PM ET",11.236
"PF/C","Jeff Ayres",3000,"Dal@SA 08:00PM ET",9.419
"PF","DJ White",3000,"Cha@Mia 07:00PM ET",2.250
"PG","Earl Watson",3000,"Por@Hou 09:30PM ET",3.219
"C","Brendan Haywood",3000,"Cha@Mia 07:00PM ET",0
"PF","Matt Bonner",3000,"Dal@SA 08:00PM ET",7.621
"PG","Jannero Pargo",3000,"Cha@Mia 07:00PM ET",8.933
"PF/C","Josh Powell",3000,"Por@Hou 09:30PM ET",11.750
"C","Aron Baynes",3000,"Dal@SA 08:00PM ET",7.344
"SF/PF","Michael Beasley",3000,"Cha@Mia 07:00PM ET",14.255
"SF/PF","Austin Daye",3000,"Dal@SA 08:00PM ET",5.966
"C","Justin Hamilton",3000,"Cha@Mia 07:00PM ET",5.531
"SG/SF","Victor Claver",3000,"Por@Hou 09:30PM ET",5.534
"SG/SF","Jeffery Taylor",3000,"Cha@Mia 07:00PM ET",13.404
"C","Greg Oden",3000,"Cha@Mia 07:00PM ET",7.391
"PF/C","Joel Freeland",3000,"Por@Hou 09:30PM ET",10.132
"SF","Damion James",3000,"Dal@SA 08:00PM ET",5.400
"PG/SG","Gal Mekel",3000,"Dal@SA 08:00PM ET",6.395
"SG","Wayne Ellington",3000,"Dal@SA 08:00PM ET",6.006
