Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Carmelo Anthony,NYK,NYK @ ORL, 7:00 PM,43.9,18100,"",
PF,Blake Griffin,LAC,LAC @ MEM, 8:00 PM,42.6,17800,"",
C,Al Jefferson,CHA,CHA vs NOP, 7:00 PM,39.8,15800,"",
C,Joakim Noah,CHI,CHI vs DEN, 8:00 PM,35.5,15400,"",
PG,Chris Paul,LAC,LAC @ MEM, 8:00 PM,43.9,15200,"",
PF,LaMarcus Aldridge,POR,POR vs UTA,10:00 PM,44.3,15200,"",OUT
PF-C,Anthony Davis,NOP,NOP @ CHA, 7:00 PM,42.6,15000,"",
PF,Tim Duncan,SAS,SAS @ PHO, 9:00 PM,35.5,14800,"",OUT
PG,Kyle Lowry,TOR,TOR vs CLE, 7:00 PM,35.1,14500,"",
PG,Goran Dragic,PHO,PHO vs SAS, 9:00 PM,34.6,14500,"",
PG,Kyrie Irving,CLE,CLE @ TOR, 7:00 PM,35.2,14000,"",
PG,Ty Lawson,DEN,DEN @ CHI, 8:00 PM,35.8,14000,"",OUT
SG,DeMar DeRozan,TOR,TOR vs CLE, 7:00 PM,34.8,13900,"",
PF,Paul Millsap,ATL,ATL @ DET, 7:30 PM,35.9,13800,"",
C,Andre Drummond,DET,DET vs ATL, 7:30 PM,35.0,13800,"",
PG,Kemba Walker,CHA,CHA vs NOP, 7:00 PM,33.1,13700,"",
PF,Dirk Nowitzki,DAL,DAL @ PHI, 7:00 PM,35.3,13700,"",
PG,Brandon Jennings,DET,DET vs ATL, 7:30 PM,34.3,13600,"",
C,DeAndre Jordan,LAC,LAC @ MEM, 8:00 PM,34.4,13500,"",
PG,Damian Lillard,POR,POR vs UTA,10:00 PM,33.7,13200,"",
PG,Rajon Rondo,BOS,BOS @ LAL,10:30 PM,27.6,13000,"",
SG,Monta Ellis,DAL,DAL @ PHI, 7:00 PM,32.9,12900,"",
C,Nikola Vucevic,ORL,ORL vs NYK, 7:00 PM,31.5,12800,"",
SF-PF,Josh Smith,DET,DET vs ATL, 7:30 PM,33.4,12800,"",
PG,Mike Conley,MEM,MEM vs LAC, 8:00 PM,32.5,12800,"",
PG,Michael Carter-Williams,PHI,PHI vs DAL, 7:00 PM,35.2,12800,"",OUT
PG,Kendall Marshall,LAL,LAL vs BOS,10:30 PM,27.8,12700,"",
PG,Eric Bledsoe,PHO,PHO vs SAS, 9:00 PM,32.5,12700,"",OUT
SG-SF,Gordon Hayward,UTA,UTA @ POR,10:00 PM,32.0,12600,"",
PF-C,Pau Gasol,LAL,LAL vs BOS,10:30 PM,36.1,12500,"",OUT
PF-C,Greg Monroe,DET,DET vs ATL, 7:30 PM,29.0,11900,"",
PF,Tristan Thompson,CLE,CLE @ TOR, 7:00 PM,25.8,11800,"",
PG,Tony Parker,SAS,SAS @ PHO, 9:00 PM,29.0,11800,"",OUT
PF,Zach Randolph,MEM,MEM vs LAC, 8:00 PM,33.3,11700,"",
PF,Ryan Anderson,NOP,NOP @ CHA, 7:00 PM,29.6,11600,"",OUT
SG-SF,Jimmy Butler,CHI,CHI vs DEN, 8:00 PM,25.8,11600,"",
SG,Jamal Crawford,LAC,LAC @ MEM, 8:00 PM,26.6,11300,"",
PF,Carlos Boozer,CHI,CHI vs DEN, 8:00 PM,28.0,11100,"",
C,Anderson Varejao,CLE,CLE @ TOR, 7:00 PM,28.2,11000,"",OUT
PG,Jrue Holiday,NOP,NOP @ CHA, 7:00 PM,32.3,11000,"",OUT
PF,Jared Sullinger,BOS,BOS @ LAL,10:30 PM,26.5,11000,"",
C,Spencer Hawes,CLE,CLE @ TOR, 7:00 PM,30.1,11000,"",
SF,Luol Deng,CLE,CLE @ TOR, 7:00 PM,29.5,10900,"",
SF,Nicolas Batum,POR,POR vs UTA,10:00 PM,29.5,10900,"",
