Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN @ DEN, 9:00 PM,49.3,19600,"",
SF,LeBron James,MIA,MIA vs CHA, 7:30 PM,45.5,17600,"",
PF,LaMarcus Aldridge,POR,POR vs LAL,10:00 PM,44.0,16600,"",
PG,John Wall,WAS,WAS vs MEM, 7:00 PM,39.8,16300,"",
C,DeMarcus Cousins,SAC,SAC vs NOP,10:00 PM,43.3,16100,"",
SF,Carmelo Anthony,NYK,NYK @ DET, 7:30 PM,44.1,16100,"",
C,Joakim Noah,CHI,CHI @ BKN, 7:30 PM,36.3,15100,"",
SF,Rudy Gay,SAC,SAC vs NOP,10:00 PM,34.3,14800,"",
PF-C,Anthony Davis,NOP,NOP @ SAC,10:00 PM,42.0,14600,"",
SF-PF,Josh Smith,DET,DET vs NYK, 7:30 PM,34.1,14500,"",
C,Andre Drummond,DET,DET vs NYK, 7:30 PM,35.0,14500,"",
C,Al Jefferson,CHA,CHA @ MIA, 7:30 PM,39.3,14200,"",
PF-C,Pau Gasol,LAL,LAL @ POR,10:00 PM,36.0,14100,"",
SG,Dwyane Wade,MIA,MIA vs CHA, 7:30 PM,33.5,13500,"",
SF,Trevor Ariza,WAS,WAS vs MEM, 7:00 PM,29.6,13400,"",
PF,Zach Randolph,MEM,MEM @ WAS, 7:00 PM,33.3,13300,"",
C,Marcin Gortat,WAS,WAS vs MEM, 7:00 PM,28.8,13300,"",
PG,Isaiah Thomas,SAC,SAC vs NOP,10:00 PM,33.6,13200,"",
PG,Damian Lillard,POR,POR vs LAL,10:00 PM,33.9,13200,"",
SF,Nicolas Batum,POR,POR vs LAL,10:00 PM,29.8,13200,"",
SG-SF,Gordon Hayward,UTA,UTA @ MIL, 8:00 PM,32.0,13200,"",
C,Marc Gasol,MEM,MEM @ WAS, 7:00 PM,29.8,13100,"",
PG,Ty Lawson,DEN,DEN vs MIN, 9:00 PM,35.8,13000,"",OUT
PG,Kemba Walker,CHA,CHA @ MIA, 7:30 PM,32.7,12800,"",
C,Brook Lopez,BKN,BKN vs CHI, 7:30 PM,32.6,12700,"",OUT
SG,Kevin Martin,MIN,MIN @ DEN, 9:00 PM,27.1,12500,"",
C,Nikola Pekovic,MIN,MIN @ DEN, 9:00 PM,31.6,12500,"",
PF-C,Greg Monroe,DET,DET vs NYK, 7:30 PM,29.7,12200,"",
PG,Mike Conley,MEM,MEM @ WAS, 7:00 PM,31.7,11700,"",
C,Tyson Chandler,NYK,NYK @ DET, 7:30 PM,26.2,11700,"",
PF,Ryan Anderson,NOP,NOP @ SAC,10:00 PM,29.6,11600,"",OUT
SG-SF,Jimmy Butler,CHI,CHI @ BKN, 7:30 PM,26.1,11500,"",
PF-C,Derrick Favors,UTA,UTA @ MIL, 8:00 PM,28.8,11300,"",
C,Robin Lopez,POR,POR vs LAL,10:00 PM,25.8,11300,"",
PF-C,Chris Bosh,MIA,MIA vs CHA, 7:30 PM,29.2,11100,"",
PF-C,Nene Hilario,WAS,WAS vs MEM, 7:00 PM,28.1,11000,"",OUT
PG,Jrue Holiday,NOP,NOP @ SAC,10:00 PM,32.3,11000,"",OUT
PG,Ricky Rubio,MIN,MIN @ DEN, 9:00 PM,29.8,10900,"",
PF-C,Taj Gibson,CHI,CHI @ BKN, 7:30 PM,25.4,10900,"",
C,JJ Hickson,DEN,DEN vs MIN, 9:00 PM,26.3,10800,"",
SG,Bradley Beal,WAS,WAS vs MEM, 7:00 PM,27.3,10800,"",
SG,Brandon Knight,MIL,MIL vs UTA, 8:00 PM,28.3,10700,"",
PG,Brandon Jennings,DET,DET vs NYK, 7:30 PM,33.0,10700,"",
SG-SF,Tyreke Evans,NOP,NOP @ SAC,10:00 PM,25.1,10500,"",
PF,Carlos Boozer,CHI,CHI @ BKN, 7:30 PM,27.8,10400,"",
SG,Kobe Bryant,LAL,LAL @ POR,10:00 PM,25.8,10100,"",OUT
PG,Deron Williams,BKN,BKN vs CHI, 7:30 PM,27.1,9800,"",
SG-SF,Wesley Johnson,LAL,LAL @ POR,10:00 PM,19.8,9800,"",
PF,Kenneth Faried,DEN,DEN vs MIN, 9:00 PM,23.9,9800,"",
PF-C,Andray Blatche,BKN,BKN vs CHI, 7:30 PM,22.9,9700,"",
SG,Wesley Matthews,POR,POR vs LAL,10:00 PM,26.0,9700,"",
SG-SF,Mike Dunleavy,CHI,CHI @ BKN, 7:30 PM,21.1,9600,"",
SF,Paul Pierce,BKN,BKN vs CHI, 7:30 PM,24.4,9500,"",
PG,Jordan Farmar,LAL,LAL @ POR,10:00 PM,20.4,9200,"",
SG,Jodie Meeks,LAL,LAL @ POR,10:00 PM,21.9,9100,"",
SG,Alec Burks,UTA,UTA @ MIL, 8:00 PM,22.0,9100,"",
SG,Eric Gordon,NOP,NOP @ SAC,10:00 PM,24.4,9100,"",
PF-C,Andrea Bargnani,NYK,NYK @ DET, 7:30 PM,23.2,9100,"",OUT
PF,Ersan Ilyasova,MIL,MIL vs UTA, 8:00 PM,21.0,9100,"",
PF,Josh McRoberts,CHA,CHA @ MIA, 7:30 PM,22.7,9000,"",
PF,Khris Middleton,MIL,MIL vs UTA, 8:00 PM,20.8,8900,"",
SG,Randy Foye,DEN,DEN vs MIN, 9:00 PM,21.1,8900,"",
SG-SF,Nick Young,LAL,LAL @ POR,10:00 PM,22.4,8800,"",OUT
SF,Wilson Chandler,DEN,DEN vs MIN, 9:00 PM,24.0,8700,"",
PF-C,John Henson,MIL,MIL vs UTA, 8:00 PM,26.9,8700,"",
SG,Evan Fournier,DEN,DEN vs MIN, 9:00 PM,12.8,8600,"",
SG,Kent Bazemore,LAL,LAL @ POR,10:00 PM,6.5,8600,"",
C,Larry Sanders,MIL,MIL vs UTA, 8:00 PM,21.9,8600,"",OUT
PG,Will Bynum,DET,DET vs NYK, 7:30 PM,16.1,8400,"",
SG,JR Smith,NYK,NYK @ DET, 7:30 PM,23.1,8400,"",
SG,Courtney Lee,MEM,MEM @ WAS, 7:00 PM,16.9,8400,"",
PG,Mario Chalmers,MIA,MIA vs CHA, 7:30 PM,22.2,8300,"",
