Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN @ SAC,10:00 PM,49.3,20000,"",
SF,LeBron James,MIA,MIA vs ORL, 7:30 PM,45.4,18600,"",
PG,Chris Paul,LAC,LAC vs NOP,10:30 PM,43.9,16900,"",
PG,John Wall,WAS,WAS @ PHI, 7:30 PM,39.7,16700,"",
PF,LaMarcus Aldridge,POR,POR vs DEN,10:00 PM,44.3,16600,"",OUT
PF,Blake Griffin,LAC,LAC vs NOP,10:30 PM,42.5,16600,"",
PF-C,Anthony Davis,NOP,NOP @ LAC,10:30 PM,42.6,15700,"",OUT
SG,James Harden,HOU,HOU vs DET, 8:00 PM,38.8,15600,"",
C,Dwight Howard,HOU,HOU vs DET, 8:00 PM,39.5,15500,"",
C,DeMarcus Cousins,SAC,SAC vs MIN,10:00 PM,43.2,15400,"",OUT
SG-SF,Paul George,IND,IND @ BOS, 8:00 PM,37.2,15300,"",
PG,Kyrie Irving,CLE,CLE @ MEM, 9:00 PM,35.8,15100,"",
PF,Thaddeus Young,PHI,PHI vs WAS, 7:30 PM,31.6,15000,"",
SF,Rudy Gay,SAC,SAC vs MIN,10:00 PM,34.3,14700,"",
SF-PF,Josh Smith,DET,DET @ HOU, 8:00 PM,34.0,14600,"",
C,DeAndre Jordan,LAC,LAC vs NOP,10:30 PM,34.5,14200,"",
SG,Dwyane Wade,MIA,MIA vs ORL, 7:30 PM,33.5,14100,"",
PG,Isaiah Thomas,SAC,SAC vs MIN,10:00 PM,33.5,13800,"",
PG,Damian Lillard,POR,POR vs DEN,10:00 PM,33.9,13700,"",
C,Nikola Vucevic,ORL,ORL @ MIA, 7:30 PM,32.0,13600,"",
C,Marcin Gortat,WAS,WAS @ PHI, 7:30 PM,28.7,13400,"",
C,Andre Drummond,DET,DET @ HOU, 8:00 PM,34.9,13300,"",
C,Marc Gasol,MEM,MEM vs CLE, 9:00 PM,29.5,13200,"",
