Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs CHA, 8:00 PM,48.8,18400,"",
C,DeMarcus Cousins,SAC,SAC vs ORL,10:00 PM,44.8,18300,"",
SF,LeBron James,MIA,MIA @ BKN, 8:00 PM,43.5,17900,"",
PG,John Wall,WAS,WAS @ IND, 7:00 PM,39.0,16200,"",
PG,Stephen Curry,GSW,GSW vs BOS,10:30 PM,43.0,15900,"",
PF,Blake Griffin,LAC,LAC vs LAL,10:30 PM,40.4,15800,"",
PF-C,Anthony Davis,NOP,NOP vs DAL, 8:00 PM,41.1,15500,"",
PF,Pau Gasol,LAL,LAL @ LAC,10:30 PM,34.0,15300,"",
SG,James Harden,HOU,HOU @ ATL, 7:30 PM,38.7,15100,"",
PF,David Lee,GSW,GSW vs BOS,10:30 PM,34.5,15000,"",
C,Dwight Howard,HOU,HOU @ ATL, 7:30 PM,39.0,14900,"",
SG,Paul George,IND,IND vs WAS, 7:00 PM,37.7,14500,"",
C,Andre Drummond,DET,DET @ PHI, 7:00 PM,33.8,14200,"",
SG-SF,Gordon Hayward,UTA,UTA vs CLE, 9:00 PM,32.6,14100,"",
PF,Dirk Nowitzki,DAL,DAL @ NOP, 8:00 PM,34.5,14000,"",
C,Joakim Noah,CHI,CHI @ MIL, 8:30 PM,32.1,13900,"",
SG,Dwyane Wade,MIA,MIA @ BKN, 8:00 PM,34.9,13900,"",OUT
PG,Isaiah Thomas,SAC,SAC vs ORL,10:00 PM,32.5,13900,"",
PF,Paul Millsap,ATL,ATL vs HOU, 7:30 PM,35.2,13900,"",
PF,Zach Randolph,MEM,MEM vs PHO, 8:00 PM,32.6,13800,"",
PF,Josh Smith,DET,DET @ PHI, 7:00 PM,31.9,13700,"",
PG,Kyrie Irving,CLE,CLE @ UTA, 9:00 PM,35.0,13600,"",
PG,Mike Conley,MEM,MEM vs PHO, 8:00 PM,31.6,13500,"",
SF,Rudy Gay,SAC,SAC vs ORL,10:00 PM,33.4,13500,"",
C,Nikola Pekovic,MIN,MIN vs CHA, 8:00 PM,31.5,13300,"",
C,Al Jefferson,CHA,CHA @ MIN, 8:00 PM,35.6,13300,"",
SG,Victor Oladipo,ORL,ORL @ SAC,10:00 PM,25.1,13200,"",
SF,Trevor Ariza,WAS,WAS @ IND, 7:00 PM,27.3,13200,"",
PG,Jrue Holiday,NOP,NOP vs DAL, 8:00 PM,32.3,13100,"",
PG,Eric Bledsoe,PHO,PHO @ MEM, 8:00 PM,32.5,13000,"",OUT
C,Nikola Vucevic,ORL,ORL @ SAC,10:00 PM,31.8,13000,"",OUT
PG,Goran Dragic,PHO,PHO @ MEM, 8:00 PM,32.0,12800,"",
SG-SF,Arron Afflalo,ORL,ORL @ SAC,10:00 PM,31.7,12700,"",
C,DeAndre Jordan,LAC,LAC vs LAL,10:30 PM,32.5,12700,"",
PG,Michael Carter-Williams,PHI,PHI vs DET, 7:00 PM,38.7,12700,"",
PF,Thaddeus Young,PHI,PHI vs DET, 7:00 PM,31.9,12600,"",
SG,Monta Ellis,DAL,DAL @ NOP, 8:00 PM,33.6,12500,"",
PG,Deron Williams,BKN,BKN vs MIA, 8:00 PM,26.4,12500,"",OUT
PG,Kemba Walker,CHA,CHA @ MIN, 8:00 PM,32.0,12300,"",
SG,Bradley Beal,WAS,WAS @ IND, 7:00 PM,26.8,12100,"",
PF-C,Greg Monroe,DET,DET @ PHI, 7:00 PM,29.4,12100,"",
SF,Evan Turner,PHI,PHI vs DET, 7:00 PM,31.9,12100,"",
C,Spencer Hawes,PHI,PHI vs DET, 7:00 PM,31.7,12100,"",
PG,Ricky Rubio,MIN,MIN vs CHA, 8:00 PM,30.2,12000,"",
C,Roy Hibbert,IND,IND vs WAS, 7:00 PM,28.5,12000,"",
PG,Kendall Marshall,LAL,LAL @ LAC,10:30 PM,21.1,11800,"",
SF,Luol Deng,CLE,CLE @ UTA, 9:00 PM,33.0,11800,"",OUT
PG,Brandon Jennings,DET,DET @ PHI, 7:00 PM,33.3,11700,"",
PF,Derrick Favors,UTA,UTA vs CLE, 9:00 PM,29.6,11600,"",
PF-C,Glen Davis,ORL,ORL @ SAC,10:00 PM,26.6,11500,"",
SG,Kevin Martin,MIN,MIN vs CHA, 8:00 PM,27.8,11500,"",
C,Andrew Bogut,GSW,GSW vs BOS,10:30 PM,26.5,11500,"",
PG,Jeff Teague,ATL,ATL vs HOU, 7:30 PM,31.8,11300,"",
C,Marcin Gortat,WAS,WAS @ IND, 7:00 PM,28.1,11300,"",
SG,Lance Stephenson,IND,IND vs WAS, 7:00 PM,28.5,11200,"",OUT
SG,Klay Thompson,GSW,GSW vs BOS,10:30 PM,28.3,11100,"",
SF,Chandler Parsons,HOU,HOU @ ATL, 7:30 PM,30.6,11100,"",OUT
C,Anderson Varejao,CLE,CLE @ UTA, 9:00 PM,26.3,11100,"",
PF-C,Nene Hilario,WAS,WAS @ IND, 7:00 PM,26.1,11000,"",
SG,Jodie Meeks,LAL,LAL @ LAC,10:30 PM,20.9,10900,"",
SF,Shawn Marion,DAL,DAL @ NOP, 8:00 PM,25.6,10900,"",OUT
PF,Carlos Boozer,CHI,CHI @ MIL, 8:30 PM,27.7,10800,"",OUT
PF,David West,IND,IND vs WAS, 7:00 PM,27.5,10800,"",
C,Miles Plumlee,PHO,PHO @ MEM, 8:00 PM,25.7,10800,"",
SG,CJ Miles,CLE,CLE @ UTA, 9:00 PM,16.3,10700,"",
PG,Brandon Knight,MIL,MIL vs CHI, 8:30 PM,26.5,10700,"",
SG,Gerald Henderson,CHA,CHA @ MIN, 8:00 PM,25.5,10500,"",
PF-C,Taj Gibson,CHI,CHI @ MIL, 8:30 PM,23.2,10400,"",
SF,Paul Pierce,BKN,BKN vs MIA, 8:00 PM,23.5,10300,"",
SG-SF,Jimmy Butler,CHI,CHI @ MIL, 8:30 PM,23.6,10200,"",
PG,Jameer Nelson,ORL,ORL @ SAC,10:00 PM,26.5,10200,"",
SG,JJ Redick,LAC,LAC vs LAL,10:30 PM,22.8,10200,"",OUT
PF,Chris Bosh,MIA,MIA @ BKN, 8:00 PM,27.8,10100,"",
SG,Jamal Crawford,LAC,LAC vs LAL,10:30 PM,24.0,10100,"",
C,Enes Kanter,UTA,UTA vs CLE, 9:00 PM,20.1,10100,"",
PG,Jose Calderon,DAL,DAL @ NOP, 8:00 PM,23.2,10000,"",
SG,Jordan Crawford,BOS,BOS @ GSW,10:30 PM,26.0,10000,"",
SF,DeMarre Carroll,ATL,ATL vs HOU, 7:30 PM,21.2,10000,"",
PG,Jeremy Lin,HOU,HOU @ ATL, 7:30 PM,23.6,10000,"",
SF,Corey Brewer,MIN,MIN vs CHA, 8:00 PM,20.4,9900,"",
PF,Ryan Anderson,NOP,NOP vs DAL, 8:00 PM,29.6,9900,"",OUT
SG-SF,Kyle Korver,ATL,ATL vs HOU, 7:30 PM,23.0,9900,"",
PF,Tristan Thompson,CLE,CLE @ UTA, 9:00 PM,25.6,9900,"",
PG-SG,Avery Bradley,BOS,BOS @ GSW,10:30 PM,22.4,9800,"",
PG,Trey Burke,UTA,UTA vs CLE, 9:00 PM,24.9,9600,"",
PG,Darren Collison,LAC,LAC vs LAL,10:30 PM,16.7,9600,"",
PF-C,Channing Frye,PHO,PHO @ MEM, 8:00 PM,22.5,9500,"",
SG,Tyreke Evans,NOP,NOP vs DAL, 8:00 PM,26.6,9500,"",
SG,Dion Waiters,CLE,CLE @ UTA, 9:00 PM,22.8,9500,"",
SF-PF,Jeff Green,BOS,BOS @ GSW,10:30 PM,24.0,9500,"",
