Position,PlayerName,Team,Opponent,Salary,PPG
SG,Joe Johnson,Nets,Grizzlies,8900,23.5
SF,Joe Johnson,Nets,Grizzlies,8900,23.5
C,Jason Collins,Nets,Grizzlies,5000,3.1
PF,Jason Collins,Nets,Grizzlies,5000,3.1
PG,Kirk Hinrich,Bulls,Pistons,6450,20.3
SG,Kirk Hinrich,Bulls,Pistons,6450,20.3
C,Zaza Pachulia,Bucks,Kings,8100,18.6
PF,Josh Smith,Pistons,Bulls,12600,33.5
SF,Josh Smith,Pistons,Bulls,12600,33.5
PF,Marvin Williams,Jazz,Wizards,5850,20.8
SF,Marvin Williams,Jazz,Wizards,5850,20.8
PG,Jeff Teague,Hawks,Trail Blazers,12950,30.3
C,Kevin Garnett,Nets,Grizzlies,6500,18.9
PF,Kevin Garnett,Nets,Grizzlies,6500,18.9
C,Jermaine O'Neal,Warriors,Celtics,6850,16.5
PF,Paul Pierce,Nets,Grizzlies,11450,25.6
SF,Paul Pierce,Nets,Grizzlies,11450,25.6
PG,Rajon Rondo,Celtics,Warriors,12950,31.1
SG,Jeff Green,Celtics,Warriors,10700,26.2
SF,Jeff Green,Celtics,Warriors,10700,26.2
PG,Avery Bradley,Celtics,Warriors,7850,22.1
SG,Avery Bradley,Celtics,Warriors,7850,22.1
PG,E'Twaun Moore,Magic,Rockets,5000,11.8
SG,E'Twaun Moore,Magic,Rockets,5000,11.8
PG,D.J. Augustin,Bulls,Pistons,8900,21.4
SG,Gerald Henderson,Bobcats,Pacers,8150,23.3
SF,Gerald Henderson,Bobcats,Pacers,8150,23.3
PF,Dante Cunningham,Timberwolves,Knicks,7800,14.8
C,Bismack Biyombo,Bobcats,Pacers,5000,11.8
PG,Kemba Walker,Bobcats,Pacers,10950,32.8
C,Carlos Boozer,Bulls,Pistons,9600,27.4
PF,Carlos Boozer,Bulls,Pistons,9600,27.4
PG,Jannero Pargo,Bobcats,Pacers,5000,8.5
SG,Kyle Korver,Hawks,Trail Blazers,10250,25.3
SF,Kyle Korver,Hawks,Trail Blazers,10250,25.3
