"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Kevin Love",11200,"Min@Pho 09:00PM ET",52.816
"SG/SF","James Harden",10000,"Hou@Sac 10:00PM ET",41.641
"PF/C","Dwight Howard",9800,"Hou@Sac 10:00PM ET",42.165
"PG","John Wall",9500,"Orl@Was 07:00PM ET",42.451
"PF/C","DeMarcus Cousins",9200,"Hou@Sac 10:00PM ET",46.365
"SG/SF","Paul George",8900,"LAL@Ind 07:00PM ET",39.964
"PF/C","Joakim Noah",8700,"Chi@Atl 07:30PM ET",37.835
"PF/C","LaMarcus Aldridge",8600,"Por@Den 09:00PM ET",46.075
"PG","Kyle Lowry",8400,"Tor@Cle 07:00PM ET",37.933
"PG","Damian Lillard",8300,"Por@Den 09:00PM ET",36.629
"PG","Ty Lawson",8200,"Por@Den 09:00PM ET",38.494
"PG/SG","Kyrie Irving",8200,"Tor@Cle 07:00PM ET",37.435
"PG/SG","Goran Dragic",8200,"Min@Pho 09:00PM ET",36.784
"SF/PF","Rudy Gay",8100,"Hou@Sac 10:00PM ET",36.185
"PF/C","Paul Millsap",8000,"Chi@Atl 07:30PM ET",38.269
"PG","Isaiah Thomas",7800,"Hou@Sac 10:00PM ET",36.085
"SG/SF","DeMar DeRozan",7700,"Tor@Cle 07:00PM ET",36.171
"PG/SG","Eric Bledsoe",7700,"Min@Pho 09:00PM ET",34.854
"C","Nikola Pekovic",7500,"Min@Pho 09:00PM ET",33.102
"PF/C","Nikola Vucevic",7500,"Orl@Was 07:00PM ET",33.369
"SF/PF","Chandler Parsons",7500,"Hou@Sac 10:00PM ET",32.971
"PF/C","Pau Gasol",7400,"LAL@Ind 07:00PM ET",37.995
"PG","Ricky Rubio",7300,"Min@Pho 09:00PM ET",31.808
"SG/SF","Lance Stephenson",7100,"LAL@Ind 07:00PM ET",32.557
"PF/C","Spencer Hawes",7000,"Tor@Cle 07:00PM ET",32.582
"SG/SF","Nicolas Batum",6900,"Por@Den 09:00PM ET",31.911
"SG/SF","Arron Afflalo",6800,"Orl@Was 07:00PM ET",31.340
"PG","Kendall Marshall",6800,"LAL@Ind 07:00PM ET",30.134
"SG/SF","Trevor Ariza",6800,"Orl@Was 07:00PM ET",31.191
"SF/PF","Tobias Harris",6700,"Orl@Was 07:00PM ET",27.723
"PF","David West",6700,"LAL@Ind 07:00PM ET",29.136
"PG/SG","Kobe Bryant",6700,"LAL@Ind 07:00PM ET",28.833
"SF/PF","Luol Deng",6600,"Tor@Cle 07:00PM ET",31.455
"SG/SF","Evan Turner",6500,"LAL@Ind 07:00PM ET",31.769
"C","Robin Lopez",6500,"Por@Den 09:00PM ET",26.518
"C","Marcin Gortat",6500,"Orl@Was 07:00PM ET",29.438
"SG","Bradley Beal",6400,"Orl@Was 07:00PM ET",29.101
"PG/SG","Victor Oladipo",6400,"Orl@Was 07:00PM ET",28.966
"SG/SF","Kevin Martin",6400,"Min@Pho 09:00PM ET",28.630
"PF/C","Tristan Thompson",6400,"Tor@Cle 07:00PM ET",27.189
"PF/C","Taj Gibson",6400,"Chi@Atl 07:30PM ET",26.332
"PG","Jeff Teague",6400,"Chi@Atl 07:30PM ET",31.404
"PF/C","Anderson Varejao",6300,"Tor@Cle 07:00PM ET",29.125
"C","Roy Hibbert",6200,"LAL@Ind 07:00PM ET",28.136
"PF/C","Markieff Morris",6100,"Min@Pho 09:00PM ET",25.403
"PG","Jameer Nelson",6100,"Orl@Was 07:00PM ET",28.509
"PF/C","Nene Hilario",6100,"Orl@Was 07:00PM ET",29.204
"SF","Danilo Gallinari",6000,"Por@Den 09:00PM ET",0
"PF/C","Carlos Boozer",6000,"Chi@Atl 07:30PM ET",29.357
"SG/SF","Wesley Matthews",6000,"Por@Den 09:00PM ET",28.188
"PG/SG","Randy Foye",5900,"Por@Den 09:00PM ET",22.833
"PF","Kenneth Faried",5800,"Por@Den 09:00PM ET",24.858
"SG/SF","Jimmy Butler",5800,"Chi@Atl 07:30PM ET",26.848
"SG/SF","Gerald Green",5800,"Min@Pho 09:00PM ET",24.532
"PF/C","J.J. Hickson",5800,"Por@Den 09:00PM ET",27.655
"PF/C","Chris Kaman",5700,"LAL@Ind 07:00PM ET",21.656
"PG","D.J. Augustin",5600,"Chi@Atl 07:30PM ET",21.928
"SF/PF","Terrence Jones",5600,"Hou@Sac 10:00PM ET",26.275
"PG/SG","Jeremy Lin",5400,"Hou@Sac 10:00PM ET",25.016
"SG/SF","Wilson Chandler",5400,"Por@Den 09:00PM ET",25.803
"PF/C","Channing Frye",5400,"Min@Pho 09:00PM ET",24.486
"SG/SF","Kyle Korver",5300,"Chi@Atl 07:30PM ET",24.701
"PG/SG","George Hill",5300,"LAL@Ind 07:00PM ET",23.519
"PF/C","Amir Johnson",5200,"Tor@Cle 07:00PM ET",23.769
"SG/SF","P.J. Tucker",5100,"Min@Pho 09:00PM ET",23.223
"C","Jonas Valanciunas",5100,"Tor@Cle 07:00PM ET",24.237
"PG/SG","Patrick Beverley",5000,"Hou@Sac 10:00PM ET",22.664
