Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN @ UTA, 9:00 PM,48.8,20000,"",
SF,Carmelo Anthony,NYK,NYK @ ATL, 7:30 PM,44.3,18100,"",
PG,John Wall,WAS,WAS vs NOP, 7:00 PM,39.6,16200,"",
PG,Stephen Curry,GSW,GSW vs BKN,10:30 PM,43.1,15800,"",
C,DeMarcus Cousins,SAC,SAC vs BOS,10:00 PM,43.8,15800,"",OUT
C,Al Jefferson,CHA,CHA vs MEM, 7:00 PM,39.9,15600,"",
PF-C,Anthony Davis,NOP,NOP @ WAS, 7:00 PM,42.7,15000,"",
PF,David Lee,GSW,GSW vs BKN,10:30 PM,34.4,14900,"",
SG-SF,Paul George,IND,IND @ MIL, 8:30 PM,37.0,14800,"",
PF,Dirk Nowitzki,DAL,DAL @ DET, 7:30 PM,35.4,13800,"",
C,Andre Drummond,DET,DET vs DAL, 7:30 PM,35.1,13800,"",
PG,Kemba Walker,CHA,CHA vs MEM, 7:00 PM,33.0,13700,"",
PF,Paul Millsap,ATL,ATL vs NYK, 7:30 PM,35.9,13600,"",
PG,Rajon Rondo,BOS,BOS @ SAC,10:00 PM,27.8,13600,"",OUT
PG,Brandon Jennings,DET,DET vs DAL, 7:30 PM,34.3,13400,"",
PG,Ricky Rubio,MIN,MIN @ UTA, 9:00 PM,30.0,13200,"",
PG,Isaiah Thomas,SAC,SAC vs BOS,10:00 PM,33.2,13200,"",
SF,Trevor Ariza,WAS,WAS vs NOP, 7:00 PM,29.0,13100,"",
SF,Rudy Gay,SAC,SAC vs BOS,10:00 PM,33.4,13100,"",
SF-PF,Josh Smith,DET,DET vs DAL, 7:30 PM,33.5,13000,"",
SG,Monta Ellis,DAL,DAL @ DET, 7:30 PM,32.6,12900,"",
PG,Mike Conley,MEM,MEM @ CHA, 7:00 PM,32.3,12800,"",
C,Brook Lopez,BKN,BKN @ GSW,10:30 PM,32.6,12700,"",OUT
SG-SF,Gordon Hayward,UTA,UTA vs MIN, 9:00 PM,32.2,12600,"",
SG-SF,Evan Turner,IND,IND @ MIL, 8:30 PM,29.7,12400,"",
C,Nikola Pekovic,MIN,MIN @ UTA, 9:00 PM,31.6,12400,"",OUT
PG,Brandon Knight,MIL,MIL vs IND, 8:30 PM,28.0,12100,"",OUT
PF-C,Greg Monroe,DET,DET vs DAL, 7:30 PM,29.3,11900,"",
PF,Zach Randolph,MEM,MEM @ CHA, 7:00 PM,33.4,11700,"",
PF,Ryan Anderson,NOP,NOP @ WAS, 7:00 PM,29.6,11600,"",OUT
SG,Eric Gordon,NOP,NOP @ WAS, 7:00 PM,25.1,11300,"",
C,Marcin Gortat,WAS,WAS vs NOP, 7:00 PM,27.9,11200,"",
SG,Lance Stephenson,IND,IND @ MIL, 8:30 PM,29.7,11200,"",
SG,Bradley Beal,WAS,WAS vs NOP, 7:00 PM,27.3,11100,"",
PG,Jrue Holiday,NOP,NOP @ WAS, 7:00 PM,32.3,11000,"",OUT
