Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs GSW, 9:30 PM,48.9,19000,"",
SF,LeBron James,MIA,MIA @ PHI, 7:00 PM,43.7,18500,"",
PF-C,Kevin Love,MIN,MIN @ TOR, 7:00 PM,48.0,18000,"",
PF,LaMarcus Aldridge,POR,POR @ SAS, 8:30 PM,44.5,17900,"",
PF,Blake Griffin,LAC,LAC @ NYK, 7:00 PM,40.9,17600,"",
PG,Stephen Curry,GSW,GSW @ OKC, 9:30 PM,42.6,16900,"",
SF,Carmelo Anthony,NYK,NYK vs LAC, 7:00 PM,42.8,16600,"",
C,DeMarcus Cousins,SAC,SAC @ MEM, 8:00 PM,44.6,16600,"",
PG,John Wall,WAS,WAS vs CHI, 7:00 PM,39.0,15700,"",
C,Joakim Noah,CHI,CHI @ WAS, 7:00 PM,33.5,15400,"",
C,Al Jefferson,CHA,CHA @ ORL, 7:00 PM,36.0,15300,"",
PG,Russell Westbrook,OKC,OKC vs GSW, 9:30 PM,39.0,15200,"",OUT
PF,Josh Smith,DET,DET vs UTA, 7:30 PM,33.2,15000,"",
PG,Michael Carter-Williams,PHI,PHI vs MIA, 7:00 PM,38.5,14800,"",
PG,Kemba Walker,CHA,CHA @ ORL, 7:00 PM,33.0,14800,"",
SG,DeMar DeRozan,TOR,TOR vs MIN, 7:00 PM,33.6,14400,"",
PF,Dirk Nowitzki,DAL,DAL @ PHO, 9:00 PM,35.2,14400,"",
PG,Ty Lawson,DEN,DEN vs CLE, 9:00 PM,35.6,14200,"",
PG,Mike Conley,MEM,MEM vs SAC, 8:00 PM,32.6,14000,"",
C,Andre Drummond,DET,DET vs UTA, 7:30 PM,34.3,14000,"",
PG,Kyle Lowry,TOR,TOR vs MIN, 7:00 PM,34.0,13800,"",
SG,Monta Ellis,DAL,DAL @ PHO, 9:00 PM,34.0,13800,"",
PG,Brandon Jennings,DET,DET vs UTA, 7:30 PM,33.6,13800,"",
PF,David Lee,GSW,GSW @ OKC, 9:30 PM,34.6,13700,"",
SF,Rudy Gay,SAC,SAC @ MEM, 8:00 PM,33.8,13600,"",
