Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF,LaMarcus Aldridge,POR,POR @ HOU, 8:00 PM,44.6,18600,"",
SF,LeBron James,MIA,MIA @ ATL, 5:30 PM,44.0,18000,"",
PG,Stephen Curry,GSW,GSW vs IND,10:30 PM,43.3,18000,"",
PF-C,Anthony Davis,NOP,NOP @ MEM, 5:00 PM,42.0,16900,"",
SF,Carmelo Anthony,NYK,NYK vs BKN, 2:30 PM,43.2,16700,"",
C,Al Jefferson,CHA,CHA vs TOR, 2:00 PM,37.0,16600,"",
PF,Blake Griffin,LAC,LAC @ DET, 1:00 PM,41.0,16200,"",
PG,John Wall,WAS,WAS vs PHI, 2:00 PM,39.2,16100,"",
C,Joakim Noah,CHI,CHI vs LAL, 8:00 PM,34.1,15900,"",
SG-SF,Paul George,IND,IND @ GSW,10:30 PM,38.0,15400,"",
SG,James Harden,HOU,HOU vs POR, 8:00 PM,38.5,15000,"",
PF-C,Pau Gasol,LAL,LAL @ CHI, 8:00 PM,34.6,14900,"",
C,Dwight Howard,HOU,HOU vs POR, 8:00 PM,38.6,14600,"",
PG,Kyle Lowry,TOR,TOR @ CHA, 2:00 PM,34.2,14600,"",
PG,Damian Lillard,POR,POR @ HOU, 8:00 PM,34.8,14500,"",
SG,Monta Ellis,DAL,DAL @ CLE, 1:00 PM,34.0,13900,"",
SF-PF,Terrence Jones,HOU,HOU vs POR, 8:00 PM,26.4,13900,"",
C,DeAndre Jordan,LAC,LAC @ DET, 1:00 PM,33.2,13700,"",
SG,DeMar DeRozan,TOR,TOR @ CHA, 2:00 PM,33.7,13600,"",
PF,Paul Millsap,ATL,ATL vs MIA, 5:30 PM,35.1,13600,"",
PG,Kemba Walker,CHA,CHA vs TOR, 2:00 PM,32.9,13500,"",OUT
PF,David Lee,GSW,GSW vs IND,10:30 PM,34.5,13500,"",
PG,Mike Conley,MEM,MEM vs NOP, 5:00 PM,32.8,13400,"",
PF,Dirk Nowitzki,DAL,DAL @ CLE, 1:00 PM,34.8,13300,"",
C,Anderson Varejao,CLE,CLE vs DAL, 1:00 PM,27.8,13300,"",
SF,Trevor Ariza,WAS,WAS vs PHI, 2:00 PM,28.0,13200,"",
C,Andre Drummond,DET,DET vs LAC, 1:00 PM,33.9,13100,"",
SF,Luol Deng,CLE,CLE vs DAL, 1:00 PM,32.0,13100,"",
PG,Brandon Jennings,DET,DET vs LAC, 1:00 PM,33.2,13000,"",
SG,Lance Stephenson,IND,IND @ GSW,10:30 PM,29.2,12800,"",
PG,Kyrie Irving,CLE,CLE vs DAL, 1:00 PM,34.7,12800,"",
PG,Jrue Holiday,NOP,NOP @ MEM, 5:00 PM,32.3,12600,"",OUT
C,Spencer Hawes,PHI,PHI @ WAS, 2:00 PM,31.9,12400,"",
PF,Josh Smith,DET,DET vs LAC, 1:00 PM,32.6,12300,"",
PG,Michael Carter-Williams,PHI,PHI @ WAS, 2:00 PM,36.8,12200,"",
PF,Zach Randolph,MEM,MEM vs NOP, 5:00 PM,32.8,12200,"",
SF,Nicolas Batum,POR,POR @ HOU, 8:00 PM,31.0,12100,"",
SG,Bradley Beal,WAS,WAS vs PHI, 2:00 PM,25.9,12100,"",
SG-SF,Joe Johnson,BKN,BKN @ NYK, 2:30 PM,24.7,11700,"",
PF,Ryan Anderson,NOP,NOP @ MEM, 5:00 PM,29.6,11600,"",OUT
PG,Kendall Marshall,LAL,LAL @ CHI, 8:00 PM,26.0,11500,"",
C,Marcin Gortat,WAS,WAS vs PHI, 2:00 PM,27.3,11300,"",
SF,Chandler Parsons,HOU,HOU vs POR, 8:00 PM,30.3,11300,"",
SG,Dwyane Wade,MIA,MIA @ ATL, 5:30 PM,34.0,11100,"",OUT
PF-C,Nene Hilario,WAS,WAS vs PHI, 2:00 PM,27.3,11000,"",
SG-SF,Evan Turner,PHI,PHI @ WAS, 2:00 PM,30.9,11000,"",
PF,Tristan Thompson,CLE,CLE vs DAL, 1:00 PM,25.9,10900,"",
SF,Shawn Marion,DAL,DAL @ CLE, 1:00 PM,25.1,10900,"",
SG,Eric Gordon,NOP,NOP @ MEM, 5:00 PM,25.6,10800,"",
C,Roy Hibbert,IND,IND @ GSW,10:30 PM,28.2,10700,"",
PG,Jeff Teague,ATL,ATL vs MIA, 5:30 PM,31.0,10700,"",
PF-C,Greg Monroe,DET,DET vs LAC, 1:00 PM,29.0,10600,"",
PF,Carlos Boozer,CHI,CHI vs LAL, 8:00 PM,27.9,10600,"",
C,Andrew Bogut,GSW,GSW vs IND,10:30 PM,26.5,10500,"",
PF,Thaddeus Young,PHI,PHI @ WAS, 2:00 PM,31.0,10500,"",
SG,Klay Thompson,GSW,GSW vs IND,10:30 PM,27.8,10500,"",
SG,Jamal Crawford,LAC,LAC @ DET, 1:00 PM,24.4,10400,"",
SF,Paul Pierce,BKN,BKN @ NYK, 2:30 PM,24.1,10400,"",
PG,Deron Williams,BKN,BKN @ NYK, 2:30 PM,26.4,10300,"",OUT
SG,JJ Redick,LAC,LAC @ DET, 1:00 PM,23.5,10200,"",
SG-SF,Jimmy Butler,CHI,CHI vs LAL, 8:00 PM,23.8,10200,"",
C,Marc Gasol,MEM,MEM vs NOP, 5:00 PM,30.8,10100,"",
PF-C,Chris Bosh,MIA,MIA @ ATL, 5:30 PM,28.7,10100,"",
SF,James Johnson,MEM,MEM vs NOP, 5:00 PM,23.2,10100,"",
SG,Kobe Bryant,LAL,LAL @ CHI, 8:00 PM,25.8,10100,"",OUT
SG,Wesley Matthews,POR,POR @ HOU, 8:00 PM,26.4,9900,"",
SG-SF,Wesley Johnson,LAL,LAL @ CHI, 8:00 PM,18.9,9700,"",
PG,Steve Blake,LAL,LAL @ CHI, 8:00 PM,24.8,9700,"",OUT
PG,Derrick Rose,CHI,CHI vs LAL, 8:00 PM,24.2,9500,"",OUT
PF,David West,IND,IND @ GSW,10:30 PM,27.1,9400,"",
SG,Jodie Meeks,LAL,LAL @ CHI, 8:00 PM,21.2,9400,"",
PG,DJ Augustin,CHI,CHI vs LAL, 8:00 PM,17.0,9300,"",
PF-C,DeJuan Blair,DAL,DAL @ CLE, 1:00 PM,18.9,9300,"",
PF-C,Andray Blatche,BKN,BKN @ NYK, 2:30 PM,22.2,9200,"",
PF,Josh McRoberts,CHA,CHA vs TOR, 2:00 PM,22.7,9200,"",
C,Tyson Chandler,NYK,NYK vs BKN, 2:30 PM,23.2,9200,"",
SG-SF,Nick Young,LAL,LAL @ CHI, 8:00 PM,22.5,9200,"",OUT
SG-SF,Kyle Korver,ATL,ATL vs MIA, 5:30 PM,23.1,9200,"",
