Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ IND, 1:00 PM,50.1,19000,"",
C,DeMarcus Cousins,SAC,SAC vs MIN, 9:00 PM,43.5,18800,"",
PF-C,Kevin Love,MIN,MIN @ SAC, 9:00 PM,48.1,18500,"",OUT
PG,Stephen Curry,GSW,GSW @ POR, 9:00 PM,41.6,18300,"",
PF,LaMarcus Aldridge,POR,POR vs GSW, 9:00 PM,43.1,17200,"",
PG,Russell Westbrook,OKC,OKC @ IND, 1:00 PM,39.4,17100,"",
SF,Carmelo Anthony,NYK,NYK vs CHI, 7:30 PM,43.7,16700,"",
C,Joakim Noah,CHI,CHI @ NYK, 7:30 PM,37.5,15800,"",
C,Andre Drummond,DET,DET vs TOR, 3:30 PM,34.9,15400,"",
SG-SF,Paul George,IND,IND vs OKC, 1:00 PM,37.0,14700,"",
C,Marc Gasol,MEM,MEM @ LAL, 9:30 PM,31.2,14200,"",
PG,Kyle Lowry,TOR,TOR @ DET, 3:30 PM,35.8,14100,"",
PF-C,Pau Gasol,LAL,LAL vs MEM, 9:30 PM,36.1,14000,"",OUT
SG,DeMar DeRozan,TOR,TOR @ DET, 3:30 PM,34.9,13700,"",
SF,Rudy Gay,SAC,SAC vs MIN, 9:00 PM,33.0,13600,"",OUT
PF,Zach Randolph,MEM,MEM @ LAL, 9:30 PM,33.1,13600,"",
PG,Isaiah Thomas,SAC,SAC vs MIN, 9:00 PM,33.8,13200,"",OUT
PG,Damian Lillard,POR,POR vs GSW, 9:00 PM,33.5,13200,"",
PF,David Lee,GSW,GSW @ POR, 9:00 PM,33.2,13000,"",
PF-C,Serge Ibaka,OKC,OKC @ IND, 1:00 PM,32.2,12800,"",
SF,Nicolas Batum,POR,POR vs GSW, 9:00 PM,30.8,12800,"",
C,Brook Lopez,BKN,BKN vs ORL, 6:00 PM,32.6,12700,"",OUT
C,Nikola Vucevic,ORL,ORL @ BKN, 6:00 PM,32.5,12700,"",OUT
PF-C,Greg Monroe,DET,DET vs TOR, 3:30 PM,31.0,12500,"",
PG,Mike Conley,MEM,MEM @ LAL, 9:30 PM,31.0,12400,"",
C,Jonas Valanciunas,TOR,TOR @ DET, 3:30 PM,23.9,12200,"",
PF-C,Jordan Hill,LAL,LAL vs MEM, 9:30 PM,21.1,12000,"",
PG,Ricky Rubio,MIN,MIN @ SAC, 9:00 PM,30.1,12000,"",
C,Nikola Pekovic,MIN,MIN @ SAC, 9:00 PM,30.1,11800,"",OUT
