Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
C,DeMarcus Cousins,SAC,SAC vs WAS,10:00 PM,43.1,17500,"",OUT
SF,LeBron James,MIA,MIA @ CLE, 7:00 PM,45.3,16800,"",
PG,Stephen Curry,GSW,GSW vs ORL,10:30 PM,41.6,16300,"",
PG,Kyle Lowry,TOR,TOR @ ATL, 7:30 PM,36.0,15700,"",OUT
PF,LaMarcus Aldridge,POR,POR vs MIL,10:00 PM,43.2,15500,"",OUT
PG,John Wall,WAS,WAS @ SAC,10:00 PM,39.4,15500,"",
PF,Paul Millsap,ATL,ATL vs TOR, 7:30 PM,36.1,15500,"",
SF,Nicolas Batum,POR,POR vs MIL,10:00 PM,30.7,14700,"",
PG,Isaiah Thomas,SAC,SAC vs WAS,10:00 PM,33.5,14200,"",
PG,Kyrie Irving,CLE,CLE vs MIA, 7:00 PM,35.7,14000,"",OUT
PG,Damian Lillard,POR,POR vs MIL,10:00 PM,33.7,13800,"",
C,Nikola Vucevic,ORL,ORL @ GSW,10:30 PM,32.5,13600,"",OUT
SG,Dwyane Wade,MIA,MIA @ CLE, 7:00 PM,33.8,13400,"",
SG,DeMar DeRozan,TOR,TOR @ ATL, 7:30 PM,34.6,13000,"",
SF,Rudy Gay,SAC,SAC vs WAS,10:00 PM,33.7,12900,"",
PG,Jeff Teague,ATL,ATL vs TOR, 7:30 PM,29.4,12700,"",
PF,David Lee,GSW,GSW vs ORL,10:30 PM,33.3,12600,"",
SG,Brandon Knight,MIL,MIL @ POR,10:00 PM,28.8,12300,"",
C,Spencer Hawes,CLE,CLE vs MIA, 7:00 PM,30.3,12200,"",
C,Marcin Gortat,WAS,WAS @ SAC,10:00 PM,29.1,11900,"",
PF-C,Chris Bosh,MIA,MIA @ CLE, 7:00 PM,29.1,11600,"",
SF,Luol Deng,CLE,CLE vs MIA, 7:00 PM,28.9,11500,"",
SG,Klay Thompson,GSW,GSW vs ORL,10:30 PM,26.6,11200,"",
PG,Jameer Nelson,ORL,ORL @ GSW,10:30 PM,26.3,11100,"",
SF,DeMarre Carroll,ATL,ATL vs TOR, 7:30 PM,23.0,11000,"",
PF-C,Nene Hilario,WAS,WAS @ SAC,10:00 PM,28.1,11000,"",OUT
SF,Trevor Ariza,WAS,WAS @ SAC,10:00 PM,29.2,11000,"",
SG-SF,Arron Afflalo,ORL,ORL @ GSW,10:30 PM,29.0,10900,"",
PF,Amir Johnson,TOR,TOR @ ATL, 7:30 PM,23.3,10600,"",
SF-PF,Tobias Harris,ORL,ORL @ GSW,10:30 PM,26.8,10600,"",
C,Robin Lopez,POR,POR vs MIL,10:00 PM,25.8,10400,"",
SG,Bradley Beal,WAS,WAS @ SAC,10:00 PM,27.2,10400,"",
C,Andrew Bogut,GSW,GSW vs ORL,10:30 PM,26.5,10100,"",OUT
C,Jonas Valanciunas,TOR,TOR @ ATL, 7:30 PM,22.6,10000,"",
SG,Victor Oladipo,ORL,ORL @ GSW,10:30 PM,26.5,9900,"",
SG,Wesley Matthews,POR,POR vs MIL,10:00 PM,25.8,9600,"",
PF-C,John Henson,MIL,MIL @ POR,10:00 PM,25.9,9600,"",
PF,Ersan Ilyasova,MIL,MIL @ POR,10:00 PM,21.9,9500,"",OUT
PF,Derrick Williams,SAC,SAC vs WAS,10:00 PM,15.9,9300,"",
SG-SF,Kyle Korver,ATL,ATL vs TOR, 7:30 PM,23.1,9100,"",
C,Anderson Varejao,CLE,CLE vs MIA, 7:00 PM,27.1,9000,"",
SG-SF,Terrence Ross,TOR,TOR @ ATL, 7:30 PM,17.1,8800,"",
PG,Mario Chalmers,MIA,MIA @ CLE, 7:00 PM,21.7,8600,"",
SG-SF,Andre Iguodala,GSW,GSW vs ORL,10:30 PM,23.5,8600,"",
C,Larry Sanders,MIL,MIL @ POR,10:00 PM,21.9,8600,"",OUT
SG,Dion Waiters,CLE,CLE vs MIA, 7:00 PM,21.9,8500,"",
C,Pero Antic,ATL,ATL vs TOR, 7:30 PM,13.9,8400,"",
PF,Jeff Adrien,MIL,MIL @ POR,10:00 PM,13.0,8400,"",
PG,Ramon Sessions,MIL,MIL @ POR,10:00 PM,19.1,8300,"",
SF,Moe Harkless,ORL,ORL @ GSW,10:30 PM,15.3,8200,"",
SF,Draymond Green,GSW,GSW vs ORL,10:30 PM,17.2,8200,"",
PF,Trevor Booker,WAS,WAS @ SAC,10:00 PM,15.8,8200,"",
SG,Ben McLemore,SAC,SAC vs WAS,10:00 PM,13.0,8200,"",
SF,Harrison Barnes,GSW,GSW vs ORL,10:30 PM,17.9,8100,"",
PF,Tristan Thompson,CLE,CLE vs MIA, 7:00 PM,25.2,8100,"",
PF,Khris Middleton,MIL,MIL @ POR,10:00 PM,20.9,8100,"",
PF-C,Al Horford,ATL,ATL vs TOR, 7:30 PM,35.6,8000,"",OUT
SG-SF,Martell Webster,WAS,WAS @ SAC,10:00 PM,17.0,8000,"",
C,Zaza Pachulia,MIL,MIL @ POR,10:00 PM,18.5,8000,"",
PG,Mo Williams,POR,POR vs MIL,10:00 PM,18.7,8000,"",
PF-C,Jason Thompson,SAC,SAC vs WAS,10:00 PM,17.3,7900,"",
SF,Michael Beasley,MIA,MIA @ CLE, 7:00 PM,13.9,7800,"",
PG-SG,Jarrett Jack,CLE,CLE vs MIA, 7:00 PM,18.0,7800,"",
PF,Patrick Patterson,TOR,TOR @ ATL, 7:30 PM,19.1,7700,"",OUT
SG,Ray Allen,MIA,MIA @ CLE, 7:00 PM,16.6,7600,"",
SG-SF,Giannis Antetokounmpo,MIL,MIL @ POR,10:00 PM,16.8,7500,"",
PF,Drew Gooden,WAS,WAS @ SAC,10:00 PM,15.7,7500,"",
PG,Norris Cole,MIA,MIA @ CLE, 7:00 PM,14.3,7400,"",
PG,Nate Wolters,MIL,MIL @ POR,10:00 PM,16.2,7400,"",
SF,Dorell Wright,POR,POR vs MIL,10:00 PM,9.9,7400,"",
PG,Steve Blake,GSW,GSW vs ORL,10:30 PM,21.1,7400,"",
SG,Jordan Crawford,GSW,GSW vs ORL,10:30 PM,19.6,7400,"",
PF,Reggie Evans,SAC,SAC vs WAS,10:00 PM,11.6,7400,"",
PG,Ray McCallum Jr,SAC,SAC vs WAS,10:00 PM,7.1,7400,"",
SG,OJ Mayo,MIL,MIL @ POR,10:00 PM,17.6,7300,"",
PG,Greivis Vasquez,TOR,TOR @ ATL, 7:30 PM,16.8,7300,"",
SG,Louis Williams,ATL,ATL vs TOR, 7:30 PM,18.0,7300,"",OUT
SF,Shane Battier,MIA,MIA @ CLE, 7:00 PM,10.6,7300,"",
PF,Kyle O'Quinn,ORL,ORL @ GSW,10:30 PM,15.0,7300,"",
PF-C,Jermaine O'Neal,GSW,GSW vs ORL,10:30 PM,16.1,7000,"",
PF-C,Marreese Speights,GSW,GSW vs ORL,10:30 PM,10.5,7000,"",
PF-C,Chris Andersen,MIA,MIA @ CLE, 7:00 PM,16.1,6900,"",
SG,CJ Miles,CLE,CLE vs MIA, 7:00 PM,15.8,6200,"",OUT
PF-C,Elton Brand,ATL,ATL vs TOR, 7:30 PM,15.7,6200,"",
SG,Matthew Dellavedova,CLE,CLE vs MIA, 7:00 PM,9.1,6100,"",
SF,Quincy Acy,SAC,SAC vs WAS,10:00 PM,8.7,6100,"",
PF,Al Harrington,WAS,WAS @ SAC,10:00 PM,10.1,5900,"",
SF,Travis Outlaw,SAC,SAC vs WAS,10:00 PM,9.2,5900,"",
PF-C,Tyler Zeller,CLE,CLE vs MIA, 7:00 PM,11.5,5800,"",
SG,Will Barton,POR,POR vs MIL,10:00 PM,6.6,5700,"",
PG,Dennis Schroder,ATL,ATL vs TOR, 7:30 PM,7.7,5700,"",
PF,Mike Scott,ATL,ATL vs TOR, 7:30 PM,15.5,5600,"",
PG,E'Twaun Moore,ORL,ORL @ GSW,10:30 PM,11.9,5600,"",
SG-SF,John Salmons,TOR,TOR @ ATL, 7:30 PM,12.5,5600,"",
PF,Chuck Hayes,TOR,TOR @ ATL, 7:30 PM,7.9,5600,"",
C,Aaron Gray,SAC,SAC vs WAS,10:00 PM,6.3,5500,"",
PF,Andrew Nicholson,ORL,ORL @ GSW,10:30 PM,10.9,5500,"",
PF-C,Gustavo Ayon,ATL,ATL vs TOR, 7:30 PM,13.5,5300,"",OUT
PG,Andre Miller,WAS,WAS @ SAC,10:00 PM,13.7,5100,"",
SG-SF,Adonis Thomas,ORL,ORL @ GSW,10:30 PM,3.4,5000,"",
PG,Nemanja Nedovic,GSW,GSW vs ORL,10:30 PM,2.4,5000,"",
C,Ognjen Kuzmic,GSW,GSW vs ORL,10:30 PM,1.7,5000,"",
C,Festus Ezeli,GSW,GSW vs ORL,10:30 PM,0,5000,"",OUT
SG-SF,Carlos Delfino,MIL,MIL @ POR,10:00 PM,0,5000,"",OUT
SG,Allen Crabbe,POR,POR vs MIL,10:00 PM,2.5,5000,"",
PG,Earl Watson,POR,POR vs MIL,10:00 PM,2.8,5000,"",
PF,Victor Claver,POR,POR vs MIL,10:00 PM,4.5,5000,"",
SF,Chris Wright,MIL,MIL @ POR,10:00 PM,5.0,5000,"",
C,Meyers Leonard,POR,POR vs MIL,10:00 PM,7.7,5000,"",
C,Miroslav Raduljica,MIL,MIL @ POR,10:00 PM,8.1,5000,"",
SG,CJ McCollum,POR,POR vs MIL,10:00 PM,8.9,5000,"",
PF-C,Joel Freeland,POR,POR vs MIL,10:00 PM,9.8,5000,"",OUT
PF,Thomas Robinson,POR,POR vs MIL,10:00 PM,10.7,5000,"",
PF-C,Ekpe Udoh,MIL,MIL @ POR,10:00 PM,11.2,5000,"",
SF,Otto Porter,WAS,WAS @ SAC,10:00 PM,4.1,5000,"",
C,Kevin Seraphin,WAS,WAS @ SAC,10:00 PM,9.5,5000,"",
SG,John Jenkins,ATL,ATL vs TOR, 7:30 PM,5.9,5000,"",OUT
SG,Jason Terry,SAC,SAC vs WAS,10:00 PM,8.2,5000,"",OUT
SF,Chris Singleton,WAS,WAS @ SAC,10:00 PM,7.8,5000,"",
PF,Royce White,SAC,SAC vs WAS,10:00 PM,0,5000,"",
SG-SF,Glen Rice,WAS,WAS @ SAC,10:00 PM,6.6,5000,"",
SG,Julyan Stone,TOR,TOR @ ATL, 7:30 PM,3.0,5000,"",
SF,Steve Novak,TOR,TOR @ ATL, 7:30 PM,5.6,5000,"",
PF,Carl Landry,SAC,SAC vs WAS,10:00 PM,8.5,5000,"",OUT
SF,Landry Fields,TOR,TOR @ ATL, 7:30 PM,6.4,5000,"",
PF,Rashard Lewis,MIA,MIA @ CLE, 7:00 PM,9.0,5000,"",
SF,Anthony Bennett,CLE,CLE vs MIA, 7:00 PM,8.5,5000,"",OUT
SF,Alonzo Gee,CLE,CLE vs MIA, 7:00 PM,7.6,5000,"",
PF,Udonis Haslem,MIA,MIA @ CLE, 7:00 PM,6.4,5000,"",
C,Greg Oden,MIA,MIA @ CLE, 7:00 PM,6.2,5000,"",
PG,Toney Douglas,MIA,MIA @ CLE, 7:00 PM,5.7,5000,"",
SG-SF,James Jones,MIA,MIA @ CLE, 7:00 PM,4.5,5000,"",
SG,Sergey Karasev,CLE,CLE vs MIA, 7:00 PM,3.2,5000,"",
SG-SF,Carrick Felix,CLE,CLE vs MIA, 7:00 PM,2.1,5000,"",OUT
SF,Shane Edwards,CLE,CLE vs MIA, 7:00 PM,1.3,5000,"",
C,Justin Hamilton,MIA,MIA @ CLE, 7:00 PM,1.0,5000,"",
PG,Dwight Buycks,TOR,TOR @ ATL, 7:30 PM,6.7,5000,"",
PG,Nando De Colo,TOR,TOR @ ATL, 7:30 PM,7.7,5000,"",
PF-C,Mike Muscala,ATL,ATL vs TOR, 7:30 PM,7.2,5000,"",
SF,Cartier Martin,ATL,ATL vs TOR, 7:30 PM,8.9,5000,"",
PF-C,Tyler Hansbrough,TOR,TOR @ ATL, 7:30 PM,11.7,5000,"",
SG,Garrett Temple,WAS,WAS @ SAC,10:00 PM,6.0,5000,"",
