Position,PlayerName,Team,Opponent,Salary,PPG
PF,Luol Deng,Cavaliers,Wizards,10250,29.8
SF,Luol Deng,Cavaliers,Wizards,10250,29.8
C,Anderson Varejao,Cavaliers,Wizards,12000,28.1
PF,Anderson Varejao,Cavaliers,Wizards,12000,28.1
SG,Alonzo Gee,Cavaliers,Wizards,5000,8.2
SF,Alonzo Gee,Cavaliers,Wizards,5000,8.2
PG,Kyrie Irving,Cavaliers,Wizards,13900,35.8
SG,Kyrie Irving,Cavaliers,Wizards,13900,35.8
C,Tristan Thompson,Cavaliers,Wizards,10150,25.8
PF,Tristan Thompson,Cavaliers,Wizards,10150,25.8
PG,Jarrett Jack,Cavaliers,Wizards,9000,18.1
SG,Jarrett Jack,Cavaliers,Wizards,9000,18.1
C,Spencer Hawes,Cavaliers,Wizards,10050,31.8
PF,Spencer Hawes,Cavaliers,Wizards,10050,31.8
SG,C.J. Miles,Cavaliers,Wizards,5400,16.6
SF,C.J. Miles,Cavaliers,Wizards,5400,16.6
SG,Dion Waiters,Cavaliers,Wizards,8200,21.9
C,Tyler Zeller,Cavaliers,Wizards,5650,11.2
PF,Tyler Zeller,Cavaliers,Wizards,5650,11.2
PF,Anthony Bennett,Cavaliers,Wizards,5200,8.7
SF,Anthony Bennett,Cavaliers,Wizards,5200,8.7
PG,Matthew Dellavedova,Cavaliers,Wizards,5000,9.1
SG,Wilson Chandler,Nuggets,Kings,9350,25.1
SF,Wilson Chandler,Nuggets,Kings,9350,25.1
PG,Ty Lawson,Nuggets,Kings,13550,37.0
C,Timofey Mozgov,Nuggets,Kings,7600,18.6
PF,Kenneth Faried,Nuggets,Kings,11000,23.8
PG,Randy Foye,Nuggets,Kings,10950,22.0
SG,Randy Foye,Nuggets,Kings,10950,22.0
C,Darrell Arthur,Nuggets,Kings,5000,11.2
PF,Darrell Arthur,Nuggets,Kings,5000,11.2
C,Anthony Randolph,Nuggets,Kings,5900,11.3
PF,Anthony Randolph,Nuggets,Kings,5900,11.3
PG,Aaron Brooks,Nuggets,Kings,7300,13.0
C,J.J. Hickson,Nuggets,Kings,10450,26.5
PF,J.J. Hickson,Nuggets,Kings,10450,26.5
PF,Jan Vesely,Nuggets,Kings,5000,10.0
SG,Evan Fournier,Nuggets,Kings,8850,12.1
SF,Quincy Miller,Nuggets,Kings,6200,9.1
C,Omer Asik,Rockets,Suns,5100,13.3
PF,Omer Asik,Rockets,Suns,5100,13.3
SF,Omri Casspi,Rockets,Suns,5450,15.5
SF,Jordan Hamilton,Rockets,Suns,6950,14.4
PG,Jeremy Lin,Rockets,Suns,7950,24.3
SG,Jeremy Lin,Rockets,Suns,7950,24.3
PF,Donatas Motiejunas,Rockets,Suns,6450,10.7
SF,Donatas Motiejunas,Rockets,Suns,6450,10.7
PF,Chandler Parsons,Rockets,Suns,12400,32.1
SF,Chandler Parsons,Rockets,Suns,12400,32.1
SG,James Harden,Rockets,Suns,17700,40.1
SF,James Harden,Rockets,Suns,17700,40.1
C,Dwight Howard,Rockets,Suns,16550,40.2
PF,Dwight Howard,Rockets,Suns,16550,40.2
SG,Francisco Garcia,Rockets,Suns,5100,13.0
SF,Francisco Garcia,Rockets,Suns,5100,13.0
PF,Terrence Jones,Rockets,Suns,8500,25.2
SF,Terrence Jones,Rockets,Suns,8500,25.2
PG,Patrick Beverley,Rockets,Suns,8400,21.8
SG,Patrick Beverley,Rockets,Suns,8400,21.8
C,Jordan Hill,Lakers,Nets,8350,19.5
PF,Jordan Hill,Lakers,Nets,8350,19.5
C,Chris Kaman,Lakers,Nets,11000,20.9
PF,Chris Kaman,Lakers,Nets,11000,20.9
C,Pau Gasol,Lakers,Nets,14400,36.1
PF,Pau Gasol,Lakers,Nets,14400,36.1
SG,Xavier Henry,Lakers,Nets,6100,16.2
SF,Xavier Henry,Lakers,Nets,6100,16.2
SG,Wesley Johnson,Lakers,Nets,8250,19.9
SF,Wesley Johnson,Lakers,Nets,8250,19.9
PG,Jordan Farmar,Lakers,Nets,7150,21.0
SG,MarShon Brooks,Lakers,Nets,5000,5.4
SF,MarShon Brooks,Lakers,Nets,5000,5.4
PF,Shawne Williams,Lakers,Nets,6850,15.4
SF,Shawne Williams,Lakers,Nets,6850,15.4
SG,Jodie Meeks,Lakers,Nets,8700,22.9
PG,Steve Nash,Lakers,Nets,7250,16.0
SG,Nick Young,Lakers,Nets,9050,22.9
SF,Nick Young,Lakers,Nets,9050,22.9
PG,Kendall Marshall,Lakers,Nets,10000,30.4
C,Robert Sacre,Lakers,Nets,5950,10.8
SG,Kent Bazemore,Lakers,Nets,5000,4.9
SF,Kent Bazemore,Lakers,Nets,5000,4.9
PF,Ryan Kelly,Lakers,Nets,5700,13.8
PF,Dante Cunningham,Timberwolves,Trail Blazers,7000,14.3
PG,J.J. Barea,Timberwolves,Trail Blazers,6750,16.0
SG,Corey Brewer,Timberwolves,Trail Blazers,8050,19.9
SF,Corey Brewer,Timberwolves,Trail Blazers,8050,19.9
SG,Chase Budinger,Timberwolves,Trail Blazers,7050,11.0
SF,Chase Budinger,Timberwolves,Trail Blazers,7050,11.0
PF,Luc Richard Mbah a Moute,Timberwolves,Trail Blazers,5000,8.3
SF,Luc Richard Mbah a Moute,Timberwolves,Trail Blazers,5000,8.3
C,Kevin Love,Timberwolves,Trail Blazers,20250,51.7
PF,Kevin Love,Timberwolves,Trail Blazers,20250,51.7
