Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PG,Stephen Curry,GSW,GSW vs CHI,10:30 PM,43.5,15000,"",
PF,Tim Duncan,SAS,SAS @ BKN, 8:00 PM,35.6,13800,"",
C,Joakim Noah,CHI,CHI @ GSW,10:30 PM,34.7,12800,"",
C,Brook Lopez,BKN,BKN vs SAS, 8:00 PM,32.6,12700,"",OUT
PG,Tony Parker,SAS,SAS @ BKN, 8:00 PM,29.4,12400,"",
C,Andrew Bogut,GSW,GSW vs CHI,10:30 PM,27.5,11800,"",
PF,David Lee,GSW,GSW vs CHI,10:30 PM,33.8,11100,"",
SF,Paul Pierce,BKN,BKN vs SAS, 8:00 PM,24.8,10500,"",
PG,Deron Williams,BKN,BKN vs SAS, 8:00 PM,26.8,10500,"",
PF,Carlos Boozer,CHI,CHI @ GSW,10:30 PM,28.0,10100,"",
SG-SF,Jimmy Butler,CHI,CHI @ GSW,10:30 PM,25.0,10000,"",
PG,Shaun Livingston,BKN,BKN vs SAS, 8:00 PM,18.5,9800,"",
SG-SF,Kawhi Leonard,SAS,SAS @ BKN, 8:00 PM,24.9,9700,"",OUT
SG,Klay Thompson,GSW,GSW vs CHI,10:30 PM,27.1,9700,"",
PF-C,Taj Gibson,CHI,CHI @ GSW,10:30 PM,23.8,9400,"",
SG,Manu Ginobili,SAS,SAS @ BKN, 8:00 PM,23.3,9100,"",OUT
PG,DJ Augustin,CHI,CHI @ GSW,10:30 PM,19.8,8800,"",
SG-SF,Joe Johnson,BKN,BKN vs SAS, 8:00 PM,23.9,8300,"",OUT
SF,Harrison Barnes,GSW,GSW vs CHI,10:30 PM,18.1,8000,"",
PF,Boris Diaw,SAS,SAS @ BKN, 8:00 PM,17.9,8000,"",
SG-SF,Alan Anderson,BKN,BKN vs SAS, 8:00 PM,14.2,8000,"",
SG-SF,Mike Dunleavy,CHI,CHI @ GSW,10:30 PM,20.0,8000,"",
SG-SF,Andre Iguodala,GSW,GSW vs CHI,10:30 PM,23.8,8000,"",
PG,Derrick Rose,CHI,CHI @ GSW,10:30 PM,24.2,8000,"",OUT
PF,Kevin Garnett,BKN,BKN vs SAS, 8:00 PM,19.8,7800,"",
PF,Mirza Teletovic,BKN,BKN vs SAS, 8:00 PM,14.9,7500,"",
SG,Marco Belinelli,SAS,SAS @ BKN, 8:00 PM,17.8,7500,"",
SG-SF,Danny Green,SAS,SAS @ BKN, 8:00 PM,16.8,7500,"",
SF,Draymond Green,GSW,GSW vs CHI,10:30 PM,15.2,7500,"",
SF,Tony Snell,CHI,CHI @ GSW,10:30 PM,10.2,7500,"",
SG,Jordan Crawford,GSW,GSW vs CHI,10:30 PM,22.9,7100,"",
PF-C,Andray Blatche,BKN,BKN vs SAS, 8:00 PM,22.9,6600,"",OUT
PF-C,Jermaine O'Neal,GSW,GSW vs CHI,10:30 PM,14.0,6400,"",
C,Tiago Splitter,SAS,SAS @ BKN, 8:00 PM,18.4,6200,"",
PG,Patty Mills,SAS,SAS @ BKN, 8:00 PM,14.3,6200,"",
PG,Cory Joseph,SAS,SAS @ BKN, 8:00 PM,8.7,6000,"",
PG-SG,Kirk Hinrich,CHI,CHI @ GSW,10:30 PM,18.8,6000,"",
PF-C,Mason Plumlee,BKN,BKN vs SAS, 8:00 PM,12.2,5900,"",
PF-C,Matt Bonner,SAS,SAS @ BKN, 8:00 PM,6.9,5500,"",
PF,Reggie Evans,BKN,BKN vs SAS, 8:00 PM,8.7,5500,"",
C,Nazr Mohammed,CHI,CHI @ GSW,10:30 PM,5.5,5500,"",
SG,Jason Terry,BKN,BKN vs SAS, 8:00 PM,7.7,5500,"",
PF-C,Marreese Speights,GSW,GSW vs CHI,10:30 PM,10.7,5500,"",
PG,Marquis Teague,BKN,BKN vs SAS, 8:00 PM,6.0,5000,"",
C,Festus Ezeli,GSW,GSW vs CHI,10:30 PM,0,5000,"",OUT
SG,Shannon Brown,SAS,SAS @ BKN, 8:00 PM,2.1,5000,"",
PF,Erik Murphy,CHI,CHI @ GSW,10:30 PM,0.8,5000,"",
C,Ognjen Kuzmic,GSW,GSW vs CHI,10:30 PM,1.6,5000,"",
PG,Nemanja Nedovic,GSW,GSW vs CHI,10:30 PM,2.4,5000,"",OUT
SF,Tornike Shengelia,CHI,CHI @ GSW,10:30 PM,2.8,5000,"",
SG,Kent Bazemore,GSW,GSW vs CHI,10:30 PM,4.3,5000,"",
SG,MarShon Brooks,GSW,GSW vs CHI,10:30 PM,4.9,5000,"",
SF,Andrei Kirilenko,BKN,BKN vs SAS, 8:00 PM,12.6,5000,"",OUT
PF,Jeff Ayres,SAS,SAS @ BKN, 8:00 PM,9.1,5000,"",
PG,Nando De Colo,SAS,SAS @ BKN, 8:00 PM,8.2,5000,"",
PF-C,Aron Baynes,SAS,SAS @ BKN, 8:00 PM,7.1,5000,"",
