Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Carmelo Anthony,NYK,NYK vs CLE, 8:00 PM,44.3,18400,"",
PG,Stephen Curry,GSW,GSW vs LAC,10:30 PM,43.6,17100,"",
PF,Blake Griffin,LAC,LAC @ GSW,10:30 PM,41.1,15200,"",
SG-SF,Paul George,IND,IND vs PHO, 7:00 PM,37.9,14500,"",
PG,Kyrie Irving,CLE,CLE @ NYK, 8:00 PM,35.2,13700,"",
SG,Lance Stephenson,IND,IND vs PHO, 7:00 PM,30.1,12900,"",
PG,Goran Dragic,PHO,PHO @ IND, 7:00 PM,33.4,12800,"",
PG,Eric Bledsoe,PHO,PHO @ IND, 7:00 PM,32.5,12700,"",OUT
PF,David Lee,GSW,GSW vs LAC,10:30 PM,34.2,12100,"",
C,DeAndre Jordan,LAC,LAC @ GSW,10:30 PM,33.5,11500,"",
SF,Luol Deng,CLE,CLE @ NYK, 8:00 PM,30.7,10800,"",
PF,David West,IND,IND vs PHO, 7:00 PM,27.3,10800,"",
SG,Jamal Crawford,LAC,LAC @ GSW,10:30 PM,25.7,10700,"",
C,Anderson Varejao,CLE,CLE @ NYK, 8:00 PM,28.3,10600,"",OUT
C,Tyson Chandler,NYK,NYK vs CLE, 8:00 PM,23.9,10600,"",
C,Andrew Bogut,GSW,GSW vs LAC,10:30 PM,26.7,10600,"",
PG,Darren Collison,LAC,LAC @ GSW,10:30 PM,18.8,10600,"",
PF,Markieff Morris,PHO,PHO @ IND, 7:00 PM,23.8,10600,"",
C,Roy Hibbert,IND,IND vs PHO, 7:00 PM,27.8,10500,"",
SG,Klay Thompson,GSW,GSW vs LAC,10:30 PM,27.5,10500,"",
SG,JR Smith,NYK,NYK vs CLE, 8:00 PM,22.9,10400,"",
SG-SF,Gerald Green,PHO,PHO @ IND, 7:00 PM,21.8,10200,"",
SG-SF,Andre Iguodala,GSW,GSW vs LAC,10:30 PM,24.5,10100,"",
SG,JJ Redick,LAC,LAC @ GSW,10:30 PM,23.2,9900,"",
SG-SF,PJ Tucker,PHO,PHO @ IND, 7:00 PM,21.4,9700,"",
PF,Tristan Thompson,CLE,CLE @ NYK, 8:00 PM,25.8,9700,"",
PF-C,Miles Plumlee,PHO,PHO @ IND, 7:00 PM,24.3,9600,"",
PG,Raymond Felton,NYK,NYK vs CLE, 8:00 PM,23.1,9600,"",
PG,George Hill,IND,IND vs PHO, 7:00 PM,21.8,9600,"",
PF-C,Andrea Bargnani,NYK,NYK vs CLE, 8:00 PM,23.2,9100,"",OUT
SG,Dion Waiters,CLE,CLE @ NYK, 8:00 PM,21.8,8400,"",
PF-C,Channing Frye,PHO,PHO @ IND, 7:00 PM,22.6,8200,"",
SF,Anthony Bennett,CLE,CLE @ NYK, 8:00 PM,6.4,8000,"",
PF-C,Tyler Zeller,CLE,CLE @ NYK, 8:00 PM,9.7,8000,"",
SG,Tim Hardaway Jr,NYK,NYK vs CLE, 8:00 PM,12.3,8000,"",
SF,Matt Barnes,LAC,LAC @ GSW,10:30 PM,15.4,8000,"",
SG,Willie Green,LAC,LAC @ GSW,10:30 PM,9.0,7500,"",
SG-SF,Iman Shumpert,NYK,NYK vs CLE, 8:00 PM,17.6,7500,"",OUT
PG-SG,Jarrett Jack,CLE,CLE @ NYK, 8:00 PM,18.3,7500,"",
SF,Harrison Barnes,GSW,GSW vs LAC,10:30 PM,18.1,7500,"",
PG,Pablo Prigioni,NYK,NYK vs CLE, 8:00 PM,12.6,7500,"",
SG,Jordan Crawford,GSW,GSW vs LAC,10:30 PM,23.7,7000,"",
PF-C,Marreese Speights,GSW,GSW vs LAC,10:30 PM,10.7,6500,"",
PF-C,Amar'e Stoudemire,NYK,NYK vs CLE, 8:00 PM,16.0,6300,"",OUT
SF,Draymond Green,GSW,GSW vs LAC,10:30 PM,15.4,6200,"",
PF,Luis Scola,IND,IND vs PHO, 7:00 PM,15.6,6000,"",
PF,Marcus Morris,PHO,PHO @ IND, 7:00 PM,18.1,6000,"",
SG,Leandro Barbosa,PHO,PHO @ IND, 7:00 PM,15.0,6000,"",
PF-C,Jeremy Tyler,NYK,NYK vs CLE, 8:00 PM,8.5,6000,"",
SF,Danny Granger,IND,IND vs PHO, 7:00 PM,15.3,6000,"",
SG,CJ Miles,CLE,CLE @ NYK, 8:00 PM,15.9,6000,"",
C,Ian Mahinmi,IND,IND vs PHO, 7:00 PM,9.8,5500,"",
PG-SG,CJ Watson,IND,IND vs PHO, 7:00 PM,12.4,5500,"",
SF,Jared Dudley,LAC,LAC @ GSW,10:30 PM,14.0,5500,"",
SF,Hedo Turkoglu,LAC,LAC @ GSW,10:30 PM,8.5,5500,"",
PG,Ish Smith,PHO,PHO @ IND, 7:00 PM,10.0,5500,"",
PG,Matthew Dellavedova,CLE,CLE @ NYK, 8:00 PM,8.6,5500,"",
PF-C,Jermaine O'Neal,GSW,GSW vs LAC,10:30 PM,13.7,5400,"",OUT
C,Byron Mullens,LAC,LAC @ GSW,10:30 PM,4.6,5000,"",
SG,MarShon Brooks,GSW,GSW vs LAC,10:30 PM,5.2,5000,"",
