Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Carmelo Anthony,NYK,NYK vs DAL, 7:30 PM,44.3,18000,"",
PF,Blake Griffin,LAC,LAC @ NOP, 8:00 PM,42.6,17300,"",
PG,Chris Paul,LAC,LAC @ NOP, 8:00 PM,44.1,17100,"",OUT
PF-C,Anthony Davis,NOP,NOP vs LAC, 8:00 PM,42.7,16700,"",
PG,Stephen Curry,GSW,GSW @ DET, 7:30 PM,43.0,15500,"",
PF,David Lee,GSW,GSW @ DET, 7:30 PM,34.4,15200,"",OUT
PF,Thaddeus Young,PHI,PHI vs MIL, 7:00 PM,31.1,14200,"",
PF,Dirk Nowitzki,DAL,DAL @ NYK, 7:30 PM,35.3,13800,"",
PG,Brandon Knight,MIL,MIL @ PHI, 7:00 PM,28.5,13600,"",
SF-PF,Josh Smith,DET,DET vs GSW, 7:30 PM,33.7,13500,"",
C,DeAndre Jordan,LAC,LAC @ NOP, 8:00 PM,34.2,13400,"",
PF-C,Greg Monroe,DET,DET vs GSW, 7:30 PM,29.6,13200,"",
PG,Michael Carter-Williams,PHI,PHI vs MIL, 7:00 PM,35.2,13000,"",
C,Andre Drummond,DET,DET vs GSW, 7:30 PM,34.7,12400,"",
PG,Brandon Jennings,DET,DET vs GSW, 7:30 PM,33.8,12300,"",
SG,Monta Ellis,DAL,DAL @ NYK, 7:30 PM,32.7,12100,"",
PG,Rajon Rondo,BOS,BOS @ UTA, 9:00 PM,27.8,11900,"",OUT
SG,Jamal Crawford,LAC,LAC @ NOP, 8:00 PM,27.0,11700,"",
PF,Ryan Anderson,NOP,NOP vs LAC, 8:00 PM,29.6,11600,"",OUT
PG,Trey Burke,UTA,UTA vs BOS, 9:00 PM,24.7,11300,"",
PF,Derrick Favors,UTA,UTA vs BOS, 9:00 PM,28.6,11200,"",OUT
C,Tyson Chandler,NYK,NYK vs DAL, 7:30 PM,25.2,11200,"",
SG-SF,Gordon Hayward,UTA,UTA vs BOS, 9:00 PM,31.8,11100,"",
C,Enes Kanter,UTA,UTA vs BOS, 9:00 PM,21.7,11100,"",
PG,Jrue Holiday,NOP,NOP vs LAC, 8:00 PM,32.3,11000,"",OUT
PG,Raymond Felton,NYK,NYK vs DAL, 7:30 PM,24.1,10900,"",
SG-SF,Andre Iguodala,GSW,GSW @ DET, 7:30 PM,24.7,10900,"",
C,Andrew Bogut,GSW,GSW @ DET, 7:30 PM,27.5,10800,"",OUT
SF-PF,Jeff Green,BOS,BOS @ UTA, 9:00 PM,25.7,10700,"",
SG,Klay Thompson,GSW,GSW @ DET, 7:30 PM,26.9,10500,"",
PF,Jared Sullinger,BOS,BOS @ UTA, 9:00 PM,26.6,10500,"",OUT
PF,John Henson,MIL,MIL @ PHI, 7:00 PM,27.7,9900,"",
SF,Shawn Marion,DAL,DAL @ NYK, 7:30 PM,24.0,9900,"",
SG,JR Smith,NYK,NYK vs DAL, 7:30 PM,23.3,9600,"",
SG-SF,Vince Carter,DAL,DAL @ NYK, 7:30 PM,20.9,9500,"",
SF,Danny Granger,PHI,PHI vs MIL, 7:00 PM,14.9,9500,"",OUT
PF,Brandon Bass,BOS,BOS @ UTA, 9:00 PM,21.8,9300,"",
SG,Tyreke Evans,NOP,NOP vs LAC, 8:00 PM,24.9,9200,"",
PF-C,Andrea Bargnani,NYK,NYK vs DAL, 7:30 PM,23.2,9100,"",OUT
SG,Eric Gordon,NOP,NOP vs LAC, 8:00 PM,24.9,9000,"",
SF,Caron Butler,MIL,MIL @ PHI, 7:00 PM,19.7,9000,"",OUT
PG,Jose Calderon,DAL,DAL @ NYK, 7:30 PM,22.6,8800,"",
PG-SG,Avery Bradley,BOS,BOS @ UTA, 9:00 PM,22.3,8700,"",OUT
SG,JJ Redick,LAC,LAC @ NOP, 8:00 PM,22.3,8700,"",OUT
C,Larry Sanders,MIL,MIL @ PHI, 7:00 PM,21.9,8600,"",OUT
SG,Alec Burks,UTA,UTA vs BOS, 9:00 PM,21.7,8500,"",
