Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs SAC, 8:00 PM,50.8,20000,"",
PF-C,Anthony Davis,NOP,NOP vs UTA, 8:00 PM,44.0,19300,"",
C,DeMarcus Cousins,SAC,SAC @ OKC, 8:00 PM,43.8,19200,"",
PF-C,Kevin Love,MIN,MIN vs LAL, 8:00 PM,48.8,19000,"",
SF,LeBron James,MIA,MIA @ DET, 7:30 PM,45.6,18700,"",
SF,Carmelo Anthony,NYK,NYK @ PHO,10:00 PM,44.2,17500,"",
C,Al Jefferson,CHA,CHA @ ORL, 7:00 PM,40.3,17400,"",
PF,LaMarcus Aldridge,POR,POR @ CHI, 8:00 PM,43.3,16200,"",OUT
C,Joakim Noah,CHI,CHI vs POR, 8:00 PM,37.2,15800,"",
PG,Stephen Curry,GSW,GSW vs MEM,10:30 PM,41.4,15600,"",
PG,John Wall,WAS,WAS vs IND, 7:00 PM,39.4,15400,"",
PG,Kyle Lowry,TOR,TOR vs BOS, 7:00 PM,36.5,15100,"",
PF,Tim Duncan,SAS,SAS @ DEN, 9:00 PM,35.1,14800,"",
PG,Russell Westbrook,OKC,OKC vs SAC, 8:00 PM,39.0,14200,"",
SG-SF,Paul George,IND,IND @ WAS, 7:00 PM,36.9,14000,"",
PG,Kyrie Irving,CLE,CLE @ BKN, 7:30 PM,35.7,14000,"",OUT
PF,Zach Randolph,MEM,MEM @ GSW,10:30 PM,33.1,13800,"",
PG,Kemba Walker,CHA,CHA @ ORL, 7:00 PM,32.8,13800,"",
PG,Rajon Rondo,BOS,BOS @ TOR, 7:00 PM,31.8,13700,"",
PF-C,Pau Gasol,LAL,LAL @ MIN, 8:00 PM,36.2,13500,"",OUT
PG,Isaiah Thomas,SAC,SAC @ OKC, 8:00 PM,33.8,13500,"",OUT
PG,Goran Dragic,PHO,PHO vs NYK,10:00 PM,33.8,13500,"",
PG,Ty Lawson,DEN,DEN vs SAS, 9:00 PM,35.9,13400,"",
PG,Brandon Jennings,DET,DET vs MIA, 7:30 PM,31.8,13300,"",
PG,Eric Bledsoe,PHO,PHO vs NYK,10:00 PM,32.4,13300,"",
SG-SF,Tyreke Evans,NOP,NOP vs UTA, 8:00 PM,27.6,13200,"",
C,Nikola Vucevic,ORL,ORL vs CHA, 7:00 PM,32.1,13100,"",
C,Andre Drummond,DET,DET vs MIA, 7:30 PM,34.4,13100,"",
SG,DeMar DeRozan,TOR,TOR vs BOS, 7:00 PM,34.8,13000,"",
C,Marc Gasol,MEM,MEM @ GSW,10:30 PM,30.8,12900,"",
PF,David Lee,GSW,GSW vs MEM,10:30 PM,33.2,12800,"",OUT
SF-PF,Josh Smith,DET,DET vs MIA, 7:30 PM,33.6,12800,"",
C,Brook Lopez,BKN,BKN vs CLE, 7:30 PM,32.6,12700,"",OUT
PG,Deron Williams,BKN,BKN vs CLE, 7:30 PM,28.5,12600,"",
PG,Mike Conley,MEM,MEM @ GSW,10:30 PM,31.1,12500,"",
PF-C,Derrick Favors,UTA,UTA @ NOP, 8:00 PM,28.6,12400,"",
SG-SF,Gordon Hayward,UTA,UTA @ NOP, 8:00 PM,31.7,12400,"",
PF,Kenneth Faried,DEN,DEN vs SAS, 9:00 PM,26.5,12200,"",
SF,Rudy Gay,SAC,SAC @ OKC, 8:00 PM,33.4,12200,"",
PG,Damian Lillard,POR,POR @ CHI, 8:00 PM,33.4,12200,"",
C,Nikola Pekovic,MIN,MIN vs LAL, 8:00 PM,30.9,12100,"",OUT
SF,Nicolas Batum,POR,POR @ CHI, 8:00 PM,30.6,12000,"",
C,Marcin Gortat,WAS,WAS vs IND, 7:00 PM,29.3,11900,"",OUT
PF-C,Greg Monroe,DET,DET vs MIA, 7:30 PM,30.7,11900,"",
PG,Ricky Rubio,MIN,MIN vs LAL, 8:00 PM,30.1,11900,"",
PG,Reggie Jackson,OKC,OKC vs SAC, 8:00 PM,24.5,11700,"",
SG,Victor Oladipo,ORL,ORL vs CHA, 7:00 PM,26.8,11600,"",
SG,Dion Waiters,CLE,CLE @ BKN, 7:30 PM,23.3,11500,"",
PF,David West,IND,IND @ WAS, 7:00 PM,28.4,11300,"",
PF-C,Chris Bosh,MIA,MIA @ DET, 7:30 PM,28.9,11200,"",
PF-C,Serge Ibaka,OKC,OKC vs SAC, 8:00 PM,31.9,11100,"",
PF-C,Nene Hilario,WAS,WAS vs IND, 7:00 PM,28.1,11000,"",OUT
C,Gorgui Dieng,MIN,MIN vs LAL, 8:00 PM,9.9,11000,"",
PG,Jrue Holiday,NOP,NOP vs UTA, 8:00 PM,32.3,11000,"",OUT
C,Andrew Bogut,GSW,GSW vs MEM,10:30 PM,26.6,10900,"",
SG,Bradley Beal,WAS,WAS vs IND, 7:00 PM,27.3,10900,"",OUT
SF,Trevor Ariza,WAS,WAS vs IND, 7:00 PM,29.1,10900,"",
SF,Luol Deng,CLE,CLE @ BKN, 7:30 PM,28.7,10900,"",
SG,Dwyane Wade,MIA,MIA @ DET, 7:30 PM,33.3,10900,"",OUT
PF,Amir Johnson,TOR,TOR vs BOS, 7:00 PM,24.1,10800,"",
SG-SF,Jimmy Butler,CHI,CHI vs POR, 8:00 PM,26.4,10800,"",
PF-C,Jared Sullinger,BOS,BOS @ TOR, 7:00 PM,26.3,10600,"",
SG,Klay Thompson,GSW,GSW vs MEM,10:30 PM,26.6,10500,"",
SG-SF,Kawhi Leonard,SAS,SAS @ DEN, 9:00 PM,26.5,10500,"",
SF-PF,Tobias Harris,ORL,ORL vs CHA, 7:00 PM,27.0,10500,"",
PG,Tony Parker,SAS,SAS @ DEN, 9:00 PM,28.4,10500,"",
PF-C,Jordan Hill,LAL,LAL @ MIN, 8:00 PM,20.0,10500,"",
PF,Ryan Anderson,NOP,NOP vs UTA, 8:00 PM,29.6,10500,"",OUT
PF-C,Taj Gibson,CHI,CHI vs POR, 8:00 PM,25.4,10400,"",
SG,Lance Stephenson,IND,IND @ WAS, 7:00 PM,29.2,10400,"",
SG-SF,Arron Afflalo,ORL,ORL vs CHA, 7:00 PM,28.3,10400,"",
PG,Jameer Nelson,ORL,ORL vs CHA, 7:00 PM,26.2,10300,"",OUT
SG,Eric Gordon,NOP,NOP vs UTA, 8:00 PM,24.1,10300,"",OUT
C,JJ Hickson,DEN,DEN vs SAS, 9:00 PM,26.3,10300,"",OUT
PG,Raymond Felton,NYK,NYK @ PHO,10:00 PM,23.6,10200,"",
SG,JR Smith,NYK,NYK @ PHO,10:00 PM,23.7,10100,"",
C,Robin Lopez,POR,POR @ CHI, 8:00 PM,25.8,10100,"",
SG,Kobe Bryant,LAL,LAL @ MIN, 8:00 PM,25.8,10100,"",OUT
PF,Markieff Morris,PHO,PHO vs NYK,10:00 PM,24.7,10100,"",
SG-SF,Joe Johnson,BKN,BKN vs CLE, 7:30 PM,23.9,9900,"",
C,Spencer Hawes,CLE,CLE @ BKN, 7:30 PM,29.4,9900,"",
SF,Paul Pierce,BKN,BKN vs CLE, 7:30 PM,24.1,9800,"",
SG,Jodie Meeks,LAL,LAL @ MIN, 8:00 PM,22.7,9800,"",
C,Anderson Varejao,CLE,CLE @ BKN, 7:30 PM,27.0,9800,"",
PG-SG,Jarrett Jack,CLE,CLE @ BKN, 7:30 PM,18.9,9800,"",
C,Enes Kanter,UTA,UTA @ NOP, 8:00 PM,22.3,9700,"",
SG,Kevin Martin,MIN,MIN vs LAL, 8:00 PM,26.4,9700,"",
PG-SG,Avery Bradley,BOS,BOS @ TOR, 7:00 PM,22.3,9600,"",
SG-SF,PJ Tucker,PHO,PHO vs NYK,10:00 PM,22.5,9600,"",
SG,Gerald Henderson,CHA,CHA @ ORL, 7:00 PM,24.1,9600,"",
C,Tiago Splitter,SAS,SAS @ DEN, 9:00 PM,19.3,9500,"",
PG,Trey Burke,UTA,UTA @ NOP, 8:00 PM,24.0,9400,"",
SF,Wilson Chandler,DEN,DEN vs SAS, 9:00 PM,23.9,9400,"",OUT
SG-SF,Nick Young,LAL,LAL @ MIN, 8:00 PM,22.6,9300,"",
SG-SF,Andre Iguodala,GSW,GSW vs MEM,10:30 PM,23.5,9200,"",OUT
C,Chris Kaman,LAL,LAL @ MIN, 8:00 PM,19.9,9200,"",
PG,Mario Chalmers,MIA,MIA @ DET, 7:30 PM,21.9,9100,"",
PF,Tristan Thompson,CLE,CLE @ BKN, 7:30 PM,24.9,9100,"",
PF-C,Andrea Bargnani,NYK,NYK @ PHO,10:00 PM,23.2,9100,"",OUT
C,Jonas Valanciunas,TOR,TOR vs BOS, 7:00 PM,22.7,9000,"",
PF,Carlos Boozer,CHI,CHI vs POR, 8:00 PM,26.5,9000,"",
C,Tyson Chandler,NYK,NYK @ PHO,10:00 PM,26.1,9000,"",
SG-SF,Mike Dunleavy,CHI,CHI vs POR, 8:00 PM,21.2,8900,"",
SF-PF,Jeff Green,BOS,BOS @ TOR, 7:00 PM,25.6,8900,"",OUT
SG,Wesley Matthews,POR,POR @ CHI, 8:00 PM,25.6,8900,"",
SG,Alec Burks,UTA,UTA @ NOP, 8:00 PM,22.2,8700,"",OUT
PF,Josh McRoberts,CHA,CHA @ ORL, 7:00 PM,22.5,8700,"",
PF-C,Amar'e Stoudemire,NYK,NYK @ PHO,10:00 PM,18.4,8600,"",
PG,DJ Augustin,CHI,CHI vs POR, 8:00 PM,20.7,8500,"",
SG-SF,Danny Green,SAS,SAS @ DEN, 9:00 PM,17.9,8500,"",OUT
SG,Manu Ginobili,SAS,SAS @ DEN, 9:00 PM,23.2,8500,"",
PF-C,Andray Blatche,BKN,BKN vs CLE, 7:30 PM,22.2,8500,"",
SF,Al-Farouq Aminu,NOP,NOP vs UTA, 8:00 PM,19.6,8400,"",
SF,Corey Brewer,MIN,MIN vs LAL, 8:00 PM,20.0,8400,"",
SG,Randy Foye,DEN,DEN vs SAS, 9:00 PM,21.3,8400,"",
PG,Steve Nash,LAL,LAL @ MIN, 8:00 PM,16.8,8400,"",OUT
PG,Kendall Marshall,LAL,LAL @ MIN, 8:00 PM,24.1,8300,"",
SG-SF,Gerald Green,PHO,PHO vs NYK,10:00 PM,23.1,8300,"",
SF,Caron Butler,OKC,OKC vs SAC, 8:00 PM,19.3,8300,"",
PF,Marvin Williams,UTA,UTA @ NOP, 8:00 PM,19.3,8200,"",
PG,Derek Fisher,OKC,OKC vs SAC, 8:00 PM,10.5,8200,"",
SG,Matthew Dellavedova,CLE,CLE @ BKN, 7:30 PM,10.4,8200,"",
PG,Patty Mills,SAS,SAS @ DEN, 9:00 PM,16.1,8200,"",
PF,Boris Diaw,SAS,SAS @ DEN, 9:00 PM,19.0,8200,"",
PG,Shaun Livingston,BKN,BKN vs CLE, 7:30 PM,18.7,8100,"",
C,Roy Hibbert,IND,IND @ WAS, 7:00 PM,25.3,8100,"",
PG,Brian Roberts,NOP,NOP vs UTA, 8:00 PM,16.8,8100,"",OUT
SG,Kent Bazemore,LAL,LAL @ MIN, 8:00 PM,9.3,8100,"",
PF,Darrell Arthur,DEN,DEN vs SAS, 9:00 PM,12.8,8100,"",
SF,Harrison Barnes,GSW,GSW vs MEM,10:30 PM,17.6,8100,"",
PG,Derrick Rose,CHI,CHI vs POR, 8:00 PM,24.2,8000,"",OUT
PG-SG,Kirk Hinrich,CHI,CHI vs POR, 8:00 PM,19.3,8000,"",
PG,Mo Williams,POR,POR @ CHI, 8:00 PM,18.7,8000,"",
SF,Draymond Green,GSW,GSW vs MEM,10:30 PM,17.4,8000,"",
PF-C,Mason Plumlee,BKN,BKN vs CLE, 7:30 PM,14.5,8000,"",
PG,George Hill,IND,IND @ WAS, 7:00 PM,22.1,8000,"",
SG-SF,Evan Turner,IND,IND @ WAS, 7:00 PM,26.2,8000,"",
PG-SG,Rodney Stuckey,DET,DET vs MIA, 7:30 PM,19.5,8000,"",
C,Timofey Mozgov,DEN,DEN vs SAS, 9:00 PM,18.7,8000,"",
PF,Ryan Kelly,LAL,LAL @ MIN, 8:00 PM,15.7,8000,"",
PF-C,Channing Frye,PHO,PHO vs NYK,10:00 PM,21.8,8000,"",
PG,Jordan Farmar,LAL,LAL @ MIN, 8:00 PM,20.4,8000,"",OUT
SG,Anthony Morrow,NOP,NOP vs UTA, 8:00 PM,10.8,8000,"",
SF,Richard Jefferson,UTA,UTA @ NOP, 8:00 PM,16.6,7900,"",
PF,Derrick Williams,SAC,SAC @ OKC, 8:00 PM,15.7,7900,"",
PF-C,Jason Smith,NOP,NOP vs UTA, 8:00 PM,20.1,7900,"",OUT
SG-SF,Chris Douglas-Roberts,CHA,CHA @ ORL, 7:00 PM,11.7,7900,"",
SG-SF,Xavier Henry,LAL,LAL @ MIN, 8:00 PM,16.6,7900,"",
SG,Ray Allen,MIA,MIA @ DET, 7:30 PM,16.8,7900,"",OUT
SF,Moe Harkless,ORL,ORL vs CHA, 7:00 PM,15.4,7900,"",
PG,Aaron Brooks,DEN,DEN vs SAS, 9:00 PM,14.9,7800,"",
SF,Michael Beasley,MIA,MIA @ DET, 7:30 PM,14.1,7800,"",
SG-SF,Terrence Ross,TOR,TOR vs BOS, 7:00 PM,17.2,7800,"",
SG,Ben McLemore,SAC,SAC @ OKC, 8:00 PM,13.3,7800,"",
PG,Cory Joseph,SAS,SAS @ DEN, 9:00 PM,10.0,7800,"",
PF,Al Harrington,WAS,WAS vs IND, 7:00 PM,9.9,7700,"",
SG,Marco Belinelli,SAS,SAS @ DEN, 9:00 PM,18.6,7700,"",
SG-SF,Chris Johnson,BOS,BOS @ TOR, 7:00 PM,11.5,7700,"",
SF,Dorell Wright,POR,POR @ CHI, 8:00 PM,10.5,7700,"",
SF,Kyle Singler,DET,DET vs MIA, 7:30 PM,16.7,7600,"",
SG,Tony Allen,MEM,MEM @ GSW,10:30 PM,19.4,7600,"",
PG,Ray McCallum Jr,SAC,SAC @ OKC, 8:00 PM,7.6,7600,"",
SG,Tim Hardaway Jr,NYK,NYK @ PHO,10:00 PM,13.9,7600,"",
PF,Marcus Morris,PHO,PHO vs NYK,10:00 PM,17.4,7600,"",
SF,Darius Miller,NOP,NOP vs UTA, 8:00 PM,5.7,7600,"",
SF,Travis Outlaw,SAC,SAC @ OKC, 8:00 PM,9.4,7600,"",
SG,Austin Rivers,NOP,NOP vs UTA, 8:00 PM,12.0,7600,"",OUT
PF,Reggie Evans,SAC,SAC @ OKC, 8:00 PM,11.9,7600,"",
PG,Steve Blake,GSW,GSW vs MEM,10:30 PM,20.8,7600,"",
SF,Mike Miller,MEM,MEM @ GSW,10:30 PM,12.3,7600,"",
SF,Michael Kidd-Gilchrist,CHA,CHA @ ORL, 7:00 PM,16.6,7500,"",
SF,Tayshaun Prince,MEM,MEM @ GSW,10:30 PM,13.2,7500,"",
PF,Jonas Jerebko,DET,DET vs MIA, 7:30 PM,7.4,7500,"",
PF,Patrick Patterson,TOR,TOR vs BOS, 7:00 PM,19.1,7500,"",OUT
