Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs POR, 8:00 PM,49.7,20000,"",
PF,LaMarcus Aldridge,POR,POR @ OKC, 8:00 PM,45.1,18300,"",
PF-C,Kevin Love,MIN,MIN @ UTA, 9:00 PM,47.8,18200,"",
SF,LeBron James,MIA,MIA vs BOS, 7:30 PM,44.0,18000,"",
C,DeMarcus Cousins,SAC,SAC @ NOP, 8:00 PM,44.4,17900,"",
PF-C,Anthony Davis,NOP,NOP vs SAC, 8:00 PM,42.4,16900,"",
PG,Damian Lillard,POR,POR @ OKC, 8:00 PM,34.6,14500,"",
PG,Isaiah Thomas,SAC,SAC @ NOP, 8:00 PM,32.4,13600,"",
SG-SF,Arron Afflalo,ORL,ORL @ BKN, 7:30 PM,31.6,13200,"",
C,Nikola Pekovic,MIN,MIN @ UTA, 9:00 PM,32.0,13100,"",
PF-C,Serge Ibaka,OKC,OKC vs POR, 8:00 PM,31.1,13100,"",
SG-SF,Joe Johnson,BKN,BKN vs ORL, 7:30 PM,25.2,12900,"",
SG-SF,Gordon Hayward,UTA,UTA vs MIN, 9:00 PM,32.6,12800,"",OUT
PG,Jrue Holiday,NOP,NOP vs SAC, 8:00 PM,32.3,12600,"",OUT
PG,Jameer Nelson,ORL,ORL @ BKN, 7:30 PM,27.4,12500,"",
C,Nikola Vucevic,ORL,ORL @ BKN, 7:30 PM,31.8,12400,"",OUT
SF,Rudy Gay,SAC,SAC @ NOP, 8:00 PM,33.0,12300,"",
SF,Nicolas Batum,POR,POR @ OKC, 8:00 PM,30.8,12100,"",
SG,Victor Oladipo,ORL,ORL @ BKN, 7:30 PM,25.7,11800,"",
PF,Ryan Anderson,NOP,NOP vs SAC, 8:00 PM,29.6,11600,"",OUT
SG,Kevin Martin,MIN,MIN @ UTA, 9:00 PM,27.0,11500,"",
PF,Jared Sullinger,BOS,BOS @ MIA, 7:30 PM,25.6,11500,"",
PF,Derrick Favors,UTA,UTA vs MIN, 9:00 PM,29.5,11200,"",
SF-PF,Tobias Harris,ORL,ORL @ BKN, 7:30 PM,24.7,11200,"",
SG,Dwyane Wade,MIA,MIA vs BOS, 7:30 PM,34.0,11100,"",OUT
PF-C,Chris Bosh,MIA,MIA vs BOS, 7:30 PM,28.7,11000,"",
PG,Ricky Rubio,MIN,MIN @ UTA, 9:00 PM,29.3,11000,"",
PG,Trey Burke,UTA,UTA vs MIN, 9:00 PM,25.8,10800,"",
SG,Eric Gordon,NOP,NOP vs SAC, 8:00 PM,25.5,10800,"",
SF,Paul Pierce,BKN,BKN vs ORL, 7:30 PM,23.9,10800,"",
PF-C,Glen Davis,ORL,ORL @ BKN, 7:30 PM,27.1,10700,"",
PG,Reggie Jackson,OKC,OKC vs POR, 8:00 PM,23.6,10600,"",
PF-C,Andray Blatche,BKN,BKN vs ORL, 7:30 PM,22.7,10300,"",
PG,Deron Williams,BKN,BKN vs ORL, 7:30 PM,26.1,10300,"",OUT
PG,Russell Westbrook,OKC,OKC vs POR, 8:00 PM,39.0,10200,"",OUT
C,Enes Kanter,UTA,UTA vs MIN, 9:00 PM,20.7,10100,"",
SF-PF,Jeff Green,BOS,BOS @ MIA, 7:30 PM,24.4,10000,"",
SG,Wesley Matthews,POR,POR @ OKC, 8:00 PM,26.3,9900,"",
SG,Alec Burks,UTA,UTA vs MIN, 9:00 PM,21.3,9900,"",
PG-SG,Avery Bradley,BOS,BOS @ MIA, 7:30 PM,23.1,9200,"",
SF,Corey Brewer,MIN,MIN @ UTA, 9:00 PM,19.1,9100,"",
SG,Tyreke Evans,NOP,NOP vs SAC, 8:00 PM,25.6,9100,"",
C,Robin Lopez,POR,POR @ OKC, 8:00 PM,24.2,9000,"",
PG,Mario Chalmers,MIA,MIA vs BOS, 7:30 PM,22.8,8900,"",
SF,Al-Farouq Aminu,NOP,NOP vs SAC, 8:00 PM,20.7,8700,"",
PF,Kevin Garnett,BKN,BKN vs ORL, 7:30 PM,19.7,8600,"",
SG-SF,Alan Anderson,BKN,BKN vs ORL, 7:30 PM,15.2,8100,"",
SF,Shane Battier,MIA,MIA vs BOS, 7:30 PM,10.1,8000,"",
PG,Shaun Livingston,BKN,BKN vs ORL, 7:30 PM,17.3,8000,"",
PF-C,Jason Thompson,SAC,SAC @ NOP, 8:00 PM,17.3,8000,"",
SG,Ray Allen,MIA,MIA vs BOS, 7:30 PM,17.3,8000,"",
SF,Moe Harkless,ORL,ORL @ BKN, 7:30 PM,13.9,8000,"",
PF,Udonis Haslem,MIA,MIA vs BOS, 7:30 PM,7.4,8000,"",
SF,Richard Jefferson,UTA,UTA vs MIN, 9:00 PM,17.3,8000,"",
PF-C,Kelly Olynyk,BOS,BOS @ MIA, 7:30 PM,15.1,8000,"",
PG,Brian Roberts,NOP,NOP vs SAC, 8:00 PM,12.8,8000,"",
PG,Norris Cole,MIA,MIA vs BOS, 7:30 PM,16.3,8000,"",
SF,Derrick Williams,SAC,SAC @ NOP, 8:00 PM,14.8,8000,"",
PF,Kris Humphries,BOS,BOS @ MIA, 7:30 PM,18.4,7900,"",
PF,Brandon Bass,BOS,BOS @ MIA, 7:30 PM,22.1,7800,"",
PG,Mo Williams,POR,POR @ OKC, 8:00 PM,19.3,7700,"",
SG,Marcus Thornton,SAC,SAC @ NOP, 8:00 PM,14.1,7500,"",
SF-PF,Jeremy Evans,UTA,UTA vs MIN, 9:00 PM,16.6,7500,"",
PG,Jose Barea,MIN,MIN @ UTA, 9:00 PM,15.6,7500,"",
SG,Brandon Rush,UTA,UTA vs MIN, 9:00 PM,6.0,7500,"",
PG,Phil Pressey,BOS,BOS @ MIA, 7:30 PM,7.6,7500,"",
PF-C,Jason Smith,NOP,NOP vs SAC, 8:00 PM,20.1,7500,"",OUT
SF,Darius Miller,NOP,NOP vs SAC, 8:00 PM,5.9,7500,"",
SG,Jeremy Lamb,OKC,OKC vs POR, 8:00 PM,17.0,7500,"",
SG,Thabo Sefolosha,OKC,OKC vs POR, 8:00 PM,15.4,7500,"",
C,Kendrick Perkins,OKC,OKC vs POR, 8:00 PM,11.7,7500,"",
PG,Derek Fisher,OKC,OKC vs POR, 8:00 PM,8.5,7500,"",
PF-C,Mason Plumlee,BKN,BKN vs ORL, 7:30 PM,11.7,7500,"",
SG,Jason Terry,BKN,BKN vs ORL, 7:30 PM,7.8,7500,"",
