Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs POR, 8:00 PM,47.9,18000,"",
PF,LaMarcus Aldridge,POR,POR @ MIN, 8:00 PM,43.8,18000,"",
SF,LeBron James,MIA,MIA vs IND, 7:00 PM,43.2,17700,"",OUT
PG,Chris Paul,LAC,LAC vs NOP,10:30 PM,45.1,17500,"",
PG,John Wall,WAS,WAS @ BKN, 7:30 PM,40.1,16000,"",
SF,Carmelo Anthony,NYK,NYK @ MIL, 8:00 PM,43.0,15900,"",
SG,Paul George,IND,IND @ MIA, 7:00 PM,38.1,15800,"",
SG,James Harden,HOU,HOU vs CHI, 9:30 PM,39.0,15800,"",OUT
C,DeMarcus Cousins,SAC,SAC @ ATL, 7:30 PM,43.0,15700,"",
C,Dwight Howard,HOU,HOU vs CHI, 9:30 PM,38.5,15200,"",
C,Al Horford,ATL,ATL vs SAC, 7:30 PM,34.8,14900,"",
PF,Dirk Nowitzki,DAL,DAL vs MEM, 8:30 PM,34.7,14300,"",OUT
C,Joakim Noah,CHI,CHI @ HOU, 9:30 PM,30.0,14300,"",
SF,Rudy Gay,SAC,SAC @ ATL, 7:30 PM,33.4,14100,"",OUT
PF,Blake Griffin,LAC,LAC vs NOP,10:30 PM,38.6,13900,"",
C,Andre Drummond,DET,DET @ BOS, 7:30 PM,34.4,13800,"",
PF,Josh Smith,DET,DET @ BOS, 7:30 PM,31.6,13800,"",
PF,Paul Millsap,ATL,ATL vs SAC, 7:30 PM,34.1,13700,"",
PG,Goran Dragic,PHO,PHO vs SAS, 9:00 PM,32.2,13600,"",
PG,Damian Lillard,POR,POR @ MIN, 8:00 PM,34.0,13600,"",
SG,Dwyane Wade,MIA,MIA vs IND, 7:00 PM,34.6,13200,"",
SG,Victor Oladipo,ORL,ORL vs UTA, 7:00 PM,26.0,13200,"",
SF,Trevor Ariza,WAS,WAS @ BKN, 7:30 PM,29.0,13100,"",
C,Nikola Vucevic,ORL,ORL vs UTA, 7:00 PM,33.1,13000,"",
PG,Eric Bledsoe,PHO,PHO vs SAS, 9:00 PM,35.0,13000,"",
SG,DeMar DeRozan,TOR,TOR vs CHA, 7:00 PM,31.9,12900,"",
C,DeAndre Jordan,LAC,LAC vs NOP,10:30 PM,31.5,12800,"",
PG,Kyle Lowry,TOR,TOR vs CHA, 7:00 PM,30.6,12800,"",
PG,Kemba Walker,CHA,CHA @ TOR, 7:00 PM,31.0,12800,"",
SG-SF,Arron Afflalo,ORL,ORL vs UTA, 7:00 PM,32.8,12700,"",
PF-C,Greg Monroe,DET,DET @ BOS, 7:30 PM,30.5,12700,"",
PG,Jrue Holiday,NOP,NOP @ LAC,10:30 PM,33.3,12700,"",
PF,Tim Duncan,SAS,SAS @ PHO, 9:00 PM,32.1,12700,"",
SG,Bradley Beal,WAS,WAS @ BKN, 7:30 PM,30.6,12600,"",
PG,Mike Conley,MEM,MEM @ DAL, 8:30 PM,31.2,12600,"",OUT
PF,Zach Randolph,MEM,MEM @ DAL, 8:30 PM,30.5,12600,"",
PF,Ryan Anderson,NOP,NOP @ LAC,10:30 PM,31.0,12500,"",
SF,Nicolas Batum,POR,POR @ MIN, 8:00 PM,30.6,12400,"",
SF,Luol Deng,CHI,CHI @ HOU, 9:30 PM,34.3,12300,"",
PG,Brandon Jennings,DET,DET @ BOS, 7:30 PM,33.1,12300,"",
SG,Monta Ellis,DAL,DAL vs MEM, 8:30 PM,33.6,12300,"",
SG-SF,Gordon Hayward,UTA,UTA @ ORL, 7:00 PM,30.9,12300,"",
SF,Chandler Parsons,HOU,HOU vs CHI, 9:30 PM,30.4,12200,"",OUT
PG,Tony Parker,SAS,SAS @ PHO, 9:00 PM,28.4,12200,"",OUT
PF,Carlos Boozer,CHI,CHI @ HOU, 9:30 PM,28.8,12200,"",
C,Brook Lopez,BKN,BKN vs WAS, 7:30 PM,32.7,12000,"",OUT
PG,Ricky Rubio,MIN,MIN vs POR, 8:00 PM,30.0,12000,"",
C,Roy Hibbert,IND,IND @ MIA, 7:00 PM,30.3,12000,"",
PF,John Henson,MIL,MIL vs NYK, 8:00 PM,28.7,11700,"",
C,Nikola Pekovic,MIN,MIN vs POR, 8:00 PM,28.5,11600,"",
SG,Kevin Martin,MIN,MIN vs POR, 8:00 PM,29.4,11500,"",OUT
SF,Kawhi Leonard,SAS,SAS @ PHO, 9:00 PM,25.2,11500,"",
PF,Derrick Favors,UTA,UTA @ ORL, 7:00 PM,30.1,11400,"",
